selected_target_id,denominator_id,weight_horizon_id,scope_usage,sample_n,average_uniqueness_mean,average_uniqueness_median,average_uniqueness_p10,average_uniqueness_p90,concurrency_count_mean,concurrency_count_p90,weight_status,not_evaluable_n
break_swing_low_20__or_false_repair_20d,risk_off_e1_horizon_complete_readonly,fast_fail_10d,not_09B_scope_readonly,1887,,,,,,,not_09B_scope_readonly,
break_swing_low_20__or_false_repair_20d,risk_off_e1_horizon_complete_readonly,cost_bad_10_20_20d,not_09B_scope_readonly,1887,,,,,,,not_09B_scope_readonly,
break_swing_low_20__or_false_repair_20d,risk_on_r6_horizon_complete,cost_bad_10_20_20d,readout_only,9260,0.007071366878427482,0.005393556029109084,0.0044668470878509005,0.010581611583496851,178.34038297284258,226.05,complete_with_non_executable_caveat,30.0
break_swing_low_20__or_false_repair_20d,risk_on_r6_horizon_complete,fast_fail_10d,readout_only,9260,0.012297159495675806,0.010387645032727865,0.007417769166170802,0.018523251576159853,100.6236034402962,139.6,complete,0.0
break_swing_low_20__or_false_repair_20d,risk_on_r_core_horizon_complete,cost_bad_10_20_20d,supported_training,30790,0.002210235859693502,0.001695327951469173,0.0011895227273984476,0.0035932305313955146,606.7623015133435,863.85,complete_with_non_executable_caveat,53.0
break_swing_low_20__or_false_repair_20d,risk_on_r_core_horizon_complete,fast_fail_10d,supported_training,30790,0.003928527430282523,0.0032315225067414666,0.0020575650065520388,0.006105285612095308,332.1981062613578,508.2,complete,0.0
