p0_9b_prediction_panel_path,p0_9b_prediction_panel_hash,high_score_definition_config_hash,high_score_scope,high_score_threshold_rule,high_score_row_count,primitive_id,candidate_formula_hash,candidate_frozen_before_score_coverage,covered_high_score_row_count,covered_high_score_weight_share,covered_high_score_positive_rate,coverage_used_for_feature_selection,coverage_used_for_candidate_selection,coverage_used_for_threshold_selection,coverage_used_for_recommendation,audit_only_pass
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_41657599f0942ef0,f3c5cf944463709b,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_f46eee6116c63ab8,ab3aa78d200225db,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_e6f52d9324c6a727,4f61c1f6fcaeacab,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_cf61e9054d156ad0,ff3b407f74623f92,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_f8bf03977ccb0605,82a88f3cd499ee48,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_e29a233d92b7b379,de42d1ce3cb0236e,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_bb42a0750e30134b,9e2e96303f104818,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_142a778df32a23ea,14316cf9818fb6af,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_9c79e23c5fca0637,d953b504b5a026ac,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_ef521a3405e83c04,564b0d643afbe35f,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_f3f8655223d7d8e7,f549b8616107a8e0,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_64cb9f4db02128b1,630dcb61ecc75aad,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_9ff91ebee7502bb1,b74be8c2942448e4,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_b29ffe810eea70b7,dad4ecb2de7f0c26,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_d7154207365dd303,2864bc4c1af6d5ca,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_305afe134571b6c1,70eb937c7406e44e,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_09f2dcaff0129d10,30fb79e5a670a1a6,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_8d5af32ad9c4e205,735ac6748b05a4b6,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_ad8e26ba785e4393,17ba92660779f294,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_fe33c1590e70aaef,17beb2f862fbee3d,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_879debc6ecc62833,c94a317a9156e73e,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_d152b83338d2d3f7,1e6843599726414e,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_2a8dd91b01c9bc7b,a73b9eb097e9e1eb,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_17ebd2141911e2dd,52bf7a99bf63b715,True,0,0.0,,False,False,False,False,True
