p0_9b_prediction_panel_path,p0_9b_prediction_panel_hash,high_score_definition_config_hash,high_score_scope,high_score_threshold_rule,high_score_row_count,primitive_id,candidate_formula_hash,candidate_frozen_before_score_coverage,covered_high_score_row_count,covered_high_score_weight_share,covered_high_score_positive_rate,coverage_used_for_feature_selection,coverage_used_for_candidate_selection,coverage_used_for_threshold_selection,coverage_used_for_recommendation,audit_only_pass
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_3532ed7757d7d96d,88a9e1d9f2b838d4,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_c13f22bd41698048,ad9d2af2db7e9b69,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_d6c82c36903f135a,7ec07cf8753b900d,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_b6abc3da5e1ed502,19e736ddf84e5eb5,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_3ad97fa9d86be3df,851aa0b5869ebd2e,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_542b7c158a299684,d5aef862859d7701,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_56e0294ee8229902,1f096ebc971810bc,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_035f75c66ca6af86,b972285aed59254b,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_afcfe299be7e2156,fedac186e3932cfe,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_18c59a8b0ea4d8b0,b65b5a473dff8715,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_fbc505e2279705a9,f64adedb8ce5268a,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_1c7fb66503e4a518,0d9a2a76a81acce7,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_11bcc105568782e4,9b6951c787a4f8ce,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_33e137e657941b7a,6e52e62d79655913,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_b5c5f956ce71d883,ade4ead7f3ff4e63,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_bfbfe8713bfd5816,e543b5e5edf903d0,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_eaf45c51d3fe347c,c6ed081b77b3628b,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_393a0903ecddc5d6,1ec5f3cdfdde044e,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_5b155243c948f3c4,7bf0c07af3307f65,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_56e76a63f8e95934,485e313addca05e5,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_e7813e8d95a95984,03e834038d03bd78,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_821bfa560d95ffda,e9abd9bb568fd3a8,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_262092b494790e95,76a85b18afbf82c2,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_ef96ca2290c458a9,b3c0fe978799d28e,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_1d51cf825614d006,eff33932904c4c4b,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,604,E10P_449b1397e9794a47,76613ff02fb30b1d,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_5345f3c2f7d3b2cf,6af26f65612f63fe,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_d3b36670a9ee1b53,d481e0b945cccf27,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_5208b4ed8fc01a6f,73b5b9218810588a,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_e2f4fb2ac91aeecb,56072a2b95be58d1,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_c60b0ff29b6e52ee,38743c05cee68350,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_b1b366a8d2499b5b,4d2cddb5ade6bcc0,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_e84a85497fc991c3,dee9edc21c85c378,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_a2c68e34ef2e46a0,e18f124ba6c3937f,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_e40b29e431c53a58,8dae1c1dabb7b109,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_39addf27d0b1ba22,c3149acef1bb8f10,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_d04ba7a0e908943a,c13418f746934634,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_2400afdb9faa9a03,ba2175157e64389b,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_558731f0cc316b9a,6ec42868c61ab4c3,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_367a5d2f079af4db,b856a289f53a140e,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_7f02019ba1008c99,908cb8ecd8087644,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_70e283b4dd81bfdf,b3642c172035ba1f,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_205ed2447bfe53e3,fabddec975ce03f1,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_adc4838a93b40f1e,bf1691edc8b29c2c,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_78782126f100098c,b2202799fe6db79a,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_d3de6f1a2c1feef0,654d738ac701de4a,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_a46f7f70656a0f26,d5c95830effad1c3,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_80dd14e9df6e958d,3a5fe0d41eacb737,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_72eb6c3f66d986c9,754920f36ba412e6,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_d0b4bb7ec5ac98f8,dcccb789ef9a84cf,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_5a1bfa9ff575149c,10d18b895ae41032,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_7ced6b2cb737f206,b514a322203f643a,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_308e296db69b37c6,d8dd9e5a8405cc2f,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_8de0f22e9fa43f9f,b733d8877d935f4c,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_68593afc51468cbe,5381003156b4ee67,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_228b89d21b8cabe0,3a70be76402970ed,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_3194adde5c1df849,16bcfccee2f505c0,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_09073440e50ae261,89efc8a55a5318eb,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_b758424387384f0b,5e7c73faf3c8dda0,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_dc2a6da703381a66,ba410ea220b9479b,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_f06a8da6763dffa4,51ae1fa06645f02f,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_53a92f223a100453,c876ff1a408e9b10,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_d253227d5808840d,aeb76a1675f6ebf4,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_5c0f09c69876cad4,14b92714a78b5bd5,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_264cc142c167b9c7,515c9109eb047912,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_f0a842530fbee9f3,ef16770404fa5caf,True,0,0.0,,False,False,False,False,True
Explore9/outputs/p0_9b/cache/p0_9b_locked_t1_prediction_panel.parquet,cfde6b48fd29fe85,b9112850a15515e5,same_industry_task_fold_core_oof,prediction_score_top_decile_within_industry_task_fold,168,E10P_1cccff497a94d873,aa775312ea9f5e8d,True,0,0.0,,False,False,False,False,True
