relaxed_feature_set_pattern_id,industry,task,feature_family_set,feature_name_set,operator_direction_set,quantile_bucket_set,path_count,supporting_fold_count,path_train_weighted_support,candidate_rank_score_train_only
de70072f36b86e3d,电子,failure_reject,industry_market_context;volume_money,industry_relative_strength_vs_market_60d;market_volatility_regime;money_zscore_60,greater_than;less_than,q10;q30;q60,1,1,157.30148374804577,307.30148374804577
5357f9f583a77aae,电子,failure_reject,cross_section_rank;industry_market_context,industry_money_breadth_20d;industry_relative_strength_vs_market_20d;ret_60d_market_rank,greater_than;less_than,q10;q60,1,1,139.69915279983118,299.69915279983115
946104d53730e9d1,电子,failure_reject,volatility_range;volume_money,atr_like_20;money_price_coherence_20,greater_than;less_than,q50;q70;q80,1,1,139.08671119545522,298.0867111954552
ef7ca2f5448c523c,电子,failure_reject,industry_market_context;price_distance,close_over_median_40;industry_money_breadth_20d;market_volatility_regime,greater_than;less_than,q40;q50;q80,1,1,131.49470414100836,297.49470414100836
7f3307a522dd3efe,电子,failure_reject,price_distance;volatility_range,atr_like_20;close_over_max_high_120;close_over_min_low_120,greater_than,q10;q80,1,1,75.04251936757474,297.04251936757476
7786cc49877c74c6,电子,failure_reject,cross_section_rank;industry_market_context;price_distance,industry_relative_strength_vs_market_60d;launch_gain_from_recent_low_60;money_5d_industry_rank,greater_than;less_than,q20;q40;q70,1,1,108.53240363759231,294.5324036375923
d68d665cd313e6da,电子,failure_reject,launch_lifecycle_context;volatility_range,amplitude_60;atr_like_10;prelaunch_drawdown_120d,greater_than;less_than,q20;q30,1,1,124.88258148404601,293.882581484046
2cbb20c9b3aecc2b,电子,failure_reject,cross_section_rank;volatility_range,ret_20d_industry_rank;volatility_return_std_10,greater_than;less_than,q10;q60,2,1,128.89080717197476,290.89080717197476
4d5c992f81d3db61,电子,failure_reject,industry_market_context;price_distance,close_over_max_high_120;close_over_min_low_60;industry_relative_strength_vs_market_20d,greater_than;less_than,q40;q80;q90,2,1,29.183001589605368,287.1830015896054
ea1690a89cfd6437,电子,failure_reject,industry_market_context;volatility_range,atr_like_20;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than;less_than,q20;q60;q70,1,1,112.98303993267047,285.98303993267047
636bc8a2c8cf052a,电子,failure_reject,industry_market_context;price_distance;volatility_range,atr_like_20;close_over_max_high_5;market_volatility_regime,greater_than,q40;q60;q70,2,1,27.477352758738363,285.47735275873833
88aa5eb7d550da4d,电子,failure_reject,industry_market_context;price_distance;volatility_range,distance_to_high_40;industry_relative_strength_vs_market_20d;range_expansion_ratio_20_60,less_than,q10;q50;q80,1,1,158.6988339920128,283.6988339920128
f468f82ac7f69e54,电子,failure_reject,industry_market_context;volatility_range,amplitude_60;market_breadth_20d;volatility_return_std_60,less_than,q05;q20;q70,1,1,148.19835967281676,282.19835967281676
959c5c8c8d59e0a8,电子,failure_reject,price_distance;volume_money,close_over_min_low_60;money_price_coherence_20;turnover_proxy_ratio_60,greater_than;less_than,q40;q50;q80,1,1,42.18412698412698,280.184126984127
1e03f7b89e92246f,电子,failure_reject,industry_market_context;price_distance;volatility_range,atr_like_20;close_over_min_low_60;market_volatility_regime,greater_than;less_than,q60;q70,1,1,74.23229490354811,277.2322949035481
be13f070088cdf21,电子,failure_reject,industry_market_context;launch_lifecycle_context;volatility_range,industry_relative_strength_vs_market_60d;prelaunch_drawdown_120d;volatility_return_std_20,greater_than;less_than,q20;q60;q70,2,1,25.55100521421276,276.55100521421275
15f3e6e3edba58be,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q60;q80,1,1,125.96657453163998,275.96657453164
67b28dafb837aab8,电子,failure_reject,price_distance;volatility_range,amplitude_60;close_over_max_high_120;volatility_return_std_10,greater_than;less_than,q05;q20;q30,1,1,129.93525541459894,275.93525541459894
70e9a2e14b2d6331,电子,failure_reject,industry_market_context;volatility_range;volume_money,atr_like_10;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q10;q60;q70,2,1,109.80923935271986,275.8092393527198
a813e3db47faaf2b,电子,failure_reject,industry_market_context;rolling_return,close_over_close_40d;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than;less_than,q30;q70,1,1,96.49212295379775,272.4921229537978
98e21c52cdb23aa9,电子,failure_reject,industry_market_context;price_distance;volatility_range,amplitude_20;close_over_max_high_120;industry_relative_strength_vs_market_60d,greater_than;less_than,q40;q60;q70,1,1,107.07416102345108,270.0741610234511
e2675c1b59ebffcf,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_median_40;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q40,3,1,135.86330790825272,267.86330790825275
b1080ed61b6e0325,电子,failure_reject,cross_section_rank;industry_market_context,market_volatility_regime;ret_20d_market_rank;ret_60d_market_rank,greater_than;less_than,q10;q30;q50,2,1,115.57370491738169,267.5737049173817
e7bdb9a1beb3104a,电子,failure_reject,cross_section_rank;industry_market_context,industry_relative_strength_vs_market_60d;ret_20d_market_rank,greater_than;less_than,q05;q20;q50,1,1,44.313614163614155,267.31361416361415
1aee2837a39b2842,电子,failure_reject,industry_market_context;price_distance,close_over_ma_20;close_over_max_high_120;market_volatility_regime,greater_than;less_than,q10;q30;q90,1,1,121.22525463383018,264.22525463383016
24dffb9c7cd4ba03,电子,failure_reject,volatility_range,amplitude_60;atr_like_20;range_expansion_ratio_20_60,less_than,q20,1,1,152.0760212385743,264.0760212385743
bbcc96c8cfdb1c92,电子,failure_reject,industry_market_context;kbar_candle_shape;price_distance,close_over_median_60;intraday_range_pct;market_volatility_regime,greater_than;less_than,q30;q40,1,1,138.81092394790778,263.8109239479078
3eb15c61c1f9d78d,电子,failure_reject,industry_market_context;volatility_range;volume_money,atr_like_20;market_volatility_regime;money_price_coherence_5,greater_than;less_than,q60;q70,1,1,71.95156601843544,262.9515660184354
77126b5227d1e9cb,电子,failure_reject,industry_market_context;launch_lifecycle_context,industry_relative_strength_vs_market_60d;market_volatility_regime;prelaunch_drawdown_120d,greater_than,q30;q90,1,1,157.9261331189033,260.9261331189033
59ade9fbd3b2820a,电子,failure_reject,industry_market_context;price_distance;volatility_range,atr_like_10;close_over_max_high_5;market_volatility_regime,greater_than;less_than,q60;q70,1,1,62.893814160416554,260.8938141604166
39a1cce6c3b8899f,电子,failure_reject,industry_market_context;volatility_range,amplitude_20;industry_relative_strength_vs_market_60d;volatility_return_std_60,greater_than;less_than,q40;q70;q80,1,1,62.1730206273415,259.1730206273415
1c61c67423c7a574,电子,failure_reject,cross_section_rank;volume_money,money_price_coherence_60;ret_60d_market_rank,greater_than,q30;q50;q95,1,1,92.64790604696648,257.64790604696645
fc4c7068701ef66d,电子,failure_reject,industry_market_context;price_distance,close_over_median_40;market_volatility_regime,less_than,q10;q40,2,1,154.46337785954654,255.46337785954654
4b49eb9f93761c8a,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q30;q90,1,1,111.05861254545754,251.05861254545755
f9ed6945c7989cb6,电子,failure_reject,volatility_range;volume_money,atr_like_10;volatility_return_std_10;volume_price_divergence_10,greater_than;less_than,q10;q50,1,1,123.68821755675117,249.68821755675117
461ed16b73711136,电子,failure_reject,volatility_range,atr_like_10;volatility_return_std_60,less_than,q05;q40,1,1,118.22480222921385,248.22480222921385
287cc216433d58bf,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_ma_20;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q60,3,1,106.46499785235605,244.46499785235605
dc16026a5ddbd5d9,电子,failure_reject,industry_market_context;rolling_return,close_over_close_40d;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than;less_than,q30;q40;q70,1,1,84.95782544163211,243.9578254416321
42ea874ff7163ab1,电子,failure_reject,industry_market_context;rolling_return;volume_money,market_volatility_regime;money_zscore_60;ret_5d,greater_than,q30;q60;q80,1,1,63.63117985682313,242.63117985682314
29eb56a4c5ed72bd,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_ma_5;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q20;q40,1,1,114.43471221858633,240.43471221858633
983ba7c8e0259a1f,电子,failure_reject,industry_market_context;kbar_candle_shape;volatility_range,atr_like_10;low_close_ratio;market_volatility_regime,greater_than,q30;q60;q70,1,1,54.140159487079345,240.14015948707936
506b92aa5f0b09be,电子,failure_reject,cross_section_rank;volume_money,ret_20d_market_rank;ret_60d_market_rank;volume_zscore_60,greater_than;less_than,q40;q50;q80,1,1,82.89465867013888,238.89465867013888
31f44529ef9bc486,电子,failure_reject,industry_market_context;price_distance,close_over_median_40;market_volatility_regime,less_than,q05;q50,2,1,156.56343338441434,236.56343338441434
4fbea734115ba23e,电子,failure_reject,volatility_range,atr_like_20;volatility_return_std_60,greater_than;less_than,q40;q70;q80,1,1,78.00381149701192,233.00381149701192
41a2e8c99c3bdad1,电子,failure_reject,industry_market_context;launch_lifecycle_context;volatility_range,industry_relative_strength_vs_market_60d;prelaunch_drawdown_120d;volatility_return_std_5,greater_than;less_than,q10;q40;q60,1,1,29.773408405012177,231.77340840501216
17112c8743b774c3,电子,failure_reject,industry_market_context;volatility_range,market_volatility_regime;range_expansion_ratio_20_60;volatility_return_std_20,greater_than,q60;q80,1,1,57.48713737819334,230.48713737819332
e45e0d926548c20d,电子,failure_reject,kbar_candle_shape;volume_money,body_pct;volume_over_mean_60;volume_zscore_5,greater_than;less_than,q60;q80;q90,1,1,95.54972473264864,227.54972473264866
6d9aefa210570757,电子,failure_reject,industry_market_context;kbar_candle_shape;volatility_range,atr_like_20;high_close_ratio;market_volatility_regime,greater_than,q60;q70,1,1,68.25895734730065,227.25895734730065
ce5971c181f98565,电子,failure_reject,price_distance;volatility_range,atr_like_20;close_over_max_high_120;close_over_min_low_120,greater_than;less_than,q10;q80,1,1,124.73058024303506,226.73058024303506
db085b34b7c5f69a,电子,failure_reject,price_distance;volatility_range,close_over_median_20;high_vol_destructive_ratio;volatility_return_std_60,greater_than;less_than,q10;q40;q95,1,1,73.83526597357924,225.83526597357923
02d08eefab307028,电子,failure_reject,cross_section_rank;volatility_range;volume_money,money_price_coherence_60;ret_60d_market_rank;volatility_return_std_20,greater_than;less_than,q30;q50,1,1,79.88256708655015,224.88256708655015
e043998c5e4103ac,电子,failure_reject,cross_section_rank;price_distance;volatility_range,atr20_pct_market_rank;atr_like_20;close_over_min_low_60,greater_than;less_than,q10;q40;q70,2,1,29.309104522312076,223.30910452231208
2b9d59f2be49b848,电子,failure_reject,industry_market_context;price_distance,close_over_median_40;industry_money_breadth_20d;market_volatility_regime,greater_than;less_than,q50;q80,1,1,86.15105877365396,223.15105877365397
99b41bf51dbda555,电子,failure_reject,kbar_candle_shape;volume_money,intraday_range_pct;lower_shadow_pct;money_price_coherence_60,less_than,q10;q30;q95,1,1,119.73703475805803,222.73703475805803
22490c97e9fef1eb,电子,failure_reject,cross_section_rank;launch_lifecycle_context;rolling_return,close_over_close_3d;prelaunch_drawdown_120d;ret_60d_market_rank,greater_than;less_than,q50;q70;q90,1,1,96.47203736206723,221.47203736206723
5097590e0a9b33a6,电子,failure_reject,cross_section_rank;volatility_range,atr20_pct_industry_rank;range_expansion_ratio_20_60;volatility_return_std_20,greater_than;less_than,q30;q40;q60,1,1,86.33431903714985,220.33431903714984
850f33c02bac1e4d,电子,failure_reject,cross_section_rank;volatility_range,amplitude_60;atr20_pct_market_rank;ret_60d_market_rank,greater_than;less_than,q05;q50;q70,1,1,85.13004317253845,220.13004317253845
98c88d2f37d8efa8,电子,failure_reject,rolling_return;volatility_range,amplitude_60;atr_like_20;ret_60d,greater_than;less_than,q20;q95,1,1,73.58107211459708,218.58107211459708
0bf3de38e5e492db,电子,failure_reject,kbar_candle_shape;volatility_range,high_close_ratio;high_vol_destructive_ratio;volatility_return_std_60,greater_than;less_than,q40;q90;q95,1,1,88.19543882993233,217.19543882993233
08019dab3e768630,电子,failure_reject,industry_market_context;price_distance;volatility_range,drawdown_from_recent_high_40;market_volatility_regime;volatility_return_std_60,greater_than;less_than,q05;q30;q50,1,1,105.21822853639517,216.21822853639517
b263f73323d3130f,电子,failure_reject,industry_market_context;price_distance;volatility_range,close_over_max_high_40;market_volatility_regime;volatility_return_std_60,greater_than;less_than,q05;q30;q50,1,1,105.21822853639517,216.21822853639517
99a0b9126e876535,电子,failure_reject,cross_section_rank;volume_money,ret_20d_market_rank;ret_60d_market_rank;volume_zscore_60,greater_than;less_than,q40;q50;q80,1,1,110.1564264597347,216.1564264597347
423f2ce4f54ae0c4,电子,failure_reject,volatility_range;volume_money,money_price_coherence_60;range_expansion_ratio_20_60;volume_over_mean_60,less_than,q10;q60,1,1,110.56305718232232,214.56305718232232
4a7549abec20c89b,电子,failure_reject,cross_section_rank;industry_market_context;volume_money,market_volatility_regime;money_over_mean_10;ret_60d_market_rank,greater_than;less_than,q50;q90,1,1,96.41557425201451,211.4155742520145
c186d452d33c3f03,电子,failure_reject,cross_section_rank;industry_market_context;price_distance,close_over_max_high_120;industry_relative_strength_vs_market_60d;rank_persistence_3d,greater_than;less_than,q70;q80,2,1,56.794417373356836,206.79441737335685
7c7b27c3643c9f60,电子,failure_reject,cross_section_rank;price_distance;volatility_range,amplitude_60;atr20_pct_industry_rank;distance_to_high_60,greater_than;less_than,q10;q20;q40,1,1,94.04194594713462,206.04194594713462
52ce63064b667178,电子,failure_reject,industry_market_context;volatility_range,amplitude_60;industry_relative_strength_vs_market_20d;market_breadth_20d,greater_than;less_than,q05;q10;q20,2,1,123.23321023692824,203.23321023692824
946fa7d906a2934c,电子,failure_reject,cross_section_rank;industry_market_context,atr20_pct_industry_rank;atr20_pct_market_rank;market_breadth_20d,less_than,q20;q70,1,1,88.6442405494451,202.6442405494451
ad0a19e9e548cfd2,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q40;q90,1,1,96.40223609517957,202.40223609517957
5f24d28517d6cb2a,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_ma_20;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q10;q40,2,1,103.35659834888861,202.3565983488886
e29440ee24f1d17e,电子,failure_reject,industry_market_context;launch_lifecycle_context,industry_relative_strength_vs_market_60d;prelaunch_drawdown_120d,less_than,q10;q60,1,1,31.154236835840607,198.1542368358406
146488d67dad41b7,电子,failure_reject,industry_market_context;volatility_range;volume_money,atr20_pct;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q60;q90,1,1,86.34531136412653,197.34531136412653
b4c01253d974fc1d,电子,failure_reject,price_distance;volatility_range;volume_money,close_over_ma_20;money_price_coherence_60;volatility_return_std_20,greater_than;less_than,q10;q20;q60,1,1,81.59219248782149,193.59219248782148
321be9008005d333,电子,failure_reject,cross_section_rank;industry_market_context;volume_money,market_volatility_regime;money_over_mean_10;ret_60d_market_rank,greater_than;less_than,q50;q90,1,1,88.1895685439611,193.18956854396112
3dd69df13da7f59b,电子,failure_reject,cross_section_rank;price_distance;volatility_range,amplitude_60;close_over_median_120;ret_60d_industry_rank,greater_than;less_than,q40;q80,2,1,39.148148148148145,193.14814814814815
ec64f2b74085cc33,电子,failure_reject,industry_market_context;price_distance,close_over_max_high_120;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than;less_than,q40;q50;q80,1,1,82.03773495306024,193.03773495306024
6dd28fcad38b5f9b,电子,failure_reject,industry_market_context;rolling_return,close_over_close_40d;industry_breadth_20d;market_volatility_regime,less_than,q30;q50,1,1,92.95583796258093,190.95583796258092
42d8c0d9f11c7f2c,电子,failure_reject,volatility_range,atr_like_10;volatility_return_std_60,less_than,q05;q20;q40,1,1,90.50061734005203,190.50061734005203
d4e2298cb975ca17,电子,failure_reject,volatility_range,volatility_return_std_10;volatility_return_std_60,greater_than,q10;q80;q95,1,1,97.49647092515912,186.49647092515912
0ef520a042faa752,电子,failure_reject,cross_section_rank;industry_market_context;price_distance,close_over_max_high_120;industry_money_breadth_20d;ret_60d_market_rank,greater_than;less_than,q05;q40;q50,1,1,89.43956734594511,186.4395673459451
7da9456cc5184872,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_median_40;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q50,2,1,98.32150415025964,184.32150415025964
cc40a9ce01b6b66c,电子,failure_reject,industry_market_context;volatility_range,amplitude_60;industry_money_breadth_20d;industry_relative_strength_vs_market_20d,greater_than;less_than,q10;q20,1,1,91.40504384398274,183.40504384398275
97d51c2d43c7d015,电子,failure_reject,price_distance,close_over_ma_120;launch_gain_from_recent_low_60,greater_than,q40;q80,1,1,20.55295171285738,182.55295171285738
9546c1d7c7b44750,电子,failure_reject,cross_section_rank;volatility_range;volume_money,money_zscore_5;ret_60d_industry_rank;volatility_return_std_10,greater_than;less_than,q10;q80,1,1,78.52280380405092,182.5228038040509
87483e4864ac3d86,电子,failure_reject,cross_section_rank;industry_market_context,industry_relative_strength_vs_market_60d;market_volatility_regime;ret_60d_market_rank,greater_than;less_than,q40;q50,1,1,92.69015825776066,181.69015825776066
07d52ed27a42374a,电子,failure_reject,price_distance;volatility_range,close_over_ma_20;close_over_median_40;volatility_return_std_60,greater_than;less_than,q10;q40;q95,1,1,64.5381060067595,181.5381060067595
8ea335a1064837c5,电子,failure_reject,launch_lifecycle_context;volatility_range,prelaunch_drawdown_120d;volatility_return_std_60,greater_than;less_than,q70;q80,1,1,27.697161172161177,180.69716117216117
7a337faaa5bb48ca,电子,failure_reject,industry_market_context;price_distance;volatility_range,drawdown_from_recent_high_40;market_volatility_regime;volatility_return_std_60,greater_than;less_than,q05;q30;q60,1,1,90.4570462734695,180.4570462734695
f6b714e9d8f1724a,电子,failure_reject,industry_market_context;kbar_candle_shape,industry_relative_strength_vs_market_20d;intraday_range_pct,less_than,q10;q30;q95,1,1,73.23212096768249,180.23212096768248
228f29e837a5795a,电子,failure_reject,industry_market_context;price_distance,close_over_min_low_60;distance_to_high_120;industry_relative_strength_vs_market_20d,greater_than;less_than,q30;q40;q90,1,1,14.591500794802686,177.5915007948027
caae2b196707843a,电子,failure_reject,price_distance;volatility_range,atr_like_10;close_over_max_high_120;volatility_return_std_60,greater_than;less_than,q05;q10;q40,1,1,81.56280443375542,177.56280443375542
9c833c631f38ee46,电子,failure_reject,price_distance;volatility_range,close_over_median_40;volatility_return_std_60,greater_than,q40;q95,2,1,50.25308798033947,176.25308798033947
1f282f9e06f50388,电子,failure_reject,industry_market_context;volatility_range;volume_money,atr20_pct;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q40;q90,1,1,83.17443829153424,176.17443829153424
296a95dd740925bf,电子,failure_reject,cross_section_rank;price_distance,close_over_median_120;ret_60d_industry_rank,greater_than,q40;q80,1,1,26.823050429654202,175.8230504296542
6f45fc94265cb281,电子,failure_reject,industry_market_context;volume_money,industry_breadth_20d;market_volatility_regime;volume_price_divergence_10,less_than,q30;q40;q80,1,1,77.43684224613159,175.4368422461316
112141bdc9c8531c,电子,failure_reject,industry_market_context;volatility_range,atr_like_20;market_volatility_regime,greater_than;less_than,q40;q70;q80,1,1,30.301112330782626,175.30111233078262
3ee992d31b2f55d3,电子,failure_reject,industry_market_context;price_distance;volatility_range,close_over_min_low_20;market_volatility_regime;volatility_return_std_60,greater_than,q40;q90,1,1,64.55225760096857,172.55225760096857
8325b7c63dd1f88a,电子,failure_reject,volatility_range;volume_money,atr_like_10;money_price_coherence_60;volatility_return_std_20,less_than,q20;q80,1,1,102.42424221831435,171.42424221831436
e02bcd6eff0c16c3,电子,failure_reject,industry_market_context;rolling_return,industry_breadth_20d;ret_120d;return_slope_40d,less_than,q05;q20;q30,1,1,81.79187130670633,170.79187130670633
d3a26103ddab5129,电子,failure_reject,industry_market_context;launch_lifecycle_context;volatility_range,industry_relative_strength_vs_market_60d;prelaunch_drawdown_120d;volatility_return_std_20,greater_than;less_than,q10;q60;q70,1,1,20.760369295274955,170.76036929527496
fe8bee209cc6d24f,电子,failure_reject,industry_market_context;price_distance,close_over_ma_20;market_volatility_regime,less_than,q10;q40,1,1,89.23484018724619,170.2348401872462
f5fe109c77082f28,电子,failure_reject,industry_market_context;volatility_range,industry_relative_strength_vs_market_20d;industry_relative_strength_vs_market_60d;range_expansion_ratio_20_60,greater_than,q40;q95,1,1,66.20887370849611,169.20887370849613
aa633d4be7f630d4,电子,failure_reject,industry_market_context;volatility_range,atr_like_20;market_volatility_regime,greater_than;less_than,q40;q70;q80,1,1,95.8741756458063,168.8741756458063
fc8c6f4e9630446a,电子,failure_reject,volatility_range,range_expansion_ratio_20_60;volatility_return_std_20,greater_than;less_than,q20;q50,1,1,80.03515869963506,168.03515869963508
f83a4f07efd2ad6b,电子,failure_reject,industry_market_context;volatility_range,amplitude_10;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than,q30;q95,1,1,118.00548083000733,168.00548083000734
3daf4d1b7b9daf17,电子,failure_reject,volatility_range,amplitude_60;atr_like_20;volatility_return_std_10,greater_than;less_than,q10;q20,1,1,80.51899564230919,167.5189956423092
70ebbe402c167463,电子,failure_reject,cross_section_rank;volatility_range,rank_jump_5d;ret_20d_industry_rank;volatility_return_std_10,less_than,q10;q40;q60,1,1,72.92243949152692,166.92243949152692
05510e35e37db44a,电子,failure_reject,industry_market_context;launch_lifecycle_context;volume_money,industry_relative_strength_vs_market_60d;money_price_coherence_20;prelaunch_drawdown_120d,greater_than;less_than,q10;q20;q60,2,1,35.10450541771296,166.10450541771297
cec9efba28d02333,电子,failure_reject,industry_market_context;price_distance,close_over_max_high_120;close_over_median_60;industry_relative_strength_vs_market_60d,greater_than;less_than,q70;q80;q90,1,1,59.60232360357,164.60232360357
327a7eeee1005a3a,电子,failure_reject,rolling_return;volatility_range,atr_like_10;ret_40d;volatility_return_std_60,less_than,q05;q20;q40,1,1,77.67969655021133,163.67969655021133
3f0bbe9558454720,电子,failure_reject,cross_section_rank;industry_market_context,atr20_pct_industry_rank;industry_breadth_20d;industry_relative_strength_vs_market_20d,greater_than,q30;q70;q95,1,1,89.0558933583873,163.0558933583873
d498dac8b59d1b63,电子,failure_reject,industry_market_context;price_distance;volatility_range,atr20_pct;close_over_median_60;market_volatility_regime,greater_than;less_than,q20;q40;q90,1,1,73.31668331813583,161.31668331813583
bd7a6283a45e2848,电子,failure_reject,industry_market_context;price_distance;rolling_return,close_over_close_40d;close_over_max_high_120;industry_relative_strength_vs_market_60d,greater_than;less_than,q70;q80;q90,1,1,58.241712994397055,161.24171299439706
f918db1471469888,电子,failure_reject,cross_section_rank;volatility_range,atr_like_10;ret_60d_market_rank,greater_than;less_than,q50;q95,1,1,61.80471169556543,157.80471169556543
61cbd6d0430f8b88,电子,failure_reject,price_distance,close_over_ma_120;close_over_max_high_120,less_than,q05;q80,1,1,86.36557510664318,157.36557510664318
d8bebca0681f86f3,电子,failure_reject,volatility_range;volume_money,atr_like_20;money_price_coherence_20,greater_than;less_than,q50;q70;q80,1,1,39.158577545829345,157.15857754582936
8f5db6ef582ee5d9,电子,failure_reject,cross_section_rank;price_distance,close_over_max_high_40;close_over_median_120;ret_60d_industry_rank,greater_than;less_than,q40;q80,3,1,24.80270751261318,156.80270751261318
602a66951c90efd6,电子,failure_reject,price_distance;volatility_range,atr_like_20;close_over_min_low_60;volatility_return_std_60,greater_than;less_than,q10;q40,1,1,17.768946828852492,156.7689468288525
abf00df28e903ced,电子,failure_reject,price_distance;rolling_return;volatility_range,amplitude_60;close_over_median_20;ret_60d,greater_than;less_than,q20;q70;q95,1,1,61.737301341489975,156.73730134148997
3069824213f61504,电子,failure_reject,volatility_range,atr_like_20;range_expansion_ratio_20_60,greater_than;less_than,q60;q95,1,1,72.86093496667068,155.8609349666707
245bb73e102cb3dc,电子,failure_reject,price_distance;volatility_range,close_over_ma_60;volatility_return_std_5;volatility_return_std_60,greater_than,q40;q50;q70,1,1,7.528548006849896,154.5285480068499
6fd40c5e6371ce4d,电子,failure_reject,industry_market_context;kbar_candle_shape;volatility_range,atr_like_20;high_close_ratio;market_volatility_regime,greater_than;less_than,q60;q70,1,1,13.90158558544866,151.90158558544866
f0e3edd5d25329b7,电子,failure_reject,price_distance;volatility_range,amplitude_60;close_over_min_low_60;distance_to_high_120,greater_than;less_than,q20;q30;q40,1,1,5.107255742161405,151.1072557421614
99962dda815af575,电子,failure_reject,cross_section_rank;rolling_return;volatility_range,amplitude_60;atr20_pct_industry_rank;ret_60d,greater_than,q20;q70;q95,1,1,57.85907891779988,150.85907891779988
40d925cb397e8757,电子,failure_reject,industry_market_context;launch_lifecycle_context,industry_breadth_change_5d;industry_relative_strength_vs_market_60d;prelaunch_drawdown_120d,greater_than;less_than,q10;q20;q60,1,1,22.18683723683723,150.18683723683722
06d0c600180e4e89,电子,failure_reject,industry_market_context;launch_lifecycle_context;volatility_range,industry_relative_strength_vs_market_60d;prelaunch_drawdown_120d;range_expansion_ratio_20_60,greater_than;less_than,q10;q20;q60,1,1,26.192999592999584,149.19299959299957
85dcee3742fb9b7e,电子,failure_reject,industry_market_context;volume_money,industry_breadth_20d;market_volatility_regime;volume_price_divergence_10,greater_than;less_than,q30;q40;q80,1,1,79.12877738429837,149.12877738429836
40791053eea7f4ae,电子,failure_reject,industry_market_context;launch_lifecycle_context;rolling_return,market_volatility_regime;prelaunch_drawdown_120d;ret_60d,greater_than,q05;q60;q70,1,1,19.509544159544163,148.50954415954416
c66ab55bd973c3f8,电子,failure_reject,industry_market_context;volatility_range,industry_relative_strength_vs_market_60d;market_volatility_regime;volatility_return_std_60,greater_than;less_than,q05;q30;q40,1,1,91.49977879535388,148.49977879535388
e41adcae820bc30b,电子,failure_reject,price_distance;volatility_range,atr_like_20;close_over_min_low_60;volatility_return_std_20,greater_than;less_than,q10;q40;q80,2,1,26.454308060911842,146.45430806091184
1a035d3365036629,电子,failure_reject,volatility_range,amplitude_60;atr_like_10;volatility_return_std_60,greater_than;less_than,q05;q20;q30,1,1,61.087477843195224,146.08747784319522
bdf0a8a9325fbb4b,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_ma_20;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q20;q30,1,1,66.91008077724777,145.91008077724777
770f3e7396811985,电子,failure_reject,launch_lifecycle_context;rolling_return;volume_money,money_price_coherence_20;prelaunch_drawdown_120d;return_slope_60d,greater_than,q50;q60;q70,1,1,22.07384004884005,143.07384004884005
3983e6464c308f2a,电子,failure_reject,industry_market_context;kbar_candle_shape;price_distance,close_over_min_low_60;industry_relative_strength_vs_market_60d;low_close_ratio,greater_than;less_than,q20;q30;q40,1,1,25.546221999523883,142.54622199952388
8bb2225ced533788,电子,failure_reject,industry_market_context;launch_lifecycle_context,industry_relative_strength_vs_market_60d;market_volatility_regime;prelaunch_drawdown_120d,less_than,q20;q60,2,1,15.33046398046398,141.33046398046397
cae0d02af2e19084,电子,failure_reject,price_distance;volatility_range;volume_money,close_over_max_high_10;volatility_return_std_10;volume_price_divergence_10,greater_than;less_than,q10;q50;q95,2,1,62.31948633123645,140.31948633123645
e3bdbc439888ece2,电子,failure_reject,price_distance;volume_money,close_over_min_low_120;close_over_min_low_60;money_price_coherence_20,greater_than;less_than,q30;q40;q50,1,1,13.468488953394615,139.46848895339463
87638208d5c9ac8c,电子,failure_reject,cross_section_rank;price_distance;volatility_range,atr_like_20;close_over_min_low_120;ret_60d_market_rank,greater_than;less_than,q10;q50;q90,2,1,63.20159213468294,139.20159213468293
e3f17c162b2119dc,电子,failure_reject,industry_market_context;volatility_range,amplitude_60;market_breadth_20d;volatility_return_std_60,greater_than;less_than,q05;q20;q70,1,1,74.57824580676943,138.57824580676942
