feature_bank_source_dictionary_hash,resolved_feature_dictionary_hash,feature_generation_code_hash,feature_count_total,feature_count_by_family,feature_count_removed_before_run,removed_feature_list_hash,removed_before_metric_inspection,allowed_for_path_extraction_count,allowed_for_primitive_formula_count,missing_row_rate,missing_weight_share,constant_or_near_constant_rate,duplicate_or_high_corr_cluster_count,duplicate_or_high_corr_abs_threshold,max_feature_family_share,feature_family_missing_weight_share,feature_family_missing_weight_share_max,feature_family_dominance_pass,missingness_pass,constant_feature_pass,duplicate_cluster_pass,feature_bank_preflight_pass
d9c1d97f8bfce23e,7c0a566f0a7f4765,2115bd711c62c5a7,164,"{""price_distance"": 48, ""rolling_return"": 29, ""volume_money"": 28, ""cross_section_rank"": 20, ""volatility_range"": 15, ""kbar_candle_shape"": 11, ""industry_market_context"": 9, ""launch_lifecycle_context"": 4}",0,e3b0c44298fc1c14,True,164,164,0.35516463881562155,0.385734883756321,0.018292682926829267,64,0.995,0.2926829268292683,"{""0"": 0.13459274220304143, ""1"": 0.054320443189315976, ""2"": 0.23311086743430498, ""3"": 0.13154452823498355, ""4"": 0.19519145840234386, ""5"": 0.1961675619554955, ""6"": 0.13459274220304143, ""7"": 0.13459274220304143}",0.23311086743430498,True,False,True,False,False
