primitive_id,industry,task,fold_id,denominator_event_count,token_1_support_count,token_2_support_count,token_3_support_count,all_token_support_count,all_token_weighted_support,support_rate,positive_count,weighted_positive_count,support_missing_reason,token_coverage_pass
E10P_1d51cf825614d006,电子,failure_reject,fold_2022,1039,699,699,699,699,564.8295287428834,0.6727622714148219,419,411.99389358594175,,True
E10P_1d51cf825614d006,电子,failure_reject,fold_2023,1043,411,411,411,411,334.5270973557605,0.3940556088207095,283,239.32112001749357,,True
E10P_449b1397e9794a47,电子,failure_reject,fold_2020,1027,276,276,276,276,312.50817629879214,0.26874391431353456,45,109.04739480991364,,True
E10P_449b1397e9794a47,电子,failure_reject,fold_2021,1200,474,474,474,474,505.90413944663203,0.395,191,252.75278655513503,,True
E10P_449b1397e9794a47,电子,failure_reject,fold_2022,1039,542,542,542,542,510.76781265924285,0.5216554379210779,249,290.415379895407,,True
E10P_449b1397e9794a47,电子,failure_reject,fold_2023,1043,9,9,9,9,6.068923854827539,0.00862895493767977,0,0.0,,False
E10P_5345f3c2f7d3b2cf,电子,launch_winner,fold_2021,412,276,276,276,276,301.3142084478022,0.6699029126213593,25,12.764473577892694,,True
E10P_5345f3c2f7d3b2cf,电子,launch_winner,fold_2022,356,221,221,221,221,229.26381441039902,0.6207865168539326,8,6.519554756328391,,True
E10P_5345f3c2f7d3b2cf,电子,launch_winner,fold_2023,372,138,138,138,138,121.55035606835382,0.3709677419354839,2,6.707241622017154,,True
E10P_d3b36670a9ee1b53,电子,launch_winner,fold_2021,412,342,342,342,342,368.3021319826007,0.8300970873786407,32,22.596097032563023,,True
E10P_d3b36670a9ee1b53,电子,launch_winner,fold_2022,356,258,258,258,258,279.33206066785857,0.7247191011235955,8,6.519554756328391,,True
E10P_d3b36670a9ee1b53,电子,launch_winner,fold_2023,372,141,141,141,141,123.07737983127876,0.3790322580645161,2,6.707241622017154,,True
E10P_5208b4ed8fc01a6f,电子,launch_winner,fold_2021,412,342,342,342,342,323.12718397054334,0.8300970873786407,53,34.02232900371688,,True
E10P_5208b4ed8fc01a6f,电子,launch_winner,fold_2022,356,227,227,227,227,199.3486914279818,0.6376404494382022,3,1.8451570065080356,,True
E10P_5208b4ed8fc01a6f,电子,launch_winner,fold_2023,372,153,153,153,153,132.91835503213053,0.4112903225806452,13,17.551148905201337,,True
E10P_e2f4fb2ac91aeecb,电子,launch_winner,fold_2021,412,161,161,161,161,202.93600488053613,0.3907766990291262,9,5.430288461538463,,True
E10P_e2f4fb2ac91aeecb,电子,launch_winner,fold_2022,356,83,83,83,83,69.6568982281568,0.23314606741573032,3,2.530501037496734,,True
E10P_e2f4fb2ac91aeecb,电子,launch_winner,fold_2023,372,80,80,80,80,68.0464574536565,0.21505376344086022,15,19.144252122327856,,True
E10P_c60b0ff29b6e52ee,电子,launch_winner,fold_2021,412,234,234,234,234,191.43271975420413,0.5679611650485437,44,28.59204054217841,,True
E10P_c60b0ff29b6e52ee,电子,launch_winner,fold_2022,356,176,176,176,176,165.1176460814861,0.4943820224719101,3,1.8451570065080356,,True
E10P_c60b0ff29b6e52ee,电子,launch_winner,fold_2023,372,178,178,178,178,155.36444462940398,0.478494623655914,3,7.503793230580413,,True
E10P_b1b366a8d2499b5b,电子,launch_winner,fold_2021,412,396,396,396,396,403.9951450892857,0.9611650485436893,53,34.02232900371688,,True
E10P_b1b366a8d2499b5b,电子,launch_winner,fold_2022,356,264,264,264,264,259.77415375748853,0.7415730337078652,10,7.749659427333748,,True
E10P_b1b366a8d2499b5b,电子,launch_winner,fold_2023,372,275,275,275,275,248.54462048354614,0.739247311827957,18,26.64804535290827,,True
E10P_e84a85497fc991c3,电子,launch_winner,fold_2021,412,165,165,165,165,214.70162988053613,0.40048543689320387,9,5.430288461538463,,True
E10P_e84a85497fc991c3,电子,launch_winner,fold_2022,356,99,99,99,99,103.43594694857751,0.27808988764044945,7,5.904502420825712,,True
E10P_e84a85497fc991c3,电子,launch_winner,fold_2023,372,113,113,113,113,115.80288887275917,0.30376344086021506,15,19.144252122327856,,True
E10P_a2c68e34ef2e46a0,电子,launch_winner,fold_2021,412,244,244,244,244,219.34673926461608,0.5922330097087378,50,32.63813782724628,,True
E10P_a2c68e34ef2e46a0,电子,launch_winner,fold_2022,356,231,231,231,231,189.05634497818698,0.648876404494382,0,0.0,,True
E10P_a2c68e34ef2e46a0,电子,launch_winner,fold_2023,372,128,128,128,128,107.50502098722515,0.34408602150537637,10,12.744825737012153,,True
E10P_e40b29e431c53a58,电子,launch_winner,fold_2021,412,227,227,227,227,262.19504753824606,0.5509708737864077,13,6.1401300904977365,,True
E10P_e40b29e431c53a58,电子,launch_winner,fold_2022,356,176,176,176,176,177.4766304442495,0.4943820224719101,7,5.904502420825712,,True
E10P_e40b29e431c53a58,电子,launch_winner,fold_2023,372,312,312,312,312,309.11413811581605,0.8387096774193549,25,29.76494023650465,,True
E10P_39addf27d0b1ba22,电子,launch_winner,fold_2021,412,271,271,271,271,300.8331031687879,0.6577669902912622,32,23.054325155542987,,True
E10P_39addf27d0b1ba22,电子,launch_winner,fold_2022,356,223,223,223,223,230.38236414559452,0.6264044943820225,3,2.530501037496734,,True
E10P_39addf27d0b1ba22,电子,launch_winner,fold_2023,372,54,54,54,54,41.395658259581246,0.14516129032258066,0,0.0,,True
E10P_d04ba7a0e908943a,电子,launch_winner,fold_2021,412,293,293,293,293,313.6173841961755,0.7111650485436893,23,11.983964679621849,,True
E10P_d04ba7a0e908943a,电子,launch_winner,fold_2022,356,226,226,226,226,238.10362625285836,0.6348314606741573,8,6.519554756328391,,True
E10P_d04ba7a0e908943a,电子,launch_winner,fold_2023,372,219,219,219,219,226.72468053024858,0.5887096774193549,4,8.300344839143673,,True
E10P_2400afdb9faa9a03,电子,launch_winner,fold_2021,412,296,296,296,296,316.1543849379787,0.7184466019417476,32,22.596097032563023,,True
E10P_2400afdb9faa9a03,电子,launch_winner,fold_2022,356,230,230,230,230,230.08910127487272,0.6460674157303371,7,5.904502420825712,,True
E10P_2400afdb9faa9a03,电子,launch_winner,fold_2023,372,221,221,221,221,208.86136455494147,0.5940860215053764,3,2.389654825689779,,True
E10P_558731f0cc316b9a,电子,launch_winner,fold_2021,412,242,242,242,242,262.34901556776555,0.587378640776699,23,12.03181561085973,,True
E10P_558731f0cc316b9a,电子,launch_winner,fold_2022,356,159,159,159,159,127.23950963916647,0.44662921348314605,3,2.530501037496734,,True
E10P_558731f0cc316b9a,电子,launch_winner,fold_2023,372,232,232,232,232,208.03591564367076,0.6236559139784946,25,29.76494023650465,,True
E10P_367a5d2f079af4db,电子,launch_winner,fold_2021,412,219,219,219,219,219.08334499956743,0.5315533980582524,45,29.948028189641242,,True
E10P_367a5d2f079af4db,电子,launch_winner,fold_2022,356,183,183,183,183,199.72187985951928,0.5140449438202247,7,5.219158389837014,,True
E10P_367a5d2f079af4db,电子,launch_winner,fold_2023,372,236,236,236,236,256.6450935931706,0.6344086021505376,11,23.196321715800813,,True
E10P_7f02019ba1008c99,电子,launch_winner,fold_2021,412,253,253,253,253,244.91001591851773,0.6140776699029126,29,21.211905856092436,,True
E10P_7f02019ba1008c99,电子,launch_winner,fold_2022,356,175,175,175,175,155.6578766017646,0.49157303370786515,0,0.0,,True
E10P_7f02019ba1008c99,电子,launch_winner,fold_2023,372,197,197,197,197,182.93604965544128,0.5295698924731183,11,10.886205317031216,,True
E10P_70e283b4dd81bfdf,电子,launch_winner,fold_2021,412,296,296,296,296,316.1543849379787,0.7184466019417476,32,22.596097032563023,,True
E10P_70e283b4dd81bfdf,电子,launch_winner,fold_2022,356,230,230,230,230,230.08910127487272,0.6460674157303371,7,5.904502420825712,,True
E10P_70e283b4dd81bfdf,电子,launch_winner,fold_2023,372,119,119,119,119,94.5148942595774,0.31989247311827956,0,0.0,,True
E10P_205ed2447bfe53e3,电子,launch_winner,fold_2021,412,310,310,310,310,292.9482504704241,0.7524271844660194,50,32.63813782724628,,True
E10P_205ed2447bfe53e3,电子,launch_winner,fold_2022,356,235,235,235,235,194.33292482315346,0.6601123595505618,0,0.0,,True
E10P_205ed2447bfe53e3,电子,launch_winner,fold_2023,372,242,242,242,242,205.62532130365514,0.6505376344086021,18,26.64804535290827,,True
E10P_adc4838a93b40f1e,电子,launch_winner,fold_2021,412,255,255,255,255,291.31668063860155,0.6189320388349514,21,10.776917016806724,,True
E10P_adc4838a93b40f1e,电子,launch_winner,fold_2022,356,171,171,171,171,182.44480479229094,0.4803370786516854,8,6.519554756328391,,True
E10P_adc4838a93b40f1e,电子,launch_winner,fold_2023,372,255,255,255,255,251.96971438296217,0.6854838709677419,5,9.096896447706932,,True
E10P_78782126f100098c,电子,launch_winner,fold_2021,412,247,247,247,247,224.03707800573608,0.5995145631067961,50,32.63813782724628,,True
E10P_78782126f100098c,电子,launch_winner,fold_2022,356,209,209,209,209,167.42312123344396,0.5870786516853933,0,0.0,,True
E10P_78782126f100098c,电子,launch_winner,fold_2023,372,137,137,137,137,112.8237071054683,0.3682795698924731,8,6.9034472742149156,,True
E10P_d3de6f1a2c1feef0,电子,launch_winner,fold_2021,412,0,0,0,0,0.0,0.0,0,0.0,zero_or_insufficient_support,False
E10P_d3de6f1a2c1feef0,电子,launch_winner,fold_2022,356,144,144,144,144,160.10348024271477,0.4044943820224719,5,3.989053718831657,,True
E10P_d3de6f1a2c1feef0,电子,launch_winner,fold_2023,372,369,369,369,369,353.94612309679377,0.9919354838709677,31,41.7825259156102,,True
E10P_a46f7f70656a0f26,电子,launch_winner,fold_2021,412,263,263,263,263,289.83417242734794,0.6383495145631068,15,7.514180672268905,,True
E10P_a46f7f70656a0f26,电子,launch_winner,fold_2022,356,191,191,191,191,215.1265155106821,0.5365168539325843,7,5.904502420825712,,True
E10P_a46f7f70656a0f26,电子,launch_winner,fold_2023,372,224,224,224,224,220.23235106665024,0.6021505376344086,2,6.707241622017154,,True
E10P_80dd14e9df6e958d,电子,launch_winner,fold_2021,412,204,204,204,204,239.73583573034404,0.49514563106796117,21,10.636850052521009,,True
E10P_80dd14e9df6e958d,电子,launch_winner,fold_2022,356,191,191,191,191,208.6396443362575,0.5365168539325843,7,5.904502420825712,,True
E10P_80dd14e9df6e958d,电子,launch_winner,fold_2023,372,278,278,278,278,278.21381974133425,0.7473118279569892,12,21.868735701528713,,True
E10P_72eb6c3f66d986c9,电子,launch_winner,fold_2021,412,286,286,286,286,269.1591726492461,0.6941747572815534,50,26.17857900371687,,True
E10P_72eb6c3f66d986c9,电子,launch_winner,fold_2022,356,230,230,230,230,208.3038155517837,0.6460674157303371,10,7.749659427333748,,True
E10P_72eb6c3f66d986c9,电子,launch_winner,fold_2023,372,193,193,193,193,198.54735141584433,0.5188172043010753,17,25.851493744345007,,True
E10P_d0b4bb7ec5ac98f8,电子,launch_winner,fold_2021,412,319,319,319,319,319.49932155773143,0.7742718446601942,42,22.400890584599225,,True
E10P_d0b4bb7ec5ac98f8,电子,launch_winner,fold_2022,356,271,271,271,271,265.1509057542529,0.7612359550561798,5,3.7606057085020907,,True
E10P_d0b4bb7ec5ac98f8,电子,launch_winner,fold_2023,372,133,133,133,133,110.52643184170434,0.3575268817204301,0,0.0,,True
E10P_5a1bfa9ff575149c,电子,launch_winner,fold_2021,412,103,103,103,103,135.02089169000936,0.25,12,5.5367647058823515,,True
E10P_5a1bfa9ff575149c,电子,launch_winner,fold_2022,356,106,106,106,106,114.28037574672716,0.29775280898876405,7,5.904502420825712,,True
E10P_5a1bfa9ff575149c,电子,launch_winner,fold_2023,372,225,225,225,225,224.3154549277623,0.6048387096774194,20,23.127010165144156,,True
E10P_7ced6b2cb737f206,电子,launch_winner,fold_2021,412,319,319,319,319,319.49932155773143,0.7742718446601942,42,22.400890584599225,,True
E10P_7ced6b2cb737f206,电子,launch_winner,fold_2022,356,271,271,271,271,265.1509057542529,0.7612359550561798,5,3.7606057085020907,,True
E10P_7ced6b2cb737f206,电子,launch_winner,fold_2023,372,217,217,217,217,197.08808528996784,0.5833333333333334,3,2.389654825689779,,True
E10P_308e296db69b37c6,电子,launch_winner,fold_2021,412,154,154,154,154,156.37117377108183,0.3737864077669903,10,4.6139705882352935,,True
E10P_308e296db69b37c6,电子,launch_winner,fold_2022,356,91,91,91,91,77.83530147178487,0.2556179775280899,4,3.3740013833289786,,True
E10P_308e296db69b37c6,电子,launch_winner,fold_2023,372,214,214,214,214,199.16249856628718,0.5752688172043011,24,28.43735422223255,,True
E10P_8de0f22e9fa43f9f,电子,launch_winner,fold_2021,412,255,255,255,255,291.31668063860155,0.6189320388349514,21,10.776917016806724,,True
E10P_8de0f22e9fa43f9f,电子,launch_winner,fold_2022,356,171,171,171,171,182.44480479229094,0.4803370786516854,8,6.519554756328391,,True
E10P_8de0f22e9fa43f9f,电子,launch_winner,fold_2023,372,150,150,150,150,128.71518880835657,0.4032258064516129,2,6.707241622017154,,True
E10P_68593afc51468cbe,电子,launch_winner,fold_2021,412,258,258,258,258,284.2314938559194,0.6262135922330098,15,7.514180672268905,,True
E10P_68593afc51468cbe,电子,launch_winner,fold_2022,356,152,152,152,152,168.12447409548443,0.42696629213483145,7,5.904502420825712,,True
E10P_68593afc51468cbe,电子,launch_winner,fold_2023,372,270,270,270,270,250.03139413837235,0.7258064516129032,17,25.851493744345007,,True
E10P_228b89d21b8cabe0,电子,launch_winner,fold_2021,412,263,263,263,263,290.68005487159894,0.6383495145631068,42,28.22412709074014,,True
E10P_228b89d21b8cabe0,电子,launch_winner,fold_2022,356,232,232,232,232,240.9247936000213,0.651685393258427,6,4.375658044004769,,True
E10P_228b89d21b8cabe0,电子,launch_winner,fold_2023,372,186,186,186,186,208.7614658322954,0.5,7,17.885977658712417,,True
E10P_3194adde5c1df849,电子,launch_winner,fold_2021,412,332,332,332,332,346.0474983503016,0.8058252427184466,43,29.17765988606981,,True
E10P_3194adde5c1df849,电子,launch_winner,fold_2022,356,253,253,253,253,248.4295247164008,0.7106741573033708,5,3.7606057085020907,,True
E10P_3194adde5c1df849,电子,launch_winner,fold_2023,372,220,220,220,220,200.87595165163242,0.5913978494623656,3,2.389654825689779,,True
E10P_09073440e50ae261,电子,launch_winner,fold_2021,412,333,333,333,333,360.62153992606653,0.808252427184466,32,22.596097032563023,,True
E10P_09073440e50ae261,电子,launch_winner,fold_2022,356,178,178,178,178,172.7262458775686,0.5,8,6.519554756328391,,True
E10P_09073440e50ae261,电子,launch_winner,fold_2023,372,191,191,191,191,196.87054101034005,0.5134408602150538,17,25.851493744345007,,True
E10P_b758424387384f0b,电子,launch_winner,fold_2021,412,297,297,297,297,320.6243770067759,0.720873786407767,39,27.13433005413704,,True
E10P_b758424387384f0b,电子,launch_winner,fold_2022,356,226,226,226,226,242.96521142592505,0.6348314606741573,7,5.904502420825712,,True
E10P_b758424387384f0b,电子,launch_winner,fold_2023,372,307,307,307,307,302.95489155835224,0.8252688172043011,28,34.27873268502979,,True
E10P_dc2a6da703381a66,电子,launch_winner,fold_2021,412,276,276,276,276,301.04604605463976,0.6699029126213593,26,13.36783896250808,,True
E10P_dc2a6da703381a66,电子,launch_winner,fold_2022,356,205,205,205,205,208.67269119518397,0.5758426966292135,7,5.904502420825712,,True
E10P_dc2a6da703381a66,电子,launch_winner,fold_2023,372,356,356,356,356,346.3022016695041,0.956989247311828,31,41.7825259156102,,True
E10P_f06a8da6763dffa4,电子,launch_winner,fold_2021,412,62,62,62,62,115.99242424242425,0.15048543689320387,0,0.0,,True
E10P_f06a8da6763dffa4,电子,launch_winner,fold_2022,356,68,68,68,68,85.05030653111157,0.19101123595505617,3,2.530501037496734,,True
E10P_f06a8da6763dffa4,电子,launch_winner,fold_2023,372,180,180,180,180,150.3561619908756,0.4838709677419355,23,28.702871425086972,,True
E10P_53a92f223a100453,电子,launch_winner,fold_2021,412,333,333,333,333,353.3380577832094,0.808252427184466,32,22.596097032563023,,True
E10P_53a92f223a100453,电子,launch_winner,fold_2022,356,188,188,188,188,159.13295674442884,0.5280898876404494,4,3.1455533729994123,,True
E10P_53a92f223a100453,电子,launch_winner,fold_2023,372,169,169,169,169,153.0635950692601,0.4543010752688172,17,25.851493744345007,,True
E10P_d253227d5808840d,电子,launch_winner,fold_2021,412,194,194,194,194,181.6378399505927,0.470873786407767,14,7.4359079569327715,,True
E10P_d253227d5808840d,电子,launch_winner,fold_2022,356,151,151,151,151,136.39050832324364,0.4241573033707865,4,3.3740013833289786,,True
E10P_d253227d5808840d,电子,launch_winner,fold_2023,372,214,214,214,214,210.9282736102898,0.5752688172043011,8,11.48655127339671,,True
E10P_5c0f09c69876cad4,电子,launch_winner,fold_2021,412,209,209,209,209,199.87889726184764,0.5072815533980582,23,11.506089154411764,,True
E10P_5c0f09c69876cad4,电子,launch_winner,fold_2022,356,146,146,146,146,140.3568575297149,0.4101123595505618,4,3.3740013833289786,,True
E10P_5c0f09c69876cad4,电子,launch_winner,fold_2023,372,245,245,245,245,208.12411064472295,0.6586021505376344,20,23.127010165144156,,True
E10P_264cc142c167b9c7,电子,launch_winner,fold_2021,412,243,243,243,243,273.86392012552403,0.5898058252427184,20,10.373194590336134,,True
E10P_264cc142c167b9c7,电子,launch_winner,fold_2022,356,194,194,194,194,234.70543452379673,0.5449438202247191,8,6.519554756328391,,True
E10P_264cc142c167b9c7,电子,launch_winner,fold_2023,372,140,140,140,140,159.16974238130814,0.3763440860215054,3,7.503793230580413,,True
E10P_f0a842530fbee9f3,电子,launch_winner,fold_2021,412,243,243,243,243,273.86392012552403,0.5898058252427184,20,10.373194590336134,,True
E10P_f0a842530fbee9f3,电子,launch_winner,fold_2022,356,194,194,194,194,234.70543452379673,0.5449438202247191,8,6.519554756328391,,True
E10P_f0a842530fbee9f3,电子,launch_winner,fold_2023,372,88,88,88,88,85.44966708702938,0.23655913978494625,2,6.707241622017154,,True
E10P_1cccff497a94d873,电子,launch_winner,fold_2021,412,363,363,363,363,383.67250600961535,0.8810679611650486,50,32.55162587871688,,True
E10P_1cccff497a94d873,电子,launch_winner,fold_2022,356,267,267,267,267,259.10954460010475,0.75,7,5.904502420825712,,True
E10P_1cccff497a94d873,电子,launch_winner,fold_2023,372,153,153,153,153,130.65304112680568,0.4112903225806452,2,6.707241622017154,,True
E10P_3cac8b79158fd63a,电子,launch_winner,fold_2021,412,370,370,370,370,376.6943396319775,0.8980582524271845,45,30.073834942630896,,True
E10P_3cac8b79158fd63a,电子,launch_winner,fold_2022,356,266,266,266,266,258.86943681932064,0.7471910112359551,9,7.13460709183107,,True
E10P_3cac8b79158fd63a,电子,launch_winner,fold_2023,372,5,5,5,5,3.8925955842063833,0.013440860215053764,0,0.0,,False
E10P_d6429e5bff6b25bf,电子,launch_winner,fold_2021,412,355,355,355,355,359.9818758217885,0.8616504854368932,52,33.41896361910149,,True
E10P_d6429e5bff6b25bf,电子,launch_winner,fold_2022,356,241,241,241,241,239.53984822703558,0.6769662921348315,10,7.749659427333748,,True
E10P_d6429e5bff6b25bf,电子,launch_winner,fold_2023,372,274,274,274,274,261.59383073682113,0.7365591397849462,18,26.64804535290827,,True
E10P_29ebf5e47766ba4f,电子,launch_winner,fold_2021,412,185,185,185,185,188.77794471153845,0.44902912621359226,15,7.2048925339366505,,True
E10P_29ebf5e47766ba4f,电子,launch_winner,fold_2022,356,144,144,144,144,113.03558076430079,0.4044943820224719,0,0.0,,True
E10P_29ebf5e47766ba4f,电子,launch_winner,fold_2023,372,181,181,181,181,164.90123296630696,0.48655913978494625,27,33.482181076466524,,True
E10P_c49644c23a1def6e,电子,launch_winner,fold_2021,412,273,273,273,273,317.4303540745406,0.662621359223301,24,18.84724592962185,,True
E10P_c49644c23a1def6e,电子,launch_winner,fold_2022,356,242,242,242,242,271.1266709098808,0.6797752808988764,10,7.749659427333748,,True
E10P_c49644c23a1def6e,电子,launch_winner,fold_2023,372,125,125,125,125,113.59940863445216,0.33602150537634407,2,6.707241622017154,,True
E10P_3e4d266b0e9205e2,电子,launch_winner,fold_2021,412,189,189,189,189,149.1160391997708,0.4587378640776699,35,17.89339624070782,,True
E10P_3e4d266b0e9205e2,电子,launch_winner,fold_2022,356,195,195,195,195,158.51970062052237,0.547752808988764,2,1.2301046710053571,,True
E10P_3e4d266b0e9205e2,电子,launch_winner,fold_2023,372,145,145,145,145,136.41777203460123,0.3897849462365591,5,9.096896447706932,,True
E10P_165a04d26b35d682,电子,launch_winner,fold_2021,412,159,159,159,159,131.6270887991706,0.3859223300970874,34,23.749589679621845,,True
E10P_165a04d26b35d682,电子,launch_winner,fold_2022,356,236,236,236,236,229.246782756117,0.6629213483146067,3,1.8451570065080356,,True
E10P_165a04d26b35d682,电子,launch_winner,fold_2023,372,101,101,101,101,84.6652414878613,0.271505376344086,0,0.0,,True
E10P_e943f47006db02d2,电子,launch_winner,fold_2021,412,131,131,131,131,107.63904277911631,0.3179611650485437,20,10.221719457013576,,True
E10P_e943f47006db02d2,电子,launch_winner,fold_2022,356,90,90,90,90,71.76531703554292,0.25280898876404495,0,0.0,,True
E10P_e943f47006db02d2,电子,launch_winner,fold_2023,372,69,69,69,69,79.41073746275343,0.18548387096774194,0,0.0,,True
E10P_b447a3bcb176167e,电子,launch_winner,fold_2021,412,285,285,285,285,308.779122730823,0.691747572815534,33,24.19292380413704,,True
E10P_b447a3bcb176167e,电子,launch_winner,fold_2022,356,189,189,189,189,192.3597897065059,0.5308988764044944,10,7.749659427333748,,True
E10P_b447a3bcb176167e,电子,launch_winner,fold_2023,372,283,283,283,283,282.5056450851508,0.760752688172043,31,41.7825259156102,,True
