primitive_id,real_oof_metric,null_repeat_id,null_candidate_id_or_match_family,null_oof_metric,exact_null_identity_available,null_match_level,matched_null_repeat_count,matched_null_metric_count,empirical_p_value,null_p95,fdr_q_value,candidate_level_null_pass,per_fold_p_value_average_used,best_fold_only_null_used,per_fold_null_pass_count_used_as_candidate_pass
E10P_d152b83338d2d3f7,0.9612037560206876,pooled,negative_control_placebo_context,0.9921538603198534,False,same_task_token_count_family_count,80,80,0.7530864197530864,1.0783576354542015,0.7530864197530864,False,False,False,False
E10P_2a8dd91b01c9bc7b,0.9209092191617251,pooled,negative_control_placebo_context,1.0084847632542933,False,same_task_token_count_family_count,80,80,0.9012345679012346,1.1357307166044401,0.9012345679012346,False,False,False,False
E10P_17ebd2141911e2dd,0.6775539211302498,pooled,negative_control_placebo_context,1.004794596452763,False,same_task_token_count_family_count,60,60,1.0,1.1701570741470726,1.0,False,False,False,False
E10P_3532ed7757d7d96d,1.0007731495380408,pooled,negative_control_placebo_context,0.9714941843020242,False,same_task_token_count_family_count,80,80,0.5308641975308642,1.1529462455022659,0.5308641975308642,False,False,False,False
E10P_c13f22bd41698048,1.3328257168302522,pooled,negative_control_placebo_context,1.0032434291550765,False,same_task_token_count_family_count,80,80,0.024691358024691357,1.1074030936344408,0.024691358024691357,True,False,False,False
E10P_d6c82c36903f135a,1.2378063393657683,pooled,negative_control_placebo_context,0.9868235921695131,False,same_task_token_count_family_count,80,80,0.012345679012345678,1.0584327352729295,0.012345679012345678,True,False,False,False
E10P_b6abc3da5e1ed502,0.7908515025908917,pooled,negative_control_placebo_context,1.009853130400724,False,same_task_token_count_family_count,80,80,0.9876543209876543,1.1565680353609105,0.9876543209876543,False,False,False,False
E10P_3ad97fa9d86be3df,0.7412164162523955,pooled,negative_control_placebo_context,1.0070649585420803,False,same_task_token_count_family_count,80,80,1.0,1.1925813221030872,1.0,False,False,False,False
E10P_542b7c158a299684,1.1237692234312826,pooled,negative_control_placebo_context,0.9952842349484478,False,same_task_token_count_family_count,80,80,0.024691358024691357,1.090099586587551,0.024691358024691357,True,False,False,False
E10P_56e0294ee8229902,0.8704793782892939,pooled,negative_control_placebo_context,0.9916907781762092,False,same_task_token_count_family_count,80,80,0.9382716049382716,1.0982384271518182,0.9382716049382716,False,False,False,False
E10P_035f75c66ca6af86,1.0005549787105787,pooled,negative_control_placebo_context,1.0028623911925656,False,same_task_token_count_family_count,80,80,0.4691358024691358,1.1224126779841086,0.4691358024691358,False,False,False,False
E10P_afcfe299be7e2156,1.4134545192967791,pooled,negative_control_placebo_context,1.0264004404896632,False,same_task_token_count_family_count,75,75,0.09210526315789473,2.2499679953965526,0.09210526315789473,False,False,False,False
E10P_18c59a8b0ea4d8b0,0.9741262011661949,pooled,negative_control_placebo_context,1.0023753851436954,False,same_task_token_count_family_count,80,80,0.7654320987654321,1.0884356730603353,0.7654320987654321,False,False,False,False
E10P_fbc505e2279705a9,0.9421806096416686,pooled,negative_control_placebo_context,0.9841049106248501,False,same_task_token_count_family_count,60,60,0.7868852459016393,1.0878755404367688,0.7868852459016393,False,False,False,False
E10P_1c7fb66503e4a518,0.9938376373723572,pooled,negative_control_placebo_context,1.0123567688216102,False,same_task_token_count_family_count,80,80,0.6172839506172839,1.1854653400378827,0.6172839506172839,False,False,False,False
E10P_11bcc105568782e4,1.0692221414771885,pooled,negative_control_placebo_context,1.0304798367005996,False,same_task_token_count_family_count,53,53,0.35185185185185186,1.4238033930437395,0.35185185185185186,False,False,False,False
E10P_33e137e657941b7a,0.8528087596901986,pooled,negative_control_placebo_context,0.9942885911991421,False,same_task_token_count_family_count,80,80,0.9753086419753086,1.1231977709909848,0.9753086419753086,False,False,False,False
E10P_b5c5f956ce71d883,0.9123833270886097,pooled,negative_control_placebo_context,1.0008543633053175,False,same_task_token_count_family_count,80,80,0.9135802469135802,1.0835034954215672,0.9135802469135802,False,False,False,False
E10P_bfbfe8713bfd5816,1.0344314125467815,pooled,negative_control_placebo_context,0.9685351465104421,False,same_task_token_count_family_count,80,80,0.24691358024691357,1.1571510228535826,0.24691358024691357,False,False,False,False
E10P_eaf45c51d3fe347c,0.7945114374714186,pooled,negative_control_placebo_context,0.9974013234744247,False,same_task_token_count_family_count,60,60,0.9672131147540983,1.1716572632596403,0.9672131147540983,False,False,False,False
E10P_393a0903ecddc5d6,0.8855595341015761,pooled,negative_control_placebo_context,1.0072597676382178,False,same_task_token_count_family_count,80,80,0.8765432098765432,1.211525069108815,0.8765432098765432,False,False,False,False
E10P_5b155243c948f3c4,0.8616379112236807,pooled,negative_control_placebo_context,0.9943781997566511,False,same_task_token_count_family_count,80,80,1.0,1.0785701479216896,1.0,False,False,False,False
E10P_56e76a63f8e95934,0.7166118099614353,pooled,negative_control_placebo_context,1.0112820843733645,False,same_task_token_count_family_count,60,60,1.0,1.1268740458080082,1.0,False,False,False,False
E10P_e7813e8d95a95984,1.1837807328030387,pooled,negative_control_placebo_context,1.0021252681235242,False,same_task_token_count_family_count,80,80,0.024691358024691357,1.1048227564508974,0.024691358024691357,True,False,False,False
E10P_821bfa560d95ffda,1.1160256358572316,pooled,negative_control_placebo_context,1.0028181601953108,False,same_task_token_count_family_count,80,80,0.012345679012345678,1.0782989310197175,0.012345679012345678,True,False,False,False
E10P_262092b494790e95,0.821342715028681,pooled,negative_control_placebo_context,1.0015882538676009,False,same_task_token_count_family_count,80,80,0.9876543209876543,1.0956141367657741,0.9876543209876543,False,False,False,False
E10P_ef96ca2290c458a9,0.8841630621058583,pooled,negative_control_placebo_context,1.0135958535263097,False,same_task_token_count_family_count,80,80,0.9382716049382716,1.160457988664663,0.9382716049382716,False,False,False,False
E10P_1d51cf825614d006,1.1626069758660562,pooled,negative_control_placebo_context,1.0033769089106364,False,same_task_token_count_family_count,80,80,0.012345679012345678,1.1034047458495362,0.012345679012345678,True,False,False,False
E10P_449b1397e9794a47,0.6128144999722804,pooled,negative_control_placebo_context,1.0441256833988628,False,same_task_token_count_family_count,80,80,0.9753086419753086,1.484100704823698,0.9753086419753086,False,False,False,False
E10P_5345f3c2f7d3b2cf,0.7677817756261912,pooled,negative_control_placebo_context,1.0150214418802501,False,same_task_token_count_family_count,60,60,0.8524590163934426,1.4079929001322242,0.8524590163934426,False,False,False,False
E10P_d3b36670a9ee1b53,0.7644860639156228,pooled,negative_control_placebo_context,1.0284189525522451,False,same_task_token_count_family_count,60,60,0.9508196721311475,1.2922393513448502,0.9508196721311475,False,False,False,False
E10P_5208b4ed8fc01a6f,0.946204756507888,pooled,negative_control_placebo_context,0.996683179858094,False,same_task_token_count_family_count,60,60,0.7213114754098361,1.275450266811566,0.7213114754098361,False,False,False,False
E10P_e2f4fb2ac91aeecb,1.4681249878035836,pooled,negative_control_placebo_context,0.9430782755313223,False,same_task_token_count_family_count,60,60,0.09836065573770492,1.6333692395349522,0.09836065573770492,False,False,False,False
E10P_c60b0ff29b6e52ee,0.9173816903965779,pooled,negative_control_placebo_context,1.0193557178346169,False,same_task_token_count_family_count,60,60,0.7868852459016393,1.2773932835672992,0.7868852459016393,False,False,False,False
E10P_b1b366a8d2499b5b,1.1073763658217561,pooled,negative_control_placebo_context,0.9828472984731073,False,same_task_token_count_family_count,60,60,0.16393442622950818,1.170987216511701,0.16393442622950818,False,False,False,False
E10P_e84a85497fc991c3,1.4529501436410535,pooled,negative_control_placebo_context,0.9660660162720888,False,same_task_token_count_family_count,60,60,0.03278688524590164,1.394320652038052,0.03278688524590164,True,False,False,False
E10P_a2c68e34ef2e46a0,0.9421608522530738,pooled,negative_control_placebo_context,1.0064573571066717,False,same_task_token_count_family_count,60,60,0.6885245901639344,1.3258751897682306,0.6885245901639344,False,False,False,False
E10P_e40b29e431c53a58,0.8819502348045242,pooled,negative_control_placebo_context,1.0052118046502136,False,same_task_token_count_family_count,60,60,0.8032786885245902,1.2511453631210192,0.8032786885245902,False,False,False,False
E10P_39addf27d0b1ba22,0.4813414479381386,pooled,negative_control_placebo_context,0.9454980022930743,False,same_task_token_count_family_count,60,60,0.9016393442622951,1.3844217686540714,0.9016393442622951,False,False,False,False
E10P_d04ba7a0e908943a,0.6818759926484342,pooled,negative_control_placebo_context,1.0197411967500307,False,same_task_token_count_family_count,60,60,0.9836065573770492,1.3156962781432655,0.9836065573770492,False,False,False,False
E10P_2400afdb9faa9a03,0.7192532425965327,pooled,negative_control_placebo_context,1.0148806605392708,False,same_task_token_count_family_count,60,60,0.9672131147540983,1.2830090516255204,0.9672131147540983,False,False,False,False
E10P_558731f0cc316b9a,0.8996811164059396,pooled,negative_control_placebo_context,1.0513350247925959,False,same_task_token_count_family_count,60,60,0.7704918032786885,1.4653753493810346,0.7704918032786885,False,False,False,False
E10P_367a5d2f079af4db,1.2160915911202086,pooled,negative_control_placebo_context,0.9994664361092672,False,same_task_token_count_family_count,60,60,0.14754098360655737,1.31136965075524,0.14754098360655737,False,False,False,False
E10P_7f02019ba1008c99,0.5214437501490193,pooled,negative_control_placebo_context,0.9533337701148148,False,same_task_token_count_family_count,60,60,0.9836065573770492,1.2352988012850283,0.9836065573770492,False,False,False,False
E10P_70e283b4dd81bfdf,0.6867692389980449,pooled,negative_control_placebo_context,0.9980113822313318,False,same_task_token_count_family_count,60,60,0.9508196721311475,1.3588430271285692,0.9508196721311475,False,False,False,False
E10P_205ed2447bfe53e3,0.8213704356235368,pooled,negative_control_placebo_context,1.013842984597208,False,same_task_token_count_family_count,60,60,0.9344262295081968,1.2930307912702246,0.9344262295081968,False,False,False,False
E10P_adc4838a93b40f1e,0.8043477671334885,pooled,negative_control_placebo_context,0.9554218885082069,False,same_task_token_count_family_count,60,60,0.819672131147541,1.253090272235464,0.819672131147541,False,False,False,False
E10P_78782126f100098c,0.7666189284614048,pooled,negative_control_placebo_context,0.9709587278319242,False,same_task_token_count_family_count,60,60,0.8852459016393442,1.2967075202947118,0.8852459016393442,False,False,False,False
E10P_d3de6f1a2c1feef0,1.0793072662003285,pooled,negative_control_placebo_context,0.9519264993534652,False,same_task_token_count_family_count,40,40,0.17073170731707318,1.4957865527953458,0.17073170731707318,False,False,False,False
E10P_a46f7f70656a0f26,0.6154099515445353,pooled,negative_control_placebo_context,1.00737842097728,False,same_task_token_count_family_count,60,60,0.9508196721311475,1.2550504677228667,0.9508196721311475,False,False,False,False
E10P_80dd14e9df6e958d,0.840338064384166,pooled,negative_control_placebo_context,0.9704559651010093,False,same_task_token_count_family_count,60,60,0.7868852459016393,1.3097713007167537,0.7868852459016393,False,False,False,False
E10P_72eb6c3f66d986c9,1.3394544410270253,pooled,negative_control_placebo_context,0.9666313077417752,False,same_task_token_count_family_count,60,60,0.03278688524590164,1.2679007302467231,0.03278688524590164,True,False,False,False
E10P_d0b4bb7ec5ac98f8,0.5041480437858973,pooled,negative_control_placebo_context,0.996559682868342,False,same_task_token_count_family_count,60,60,1.0,1.2209946603545545,1.0,False,False,False,False
E10P_5a1bfa9ff575149c,1.2566915716021325,pooled,negative_control_placebo_context,1.0467466255662667,False,same_task_token_count_family_count,60,60,0.19672131147540983,1.6484442036707616,0.19672131147540983,False,False,False,False
E10P_7ced6b2cb737f206,0.5385725160101101,pooled,negative_control_placebo_context,1.015654094297243,False,same_task_token_count_family_count,60,60,1.0,1.3569849944089136,1.0,False,False,False,False
E10P_308e296db69b37c6,1.194220965983151,pooled,negative_control_placebo_context,1.0503507220169912,False,same_task_token_count_family_count,60,60,0.2459016393442623,1.6881259725238558,0.2459016393442623,False,False,False,False
E10P_8de0f22e9fa43f9f,0.849791736712788,pooled,negative_control_placebo_context,1.0456978236632557,False,same_task_token_count_family_count,60,60,0.819672131147541,1.4702878737025467,0.819672131147541,False,False,False,False
E10P_68593afc51468cbe,0.942949629681071,pooled,negative_control_placebo_context,0.9582707310460562,False,same_task_token_count_family_count,60,60,0.5737704918032787,1.3625328019939966,0.5737704918032787,False,False,False,False
E10P_228b89d21b8cabe0,0.9186062017176765,pooled,negative_control_placebo_context,1.0129752788751658,False,same_task_token_count_family_count,60,60,0.7377049180327869,1.28711220694275,0.7377049180327869,False,False,False,False
E10P_3194adde5c1df849,0.6104599360434774,pooled,negative_control_placebo_context,1.015304016225873,False,same_task_token_count_family_count,60,60,1.0,1.2769506598229354,1.0,False,False,False,False
E10P_09073440e50ae261,1.2101326501402256,pooled,negative_control_placebo_context,1.024929245948711,False,same_task_token_count_family_count,60,60,0.16393442622950818,1.4830338538592414,0.16393442622950818,False,False,False,False
E10P_b758424387384f0b,1.040585842993928,pooled,negative_control_placebo_context,1.0186823695931588,False,same_task_token_count_family_count,60,60,0.4426229508196721,1.3350910080368084,0.4426229508196721,False,False,False,False
E10P_dc2a6da703381a66,0.9597991811558438,pooled,negative_control_placebo_context,1.0160378524130378,False,same_task_token_count_family_count,60,60,0.639344262295082,1.4667325600312378,0.639344262295082,False,False,False,False
E10P_f06a8da6763dffa4,1.0010066345371385,pooled,negative_control_placebo_context,0.9171714337714334,False,same_task_token_count_family_count,60,60,0.45901639344262296,1.5015393417864669,0.45901639344262296,False,False,False,False
E10P_53a92f223a100453,1.0447342925609975,pooled,negative_control_placebo_context,1.0146055245596985,False,same_task_token_count_family_count,60,60,0.36065573770491804,1.361404714995871,0.36065573770491804,False,False,False,False
E10P_d253227d5808840d,0.7028621078934659,pooled,negative_control_placebo_context,0.965233614389141,False,same_task_token_count_family_count,60,60,0.8852459016393442,1.3698873320443696,0.8852459016393442,False,False,False,False
E10P_5c0f09c69876cad4,0.9206261229828586,pooled,negative_control_placebo_context,1.0134238927363857,False,same_task_token_count_family_count,60,60,0.6885245901639344,1.3478271589315252,0.6885245901639344,False,False,False,False
E10P_264cc142c167b9c7,0.7165357428139076,pooled,negative_control_placebo_context,1.0219948749324743,False,same_task_token_count_family_count,60,60,0.9180327868852459,1.3172106760186182,0.9180327868852459,False,False,False,False
E10P_f0a842530fbee9f3,0.8055443403619194,pooled,negative_control_placebo_context,1.0272739834388485,False,same_task_token_count_family_count,60,60,0.8688524590163934,1.4299843789628857,0.8688524590163934,False,False,False,False
E10P_1cccff497a94d873,0.8425968814257376,pooled,negative_control_placebo_context,1.0168834700821425,False,same_task_token_count_family_count,60,60,0.819672131147541,1.3291934296286672,0.819672131147541,False,False,False,False
E10P_3cac8b79158fd63a,0.750104814761419,pooled,negative_control_placebo_context,0.8432230695931761,False,same_task_token_count_family_count,60,60,0.7213114754098361,1.5452606125516837,0.7213114754098361,False,False,False,False
E10P_d6429e5bff6b25bf,1.1661515683330568,pooled,negative_control_placebo_context,0.9740659512695432,False,same_task_token_count_family_count,60,60,0.09836065573770492,1.2050204278989036,0.09836065573770492,False,False,False,False
E10P_29ebf5e47766ba4f,0.7318051876312778,pooled,negative_control_placebo_context,1.0042935694802257,False,same_task_token_count_family_count,60,60,0.9016393442622951,1.3578782986851905,0.9016393442622951,False,False,False,False
E10P_c49644c23a1def6e,0.8502379235591772,pooled,negative_control_placebo_context,1.0254726174514037,False,same_task_token_count_family_count,60,60,0.7868852459016393,1.346118755450748,0.7868852459016393,False,False,False,False
E10P_3e4d266b0e9205e2,0.7974046840074461,pooled,negative_control_placebo_context,0.9367959696592753,False,same_task_token_count_family_count,60,60,0.7213114754098361,1.3049712114509409,0.7213114754098361,False,False,False,False
E10P_165a04d26b35d682,0.858488414798737,pooled,negative_control_placebo_context,1.019743920720698,False,same_task_token_count_family_count,60,60,0.7704918032786885,1.432643290825126,0.7704918032786885,False,False,False,False
E10P_e943f47006db02d2,0.3864798781460628,pooled,negative_control_placebo_context,0.9571035378014756,False,same_task_token_count_family_count,60,60,0.9508196721311475,1.4709483106467425,0.9508196721311475,False,False,False,False
E10P_b447a3bcb176167e,1.3603100977947005,pooled,negative_control_placebo_context,0.9802832024348456,False,same_task_token_count_family_count,60,60,0.11475409836065574,1.438002247532039,0.11475409836065574,False,False,False,False
