feature_name,fold_id,raw_threshold,train_quantile_value,assigned_quantile_bucket,quantile_error,denominator_count,quantile_missing,pass
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
open_close_ratio,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
volatility_return_std_5,fold_2021,0.0230447794700581,0.021963632782183187,q30,0.0010811466878749149,643,False,True
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
open_close_ratio,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
volatility_return_std_5,fold_2021,0.0230447794700581,0.021963632782183187,q30,0.0010811466878749149,643,False,True
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
open_close_ratio,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
market_volatility_regime,fold_2021,0.18918826004647946,0.19637905033438607,q30,0.007190790287906618,643,False,True
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
open_close_ratio,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
market_volatility_regime,fold_2021,0.18918826004647946,0.19637905033438607,q30,0.007190790287906618,643,False,True
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
gap_open_pct,fold_2021,-0.004118651151657104,-0.003941655158996582,q30,0.0001769959926605216,643,False,True
close_over_close_20d,fold_2021,1.0978164672851565,1.100649356842041,q60,0.0028328895568845436,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
gap_open_pct,fold_2021,-0.004118651151657104,-0.003941655158996582,q30,0.0001769959926605216,643,False,True
close_over_close_20d,fold_2021,1.0978164672851565,1.100649356842041,q60,0.0028328895568845436,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
gap_open_pct,fold_2021,-0.004118651151657104,-0.003941655158996582,q30,0.0001769959926605216,643,False,True
market_volatility_regime,fold_2021,0.22192440445359166,0.19637905033438607,q30,0.025545354119205582,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
gap_open_pct,fold_2021,-0.004118651151657104,-0.003941655158996582,q30,0.0001769959926605216,643,False,True
market_volatility_regime,fold_2021,0.22192440445359166,0.19637905033438607,q30,0.025545354119205582,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
gap_open_pct,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
volatility_return_std_10,fold_2021,0.022901476970568446,0.023357716465384863,q30,0.00045623949481641765,643,False,True
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
gap_open_pct,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
volatility_return_std_10,fold_2021,0.022901476970568446,0.023357716465384863,q30,0.00045623949481641765,643,False,True
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
gap_open_pct,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
volatility_return_std_60,fold_2021,0.03335960987212135,0.03276879818367903,q80,0.0005908116884423206,643,False,True
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
gap_open_pct,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
volatility_return_std_60,fold_2021,0.03335960987212135,0.03276879818367903,q80,0.0005908116884423206,643,False,True
atr_like_20,fold_2021,3.319500541687012,4.270500183105469,q90,0.9509996414184569,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
gap_open_pct,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
volatility_return_std_5,fold_2021,0.0230447794700581,0.021963632782183187,q30,0.0010811466878749149,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
gap_open_pct,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
volatility_return_std_5,fold_2021,0.0230447794700581,0.021963632782183187,q30,0.0010811466878749149,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
gap_open_pct,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
atr_like_20,fold_2021,0.6830000281333924,0.6970000267028809,q50,0.013999998569488414,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
gap_open_pct,fold_2021,-0.002731561660766601,-0.003941655158996582,q30,0.001210093498229981,643,False,True
atr_like_20,fold_2021,0.6830000281333924,0.6970000267028809,q50,0.013999998569488414,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
atr20_pct_market_rank,fold_2021,0.8989367274250997,0.8903225806451613,q70,0.008614146779938325,643,False,True
atr_like_10,fold_2021,0.11550003290176393,0.11699998855590821,q10,0.0014999556541442777,643,False,True
atr20_pct_market_rank,fold_2021,0.8989367274250997,0.8903225806451613,q70,0.008614146779938325,643,False,True
atr_like_10,fold_2021,0.11550003290176393,0.11699998855590821,q10,0.0014999556541442777,643,False,True
ret_5d_market_rank,fold_2021,0.9422257227575983,0.9316293436293436,q60,0.01059637912825473,643,False,True
atr20_pct_market_rank,fold_2021,0.8989367274250997,0.8903225806451613,q70,0.008614146779938325,643,False,True
atr_like_10,fold_2021,0.11550003290176393,0.11699998855590821,q10,0.0014999556541442777,643,False,True
ret_5d_market_rank,fold_2021,0.9422257227575983,0.9316293436293436,q60,0.01059637912825473,643,False,True
atr20_pct_market_rank,fold_2021,0.8989367274250997,0.8903225806451613,q70,0.008614146779938325,643,False,True
volatility_return_std_5,fold_2021,0.04162434795156021,0.04221108863750179,q80,0.0005867406859415766,643,False,True
industry_breadth_20d,fold_2021,0.8496240601503761,0.8571428571428571,q60,0.007518796992481036,643,False,True
atr20_pct_market_rank,fold_2021,0.8989367274250997,0.8903225806451613,q70,0.008614146779938325,643,False,True
volatility_return_std_5,fold_2021,0.04162434795156021,0.04221108863750179,q80,0.0005867406859415766,643,False,True
industry_breadth_20d,fold_2021,0.8496240601503761,0.8571428571428571,q60,0.007518796992481036,643,False,True
atr20_pct_market_rank,fold_2021,0.8989367274250997,0.8903225806451613,q70,0.008614146779938325,643,False,True
volatility_return_std_5,fold_2021,0.04162434795156021,0.04221108863750179,q80,0.0005867406859415766,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
gap_open_pct,fold_2021,-0.004118651151657104,-0.003941655158996582,q30,0.0001769959926605216,643,False,True
volatility_return_std_5,fold_2021,0.0230447794700581,0.021963632782183187,q30,0.0010811466878749149,643,False,True
atr_like_20,fold_2021,2.834500694274903,2.2472000885009784,q80,0.5873006057739247,643,False,True
