primitive_id,industry,task,real_metric_name,real_metric,fold_equal_weighted_mean_lift,supporting_core_fold_count,supporting_validation_year_count,positive_rate,baseline_positive_rate,null_mean,null_p95,empirical_p_value,fdr_q_value,null_adjusted_signal_status,candidate_level_null_pass
E10P_afcfe299be7e2156,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.4134545192967791,1.4134545192967791,4,4,,,1.0264004404896632,2.2499679953965526,0.09210526315789473,0.09210526315789473,weak_but_not_collapsed,False
E10P_18c59a8b0ea4d8b0,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.9741262011661949,0.9741262011661949,4,4,,,1.0023753851436954,1.0884356730603353,0.7654320987654321,0.7654320987654321,collapsed_under_null,False
E10P_fbc505e2279705a9,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.9421806096416686,0.9421806096416686,3,3,,,0.9841049106248501,1.0878755404367688,0.7868852459016393,0.7868852459016393,collapsed_under_null,False
E10P_1c7fb66503e4a518,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.9938376373723572,0.9938376373723572,4,4,,,1.0123567688216102,1.1854653400378827,0.6172839506172839,0.6172839506172839,collapsed_under_null,False
E10P_11bcc105568782e4,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.0692221414771885,1.0692221414771885,3,3,,,1.0304798367005996,1.4238033930437395,0.35185185185185186,0.35185185185185186,weak_but_not_collapsed,False
E10P_33e137e657941b7a,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.8528087596901986,0.8528087596901986,4,4,,,0.9942885911991421,1.1231977709909848,0.9753086419753086,0.9753086419753086,collapsed_under_null,False
E10P_b5c5f956ce71d883,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.9123833270886097,0.9123833270886097,4,4,,,1.0008543633053175,1.0835034954215672,0.9135802469135802,0.9135802469135802,collapsed_under_null,False
E10P_bfbfe8713bfd5816,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.0344314125467815,1.0344314125467815,4,4,,,0.9685351465104421,1.1571510228535826,0.24691358024691357,0.24691358024691357,weak_but_not_collapsed,False
E10P_eaf45c51d3fe347c,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.7945114374714186,0.7945114374714186,3,3,,,0.9974013234744247,1.1716572632596403,0.9672131147540983,0.9672131147540983,collapsed_under_null,False
E10P_393a0903ecddc5d6,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.8855595341015761,0.8855595341015761,4,4,,,1.0072597676382178,1.211525069108815,0.8765432098765432,0.8765432098765432,collapsed_under_null,False
E10P_5b155243c948f3c4,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.8616379112236807,0.8616379112236807,4,4,,,0.9943781997566511,1.0785701479216896,1.0,1.0,collapsed_under_null,False
E10P_56e76a63f8e95934,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.7166118099614353,0.7166118099614353,3,3,,,1.0112820843733645,1.1268740458080082,1.0,1.0,collapsed_under_null,False
E10P_e7813e8d95a95984,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.1837807328030387,1.1837807328030387,4,4,,,1.0021252681235242,1.1048227564508974,0.024691358024691357,0.024691358024691357,stable_atomic_primitive,True
E10P_821bfa560d95ffda,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.1160256358572316,1.1160256358572316,4,4,,,1.0028181601953108,1.0782989310197175,0.012345679012345678,0.012345679012345678,stable_atomic_primitive,True
E10P_262092b494790e95,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.821342715028681,0.821342715028681,4,4,,,1.0015882538676009,1.0956141367657741,0.9876543209876543,0.9876543209876543,collapsed_under_null,False
E10P_ef96ca2290c458a9,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.8841630621058583,0.8841630621058583,4,4,,,1.0135958535263097,1.160457988664663,0.9382716049382716,0.9382716049382716,collapsed_under_null,False
E10P_1d51cf825614d006,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.1626069758660562,1.1626069758660562,4,4,,,1.0033769089106364,1.1034047458495362,0.012345679012345678,0.012345679012345678,stable_atomic_primitive,True
E10P_449b1397e9794a47,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.6128144999722804,0.6128144999722804,4,4,,,1.0441256833988628,1.484100704823698,0.9753086419753086,0.9753086419753086,collapsed_under_null,False
E10P_5345f3c2f7d3b2cf,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.7677817756261912,0.7677817756261912,3,3,,,1.0150214418802501,1.4079929001322242,0.8524590163934426,0.8524590163934426,collapsed_under_null,False
E10P_d3b36670a9ee1b53,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.7644860639156228,0.7644860639156228,3,3,,,1.0284189525522451,1.2922393513448502,0.9508196721311475,0.9508196721311475,collapsed_under_null,False
E10P_5208b4ed8fc01a6f,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.946204756507888,0.946204756507888,3,3,,,0.996683179858094,1.275450266811566,0.7213114754098361,0.7213114754098361,collapsed_under_null,False
E10P_e2f4fb2ac91aeecb,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.4681249878035836,1.4681249878035836,3,3,,,0.9430782755313223,1.6333692395349522,0.09836065573770492,0.09836065573770492,weak_but_not_collapsed,False
E10P_c60b0ff29b6e52ee,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.9173816903965779,0.9173816903965779,3,3,,,1.0193557178346169,1.2773932835672992,0.7868852459016393,0.7868852459016393,collapsed_under_null,False
E10P_b1b366a8d2499b5b,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.1073763658217561,1.1073763658217561,3,3,,,0.9828472984731073,1.170987216511701,0.16393442622950818,0.16393442622950818,weak_but_not_collapsed,False
E10P_e84a85497fc991c3,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.4529501436410535,1.4529501436410535,3,3,,,0.9660660162720888,1.394320652038052,0.03278688524590164,0.03278688524590164,stable_atomic_primitive,True
E10P_a2c68e34ef2e46a0,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.9421608522530738,0.9421608522530738,3,3,,,1.0064573571066717,1.3258751897682306,0.6885245901639344,0.6885245901639344,collapsed_under_null,False
E10P_e40b29e431c53a58,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.8819502348045242,0.8819502348045242,3,3,,,1.0052118046502136,1.2511453631210192,0.8032786885245902,0.8032786885245902,collapsed_under_null,False
E10P_39addf27d0b1ba22,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.4813414479381386,0.4813414479381386,3,3,,,0.9454980022930743,1.3844217686540714,0.9016393442622951,0.9016393442622951,collapsed_under_null,False
E10P_d04ba7a0e908943a,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.6818759926484342,0.6818759926484342,3,3,,,1.0197411967500307,1.3156962781432655,0.9836065573770492,0.9836065573770492,collapsed_under_null,False
E10P_2400afdb9faa9a03,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.7192532425965327,0.7192532425965327,3,3,,,1.0148806605392708,1.2830090516255204,0.9672131147540983,0.9672131147540983,collapsed_under_null,False
E10P_558731f0cc316b9a,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.8996811164059396,0.8996811164059396,3,3,,,1.0513350247925959,1.4653753493810346,0.7704918032786885,0.7704918032786885,collapsed_under_null,False
E10P_367a5d2f079af4db,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.2160915911202086,1.2160915911202086,3,3,,,0.9994664361092672,1.31136965075524,0.14754098360655737,0.14754098360655737,weak_but_not_collapsed,False
E10P_7f02019ba1008c99,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.5214437501490193,0.5214437501490193,3,3,,,0.9533337701148148,1.2352988012850283,0.9836065573770492,0.9836065573770492,collapsed_under_null,False
E10P_70e283b4dd81bfdf,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.6867692389980449,0.6867692389980449,3,3,,,0.9980113822313318,1.3588430271285692,0.9508196721311475,0.9508196721311475,collapsed_under_null,False
E10P_205ed2447bfe53e3,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.8213704356235368,0.8213704356235368,3,3,,,1.013842984597208,1.2930307912702246,0.9344262295081968,0.9344262295081968,collapsed_under_null,False
E10P_adc4838a93b40f1e,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.8043477671334885,0.8043477671334885,3,3,,,0.9554218885082069,1.253090272235464,0.819672131147541,0.819672131147541,collapsed_under_null,False
E10P_78782126f100098c,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.7666189284614048,0.7666189284614048,3,3,,,0.9709587278319242,1.2967075202947118,0.8852459016393442,0.8852459016393442,collapsed_under_null,False
E10P_d3de6f1a2c1feef0,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.0793072662003285,1.0793072662003285,2,2,,,0.9519264993534652,1.4957865527953458,0.17073170731707318,0.17073170731707318,weak_but_not_collapsed,False
E10P_a46f7f70656a0f26,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.6154099515445353,0.6154099515445353,3,3,,,1.00737842097728,1.2550504677228667,0.9508196721311475,0.9508196721311475,collapsed_under_null,False
E10P_80dd14e9df6e958d,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.840338064384166,0.840338064384166,3,3,,,0.9704559651010093,1.3097713007167537,0.7868852459016393,0.7868852459016393,collapsed_under_null,False
E10P_72eb6c3f66d986c9,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.3394544410270253,1.3394544410270253,3,3,,,0.9666313077417752,1.2679007302467231,0.03278688524590164,0.03278688524590164,stable_atomic_primitive,True
E10P_d0b4bb7ec5ac98f8,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.5041480437858973,0.5041480437858973,3,3,,,0.996559682868342,1.2209946603545545,1.0,1.0,collapsed_under_null,False
E10P_5a1bfa9ff575149c,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.2566915716021325,1.2566915716021325,3,3,,,1.0467466255662667,1.6484442036707616,0.19672131147540983,0.19672131147540983,weak_but_not_collapsed,False
E10P_7ced6b2cb737f206,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.5385725160101101,0.5385725160101101,3,3,,,1.015654094297243,1.3569849944089136,1.0,1.0,collapsed_under_null,False
E10P_308e296db69b37c6,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.194220965983151,1.194220965983151,3,3,,,1.0503507220169912,1.6881259725238558,0.2459016393442623,0.2459016393442623,weak_but_not_collapsed,False
E10P_8de0f22e9fa43f9f,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.849791736712788,0.849791736712788,3,3,,,1.0456978236632557,1.4702878737025467,0.819672131147541,0.819672131147541,collapsed_under_null,False
E10P_68593afc51468cbe,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.942949629681071,0.942949629681071,3,3,,,0.9582707310460562,1.3625328019939966,0.5737704918032787,0.5737704918032787,collapsed_under_null,False
E10P_228b89d21b8cabe0,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.9186062017176765,0.9186062017176765,3,3,,,1.0129752788751658,1.28711220694275,0.7377049180327869,0.7377049180327869,collapsed_under_null,False
E10P_3194adde5c1df849,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.6104599360434774,0.6104599360434774,3,3,,,1.015304016225873,1.2769506598229354,1.0,1.0,collapsed_under_null,False
E10P_09073440e50ae261,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.2101326501402256,1.2101326501402256,3,3,,,1.024929245948711,1.4830338538592414,0.16393442622950818,0.16393442622950818,weak_but_not_collapsed,False
E10P_b758424387384f0b,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.040585842993928,1.040585842993928,3,3,,,1.0186823695931588,1.3350910080368084,0.4426229508196721,0.4426229508196721,weak_but_not_collapsed,False
E10P_dc2a6da703381a66,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.9597991811558438,0.9597991811558438,3,3,,,1.0160378524130378,1.4667325600312378,0.639344262295082,0.639344262295082,collapsed_under_null,False
E10P_f06a8da6763dffa4,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.0010066345371385,1.0010066345371385,3,3,,,0.9171714337714334,1.5015393417864669,0.45901639344262296,0.45901639344262296,weak_but_not_collapsed,False
E10P_53a92f223a100453,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.0447342925609975,1.0447342925609975,3,3,,,1.0146055245596985,1.361404714995871,0.36065573770491804,0.36065573770491804,weak_but_not_collapsed,False
E10P_d253227d5808840d,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.7028621078934659,0.7028621078934659,3,3,,,0.965233614389141,1.3698873320443696,0.8852459016393442,0.8852459016393442,collapsed_under_null,False
E10P_5c0f09c69876cad4,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.9206261229828586,0.9206261229828586,3,3,,,1.0134238927363857,1.3478271589315252,0.6885245901639344,0.6885245901639344,collapsed_under_null,False
E10P_264cc142c167b9c7,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.7165357428139076,0.7165357428139076,3,3,,,1.0219948749324743,1.3172106760186182,0.9180327868852459,0.9180327868852459,collapsed_under_null,False
E10P_f0a842530fbee9f3,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.8055443403619194,0.8055443403619194,3,3,,,1.0272739834388485,1.4299843789628857,0.8688524590163934,0.8688524590163934,collapsed_under_null,False
E10P_1cccff497a94d873,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.8425968814257376,0.8425968814257376,3,3,,,1.0168834700821425,1.3291934296286672,0.819672131147541,0.819672131147541,collapsed_under_null,False
E10P_3cac8b79158fd63a,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.750104814761419,0.750104814761419,3,3,,,0.8432230695931761,1.5452606125516837,0.7213114754098361,0.7213114754098361,collapsed_under_null,False
E10P_d6429e5bff6b25bf,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.1661515683330568,1.1661515683330568,3,3,,,0.9740659512695432,1.2050204278989036,0.09836065573770492,0.09836065573770492,weak_but_not_collapsed,False
E10P_29ebf5e47766ba4f,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.7318051876312778,0.7318051876312778,3,3,,,1.0042935694802257,1.3578782986851905,0.9016393442622951,0.9016393442622951,collapsed_under_null,False
E10P_c49644c23a1def6e,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.8502379235591772,0.8502379235591772,3,3,,,1.0254726174514037,1.346118755450748,0.7868852459016393,0.7868852459016393,collapsed_under_null,False
E10P_3e4d266b0e9205e2,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.7974046840074461,0.7974046840074461,3,3,,,0.9367959696592753,1.3049712114509409,0.7213114754098361,0.7213114754098361,collapsed_under_null,False
E10P_165a04d26b35d682,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.858488414798737,0.858488414798737,3,3,,,1.019743920720698,1.432643290825126,0.7704918032786885,0.7704918032786885,collapsed_under_null,False
E10P_e943f47006db02d2,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,0.3864798781460628,0.3864798781460628,3,3,,,0.9571035378014756,1.4709483106467425,0.9508196721311475,0.9508196721311475,collapsed_under_null,False
E10P_b447a3bcb176167e,电子,launch_winner,launch_primitive_oof_lift_vs_industry_task_fold_baseline,1.3603100977947005,1.3603100977947005,3,3,,,0.9802832024348456,1.438002247532039,0.11475409836065574,0.11475409836065574,weak_but_not_collapsed,False
