primitive_id,industry,task,real_metric_name,real_metric,fold_equal_weighted_mean_lift,supporting_core_fold_count,supporting_validation_year_count,positive_rate,baseline_positive_rate,null_mean,null_p95,empirical_p_value,fdr_q_value,null_adjusted_signal_status,candidate_level_null_pass
E10P_41657599f0942ef0,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.9092120067975369,0.9092120067975369,3,3,,,1.006200325271481,1.1087338009352163,0.9016393442622951,0.9016393442622951,collapsed_under_null,False
E10P_f46eee6116c63ab8,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.0709774212304202,1.0709774212304202,3,3,,,1.0055618027898654,1.537941671302285,0.3584905660377358,0.3584905660377358,weak_but_not_collapsed,False
E10P_e6f52d9324c6a727,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.0753361253671565,1.0753361253671565,3,3,,,1.0386609787472643,1.519867357137967,0.32,0.32,weak_but_not_collapsed,False
E10P_cf61e9054d156ad0,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.8505321190784761,0.8505321190784761,3,3,,,0.9974723204203463,1.0553839381061796,0.9836065573770492,0.9836065573770492,collapsed_under_null,False
E10P_f8bf03977ccb0605,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.2157925386556587,1.2157925386556587,4,4,,,1.004095468162884,1.1072856507742654,0.024691358024691357,0.024691358024691357,stable_atomic_primitive,True
E10P_e29a233d92b7b379,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.7992930836115789,0.7992930836115789,3,3,,,1.0228324423294493,1.1673365484208607,0.9836065573770492,0.9836065573770492,collapsed_under_null,False
E10P_bb42a0750e30134b,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.0209266605775826,1.0209266605775826,4,4,,,1.0017357574461792,1.0838098206442064,0.38271604938271603,0.38271604938271603,weak_but_not_collapsed,False
E10P_142a778df32a23ea,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.0535404679232414,1.0535404679232414,4,4,,,1.0039240355510752,1.1030322875129919,0.13580246913580246,0.13580246913580246,weak_but_not_collapsed,False
E10P_9c79e23c5fca0637,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.1904627561373353,1.1904627561373353,3,3,,,0.8402585057340084,1.489609316452329,0.23529411764705882,0.23529411764705882,weak_but_not_collapsed,False
E10P_ef521a3405e83c04,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.2691198386962486,1.2691198386962486,4,4,,,0.998088208183859,1.1292611844830927,0.012345679012345678,0.012345679012345678,stable_atomic_primitive,True
E10P_f3f8655223d7d8e7,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.9799076405657399,0.9799076405657399,4,4,,,1.0018564988690144,1.1128114297399128,0.7037037037037037,0.7037037037037037,collapsed_under_null,False
E10P_64cb9f4db02128b1,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.067442140520653,1.067442140520653,4,4,,,1.011714928765398,1.1012544087140888,0.12345679012345678,0.12345679012345678,weak_but_not_collapsed,False
E10P_9ff91ebee7502bb1,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.178035756472604,1.178035756472604,4,4,,,0.9993203294555641,1.0775153750722493,0.012345679012345678,0.012345679012345678,stable_atomic_primitive,True
E10P_b29ffe810eea70b7,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.8975284296420317,0.8975284296420317,4,4,,,0.9959247108159021,1.075021547997961,0.9753086419753086,0.9753086419753086,collapsed_under_null,False
E10P_d7154207365dd303,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.2191029777441373,1.2191029777441373,4,4,,,1.002627317379771,1.0864638502599495,0.012345679012345678,0.012345679012345678,stable_atomic_primitive,True
E10P_305afe134571b6c1,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.9084789478755078,0.9084789478755078,4,4,,,0.9988649039271718,1.0698894431581494,0.9382716049382716,0.9382716049382716,collapsed_under_null,False
E10P_09f2dcaff0129d10,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.8877129259349081,0.8877129259349081,2,2,,,0.9530412594027087,1.5150281578221654,0.7560975609756098,0.7560975609756098,collapsed_under_null,False
E10P_8d5af32ad9c4e205,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.7814373608648396,0.7814373608648396,4,4,,,1.004103146349364,1.1321023860019899,1.0,1.0,collapsed_under_null,False
E10P_ad8e26ba785e4393,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.2696070845908154,1.2696070845908154,4,4,,,1.0172218636181445,1.1832399316110442,0.024691358024691357,0.024691358024691357,stable_atomic_primitive,True
E10P_fe33c1590e70aaef,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.2418991794044127,1.2418991794044127,4,4,,,0.9797514194977769,1.0747193616964124,0.024691358024691357,0.024691358024691357,stable_atomic_primitive,True
E10P_879debc6ecc62833,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.0655599743087172,1.0655599743087172,4,4,,,0.9992531850081736,1.09426036687094,0.13580246913580246,0.13580246913580246,weak_but_not_collapsed,False
E10P_d152b83338d2d3f7,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.9612037560206876,0.9612037560206876,4,4,,,0.9921538603198534,1.0783576354542015,0.7530864197530864,0.7530864197530864,collapsed_under_null,False
E10P_2a8dd91b01c9bc7b,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.9209092191617251,0.9209092191617251,4,4,,,1.0084847632542933,1.1357307166044401,0.9012345679012346,0.9012345679012346,collapsed_under_null,False
E10P_17ebd2141911e2dd,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.6775539211302498,0.6775539211302498,3,3,,,1.004794596452763,1.1701570741470726,1.0,1.0,collapsed_under_null,False
E10P_3532ed7757d7d96d,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.0007731495380408,1.0007731495380408,4,4,,,0.9714941843020242,1.1529462455022659,0.5308641975308642,0.5308641975308642,weak_but_not_collapsed,False
E10P_c13f22bd41698048,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.3328257168302522,1.3328257168302522,4,4,,,1.0032434291550765,1.1074030936344408,0.024691358024691357,0.024691358024691357,stable_atomic_primitive,True
E10P_d6c82c36903f135a,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.2378063393657683,1.2378063393657683,4,4,,,0.9868235921695131,1.0584327352729295,0.012345679012345678,0.012345679012345678,stable_atomic_primitive,True
E10P_b6abc3da5e1ed502,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.7908515025908917,0.7908515025908917,4,4,,,1.009853130400724,1.1565680353609105,0.9876543209876543,0.9876543209876543,collapsed_under_null,False
E10P_3ad97fa9d86be3df,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.7412164162523955,0.7412164162523955,4,4,,,1.0070649585420803,1.1925813221030872,1.0,1.0,collapsed_under_null,False
E10P_542b7c158a299684,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.1237692234312826,1.1237692234312826,4,4,,,0.9952842349484478,1.090099586587551,0.024691358024691357,0.024691358024691357,stable_atomic_primitive,True
E10P_56e0294ee8229902,电子,failure_reject,failure_lift_minus_false_reject_penalty,0.8704793782892939,0.8704793782892939,4,4,,,0.9916907781762092,1.0982384271518182,0.9382716049382716,0.9382716049382716,collapsed_under_null,False
E10P_035f75c66ca6af86,电子,failure_reject,failure_lift_minus_false_reject_penalty,1.0005549787105787,1.0005549787105787,4,4,,,1.0028623911925656,1.1224126779841086,0.4691358024691358,0.4691358024691358,collapsed_under_null,False
