split,error_type,seed_episode_id,instrument,episode_start_signal_date,exit_trigger_type,exit_signal_date,h20_after_cost_return,return_r,loss_r,captured_reference_event_id,price_structure_component,initial_risk_pct,audit_only_status
train,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20180110_b758177307,SH600000,,natural_exit_h20,2018-02-08,-0.01512279404382344,-0.1799605712797319,0.1799605712797319,,,0.021008482491862716,report_only
train,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20181022_6398f168bf,SH600000,,natural_exit_h20,2018-11-20,-0.014718138338650433,-0.12127144066691165,0.12127144066691165,,,0.030341311725395805,report_only
train,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20190225_d0b66eb064,SH600000,,natural_exit_h20,2019-03-26,-0.0780202164988083,-0.26556859151482165,0.26556859151482165,,,0.0734463891736741,report_only
train,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20200702_f1b37689b3,SH600000,,natural_exit_h20,2020-07-31,-0.02145156447901153,-0.1570032771325287,0.1570032771325287,,,0.03415782917210059,report_only
train,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20201118_6231a5403c,SH600000,,natural_exit_h20,2020-12-17,-0.0071825677904785445,-0.08281074603160374,0.08281074603160374,,,0.021683682778734427,report_only
train,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20210525_70ddd1dd5f,SH600000,,natural_exit_h20,2021-06-24,-0.03946261756504499,-0.41090489350202586,0.41090489350202586,,,0.024009581164096325,report_only
robustness,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20250627_1ac7da6bcd,SH600000,,natural_exit_h20,2025-07-28,-0.006405880807406117,-0.01796131933906523,0.01796131933906523,,,0.08916216963908595,report_only
robustness,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20251013_e0b340b493,SH600000,,natural_exit_h20,2025-11-11,-0.07134181700688236,-0.3314199652936443,0.3314199652936443,,,0.05381526799665808,report_only
train,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600009_20171030_0dc4d19231,SH600009,,natural_exit_h20,2017-11-28,-0.018191571993913747,-0.07267781565724193,0.07267781565724193,,,0.06257608263747075,report_only
train,missed_failure,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600009_20180226_da4e75dae4,SH600009,,natural_exit_h20,2018-03-27,-0.029710646584505618,-0.2261149702051085,0.2261149702051085,,,0.03284904860296859,report_only
