split,seed_family_id,eligible_stock_day_count,eligible_instrument_year_count,executable_seed_stock_day_count,seed_episode_count,seed_day_rate,seed_episode_rate,unique_instrument_count,unique_instrument_year_count,suppressed_reentry_count,next_open_buy_executable_rate,limit_up_unbuyable_reject_count,risk_distance_ineligible_count,seed_day_rate_vs_ep2,seed_episode_rate_vs_ep2,executable_seed_stock_day_count_vs_ep2,seed_episode_count_vs_ep2
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0,179135,699,6465,3213,0.03609009964551874,4.5965665236051505,352,1039,3309,0.3182893539581438,115,711,5.6266318537859,2.796344647519583,5.6266318537859,2.7963446475195823
train,ep2_launch_detector_v0_bridge,179135,699,1149,1149,0.006414156920758088,1.6437768240343347,232,649,0,0.9965307892454467,4,378,1.0,1.0,1.0,1.0
validation,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0,107845,448,3642,1833,0.033770689415364645,4.091517857142857,297,537,1790,0.385084185518025,30,488,6.845864661654136,3.445488721804511,6.845864661654136,3.4454887218045114
validation,ep2_launch_detector_v0_bridge,107845,448,532,532,0.004933005702628773,1.1875,234,344,0,0.9925373134328358,3,193,1.0,1.0,1.0,1.0
robustness,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0,108406,438,3534,1754,0.032599671604892716,4.004566210045662,312,544,1742,0.36058174523570713,254,424,4.991525423728813,2.477401129943503,4.991525423728813,2.477401129943503
robustness,ep2_launch_detector_v0_bridge,108406,438,708,708,0.00653100381897681,1.6164383561643836,248,403,0,0.9135483870967742,66,254,1.0,1.0,1.0,1.0
