split,candidate_total_failed_loss_r,ep2_total_failed_loss_r,incremental_abs_failed_loss_r_vs_ep2,candidate_captured_reference_count,ep2_captured_reference_count,overlap_captured_reference_count,added_capture_vs_ep2_count,lost_capture_vs_ep2_count,net_added_capture_vs_ep2_count,late_capture_0_to_10_count,recall_cost_score,incremental_loss_r_per_added_big_winner_vs_ep2,incremental_exposure_days_per_added_big_winner_vs_ep2,max_allowed_incremental_loss_r_per_added_big_winner_vs_ep2,max_allowed_incremental_exposure_days_per_added_big_winner_vs_ep2,decision_support_status
train,534.301153510062,162.14694244670844,372.1542110633536,297,147,123,174,24,150,0,0.40305872012412824,2.4810280737556907,189.78,5.0,250.0,passed
validation,319.03534024302417,82.82800636507088,236.2073338779533,104,27,23,81,4,77,0,0.3259847979139605,3.067627712700692,214.0909090909091,5.0,250.0,passed
robustness,225.3646167838465,89.49611405225691,135.86850273158956,152,63,46,106,17,89,0,0.6550451223844054,1.5266123902425792,154.59550561797752,7.5,375.0,passed
