split,delay_days,delay_period_return_bucket,candidate_row_count,matched_delay_ineligible_count,matched_delay_ineligible_rate,all_delay_ineligible_rate,top_quintile_ineligible_rate,matched_delay_reliability_status,audit_only_status
robustness,1,delay_return_q1,524,258,0.49236641221374045,0.20676691729323307,0.19215686274509805,passed,report_only
robustness,1,delay_return_q2,532,136,0.2556390977443609,0.20676691729323307,0.19215686274509805,passed,report_only
robustness,1,delay_return_q3,534,24,0.0449438202247191,0.20676691729323307,0.19215686274509805,passed,report_only
robustness,1,delay_return_q4,560,34,0.060714285714285714,0.20676691729323307,0.19215686274509805,passed,report_only
robustness,1,delay_return_q5,510,98,0.19215686274509805,0.20676691729323307,0.19215686274509805,passed,report_only
robustness,3,delay_return_missing,2,2,1.0,0.2932330827067669,0.35443037974683544,passed,report_only
robustness,3,delay_return_q1,502,272,0.5418326693227091,0.2932330827067669,0.35443037974683544,passed,report_only
robustness,3,delay_return_q2,534,252,0.47191011235955055,0.2932330827067669,0.35443037974683544,passed,report_only
robustness,3,delay_return_q3,562,58,0.10320284697508897,0.2932330827067669,0.35443037974683544,passed,report_only
robustness,3,delay_return_q4,586,28,0.04778156996587031,0.2932330827067669,0.35443037974683544,passed,report_only
robustness,3,delay_return_q5,474,168,0.35443037974683544,0.2932330827067669,0.35443037974683544,passed,report_only
train,1,delay_return_missing,4,4,1.0,0.18764988009592326,0.20265151515151514,passed,report_only
train,1,delay_return_q1,1044,364,0.3486590038314176,0.18764988009592326,0.20265151515151514,passed,report_only
train,1,delay_return_q2,980,265,0.27040816326530615,0.18764988009592326,0.20265151515151514,passed,report_only
train,1,delay_return_q3,958,56,0.05845511482254697,0.18764988009592326,0.20265151515151514,passed,report_only
train,1,delay_return_q4,962,36,0.037422037422037424,0.18764988009592326,0.20265151515151514,passed,report_only
train,1,delay_return_q5,1056,214,0.20265151515151514,0.18764988009592326,0.20265151515151514,passed,report_only
train,3,delay_return_missing,4,4,1.0,0.2731814548361311,0.34814814814814815,passed,report_only
train,3,delay_return_q1,990,448,0.45252525252525255,0.2731814548361311,0.34814814814814815,passed,report_only
train,3,delay_return_q2,988,392,0.3967611336032389,0.2731814548361311,0.34814814814814815,passed,report_only
train,3,delay_return_q3,978,83,0.08486707566462168,0.2731814548361311,0.34814814814814815,passed,report_only
train,3,delay_return_q4,964,64,0.06639004149377593,0.2731814548361311,0.34814814814814815,passed,report_only
train,3,delay_return_q5,1080,376,0.34814814814814815,0.2731814548361311,0.34814814814814815,passed,report_only
validation,1,delay_return_q1,502,202,0.40239043824701193,0.17472118959107807,0.15873015873015872,passed,report_only
validation,1,delay_return_q2,558,148,0.26523297491039427,0.17472118959107807,0.15873015873015872,passed,report_only
validation,1,delay_return_q3,578,26,0.04498269896193772,0.17472118959107807,0.15873015873015872,passed,report_only
validation,1,delay_return_q4,548,14,0.025547445255474453,0.17472118959107807,0.15873015873015872,passed,report_only
validation,1,delay_return_q5,504,80,0.15873015873015872,0.17472118959107807,0.15873015873015872,passed,report_only
validation,3,delay_return_q1,578,288,0.4982698961937716,0.2684014869888476,0.29457364341085274,passed,report_only
validation,3,delay_return_q2,548,206,0.3759124087591241,0.2684014869888476,0.29457364341085274,passed,report_only
validation,3,delay_return_q3,528,48,0.09090909090909091,0.2684014869888476,0.29457364341085274,passed,report_only
validation,3,delay_return_q4,520,28,0.05384615384615385,0.2684014869888476,0.29457364341085274,passed,report_only
validation,3,delay_return_q5,516,152,0.29457364341085274,0.2684014869888476,0.29457364341085274,passed,report_only
