split,baseline_id,baseline_role,metric_name,candidate_value,baseline_value,diff_value,random_replicate_stat,comparison,threshold,status
train,ep2_detector_probe_with_simple_stop_bridge,gate,mean_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.03964149537831455,0.014896103530872305,-0.05453759890918686,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,p05_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.6662395500226442,-0.845629660868799,0.17939011084615475,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_average_loss_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,0.2415466335940606,0.24717521714437263,-0.0056285835503120385,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_median_holding_days_diff_vs_ep2_detector_probe_with_simple_stop_bridge,22.0,12.0,10.0,not_random,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.03964149537831455,0.021929859864258834,-0.061571355242573386,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.6662395500226442,-1.4348380572742647,0.7685985072516205,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_no_fail_fast_h20,0.2415466335940606,0.0,0.2415466335940606,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_matched_random_same_density_no_fail_fast_h20,22.0,0.0,22.0,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.03964149537831455,-0.02614852682484139,-0.01349296855347316,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.6662395500226442,-0.7887717495060296,0.12253219948338534,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_same_fail_fast_h20,0.2415466335940606,0.0,0.2415466335940606,p50,,,report_only
