family,split,evaluable_fold_count,positive_fold_count,negative_fold_count,median_fold_spread,min_fold_spread,max_fold_spread,fold_spread_iqr,fold_positive_instrument_share_median,fold_positive_instrument_share_min,fold_monotonicity_median,fold_monotonicity_min,fold_monotonicity_positive_count,worst_fold_id_by_spread,worst_fold_id_by_positive_instrument_share,clean_positive_fold_count
vwap_deviation,train_oof_unseen,5,5,0,0.001882358622743612,0.00035227618559252946,0.008336526801038779,0.0048102755224387105,0.7096774193548387,0.5483870967741935,0.7696969696969697,0.6121212121212121,5,1,1,True
vwap_deviation,validation_oof_unseen,5,5,0,0.0019331261271356643,3.937532074701109e-05,0.005768660331926637,0.0006164154910855417,0.5365853658536586,0.3793103448275862,0.38181818181818183,0.19999999999999998,5,2,0,True
vwap_deviation,robustness_oof_unseen,4,5,0,0.0015595821062126321,0.0010211395775736026,0.002266424825304826,0.0005433043704053968,0.75,0.5,0.8545454545454544,0.5515151515151515,5,1,2,True
volume_price_correlation,train_oof_unseen,3,2,3,-0.0008646758826664724,-0.0029375690002299173,0.005471663123404565,0.004695170804849946,0.4838709677419355,0.4827586206896552,0.2121212121212121,0.11515151515151514,5,0,3,False
volume_price_correlation,validation_oof_unseen,1,4,1,0.000862330492346673,-0.0031253401007603184,0.00823412525245538,0.006598655847996907,0.5526315789473685,0.41025641025641024,0.309090909090909,-0.19999999999999998,3,2,1,True
volume_price_correlation,robustness_oof_unseen,4,4,1,0.0013621720025148894,-0.0031616088593429794,0.006279606181802396,0.002789842670545818,0.8378378378378378,0.782608695652174,0.8909090909090909,0.7696969696969697,5,2,3,True
