primary_family,comparator_family,primary_validation_oof_unseen_mean_spread,primary_robustness_oof_unseen_mean_spread,comparator_validation_oof_unseen_mean_spread,comparator_robustness_oof_unseen_mean_spread,primary_fold_stability_gate_pass,comparator_fold_stability_gate_pass,comparator_dominates_primary_flag,comparator_affects_final_decision
vwap_deviation,volume_price_correlation,0.0026379405727972394,0.002483688627618092,0.00030064553311617674,0.001908867449542278,True,True,False,False
