family,split,aggregate_oof_unseen_mean_spread,aggregate_oof_unseen_median_spread,aggregate_oof_unseen_pooled_high_minus_low_spread,aggregate_oof_unseen_positive_instrument_share,aggregate_oof_unseen_positive_date_share,aggregate_oof_unseen_valid_instrument_count,aggregate_oof_unseen_full_valid_instrument_count,aggregate_oof_unseen_partial_event_only_instrument_count,aggregate_oof_unseen_valid_signal_date_count,aggregate_oof_unseen_within_stock_rankIC_median,aggregate_oof_unseen_decile_monotonicity_score,middle_state_violently_inverted_flag
vwap_deviation,train_oof_unseen,0.002498719163421334,0.0022963074090797484,0.005230207786717655,0.7114093959731543,0.5496688741721855,149,149,60,151,0.06898685673982043,0.8909090909090909,False
vwap_deviation,validation_oof_unseen,0.0026379405727972394,0.002381379103695012,0.0017195587412894202,0.5248618784530387,0.5463917525773195,181,181,30,97,0.03155160628844839,0.7818181818181817,False
vwap_deviation,robustness_oof_unseen,0.002483688627618092,0.0028077160265981053,0.0073664322019645085,0.6968085106382979,0.5494505494505495,188,188,20,91,0.07102023737496536,0.9272727272727272,False
volume_price_correlation,train_oof_unseen,0.00033847525956291714,0.00040957249209857063,0.0017509993553896095,0.5066666666666667,0.5165562913907285,150,150,60,151,0.02400811799045639,0.49090909090909085,False
volume_price_correlation,validation_oof_unseen,0.00030064553311617674,0.0014245792863785338,0.0013113653009824407,0.5677083333333334,0.5217391304347826,192,192,30,92,0.02519640777662167,0.7212121212121211,False
volume_price_correlation,robustness_oof_unseen,0.001908867449542278,0.0011532262433440895,0.008597994895821557,0.8418367346938775,0.5425531914893617,196,196,20,94,0.08661823668220814,0.9878787878787878,False
