family,split,fold_id,decile,event_count,mean_label_self_relative_H3,fold_unseen_decile_monotonicity_score,middle_state_violently_inverted_flag
vwap_deviation,train_oof_unseen,0,1,303,-0.0074030485114241614,0.9393939393939393,False
vwap_deviation,train_oof_unseen,0,2,434,-0.003708803014107939,0.9393939393939393,False
vwap_deviation,train_oof_unseen,0,3,445,-0.0031157534087535134,0.9393939393939393,False
vwap_deviation,train_oof_unseen,0,4,454,-0.003285700347072018,0.9393939393939393,False
vwap_deviation,train_oof_unseen,0,5,443,-0.001593337837859397,0.9393939393939393,False
vwap_deviation,train_oof_unseen,0,6,480,-0.002576452955806355,0.9393939393939393,False
vwap_deviation,train_oof_unseen,0,7,474,-0.00010816973225572786,0.9393939393939393,False
vwap_deviation,train_oof_unseen,0,8,440,0.0022071147614395243,0.9393939393939393,False
vwap_deviation,train_oof_unseen,0,9,472,0.0006787003987870616,0.9393939393939393,False
vwap_deviation,train_oof_unseen,0,10,520,0.0010579155581989725,0.9393939393939393,False
vwap_deviation,train_oof_unseen,1,1,546,-0.004219343810595426,0.6363636363636362,False
vwap_deviation,train_oof_unseen,1,2,558,-0.001658866074037548,0.6363636363636362,False
vwap_deviation,train_oof_unseen,1,3,545,-0.002453766407497118,0.6363636363636362,False
vwap_deviation,train_oof_unseen,1,4,583,-0.0015798613935327803,0.6363636363636362,False
vwap_deviation,train_oof_unseen,1,5,583,-0.0011982898891403605,0.6363636363636362,False
vwap_deviation,train_oof_unseen,1,6,581,-0.00021957157728621623,0.6363636363636362,False
vwap_deviation,train_oof_unseen,1,7,588,-0.0009618707840394223,0.6363636363636362,False
vwap_deviation,train_oof_unseen,1,8,590,0.0002662627961843166,0.6363636363636362,False
vwap_deviation,train_oof_unseen,1,9,597,-0.002608624669719963,0.6363636363636362,False
vwap_deviation,train_oof_unseen,1,10,630,0.002167489434352195,0.6363636363636362,False
vwap_deviation,train_oof_unseen,2,1,426,-0.0025926848655309256,0.6121212121212121,False
vwap_deviation,train_oof_unseen,2,2,504,-0.0015817514312208656,0.6121212121212121,False
vwap_deviation,train_oof_unseen,2,3,507,-0.0032179249912718108,0.6121212121212121,False
vwap_deviation,train_oof_unseen,2,4,574,-0.0024802404139541816,0.6121212121212121,False
vwap_deviation,train_oof_unseen,2,5,548,-0.001631353689586731,0.6121212121212121,False
vwap_deviation,train_oof_unseen,2,6,626,-0.0027189833985106675,0.6121212121212121,False
vwap_deviation,train_oof_unseen,2,7,572,0.00047189007833305845,0.6121212121212121,False
vwap_deviation,train_oof_unseen,2,8,652,-0.001791434451700661,0.6121212121212121,False
vwap_deviation,train_oof_unseen,2,9,622,0.0002935768814618822,0.6121212121212121,False
vwap_deviation,train_oof_unseen,2,10,652,0.0015623976634561274,0.6121212121212121,False
vwap_deviation,train_oof_unseen,3,1,465,-0.006735706937874618,0.7696969696969697,False
vwap_deviation,train_oof_unseen,3,2,528,-0.00312598649995441,0.7696969696969697,False
vwap_deviation,train_oof_unseen,3,3,576,-0.004723011895979035,0.7696969696969697,False
vwap_deviation,train_oof_unseen,3,4,646,0.0007863847184451392,0.7696969696969697,False
vwap_deviation,train_oof_unseen,3,5,645,-0.003914825161995009,0.7696969696969697,False
vwap_deviation,train_oof_unseen,3,6,599,-0.003473075204871619,0.7696969696969697,False
vwap_deviation,train_oof_unseen,3,7,617,-0.0003716109924235752,0.7696969696969697,False
vwap_deviation,train_oof_unseen,3,8,651,-0.0018274862617293378,0.7696969696969697,False
vwap_deviation,train_oof_unseen,3,9,717,0.0021847063986997245,0.7696969696969697,False
vwap_deviation,train_oof_unseen,3,10,642,0.005171651469948858,0.7696969696969697,False
vwap_deviation,train_oof_unseen,4,1,525,-0.004903808461977849,0.8666666666666665,False
vwap_deviation,train_oof_unseen,4,2,508,-0.002391615455681969,0.8666666666666665,False
vwap_deviation,train_oof_unseen,4,3,608,-0.0016879468501414248,0.8666666666666665,False
vwap_deviation,train_oof_unseen,4,4,567,-0.0018086223164469513,0.8666666666666665,False
vwap_deviation,train_oof_unseen,4,5,615,-0.001078225269737724,0.8666666666666665,False
vwap_deviation,train_oof_unseen,4,6,600,-0.0041818089133776075,0.8666666666666665,False
vwap_deviation,train_oof_unseen,4,7,654,-0.0010445613740539337,0.8666666666666665,False
vwap_deviation,train_oof_unseen,4,8,666,-7.190150886388395e-05,0.8666666666666665,False
vwap_deviation,train_oof_unseen,4,9,646,0.0009568066539667525,0.8666666666666665,False
vwap_deviation,train_oof_unseen,4,10,646,0.003448930917708609,0.8666666666666665,False
vwap_deviation,validation_oof_unseen,0,1,217,-0.004767710277774731,0.38181818181818183,False
vwap_deviation,validation_oof_unseen,0,2,276,0.0014704085476168632,0.38181818181818183,False
vwap_deviation,validation_oof_unseen,0,3,305,-0.005431880792286199,0.38181818181818183,False
