family,split,fold_id,calendar_year,year_mean_spread,year_positive_flag,valid_signal_date_count
vwap_deviation,robustness_oof_unseen,4,2025,0.0013989718945204089,True,20
vwap_deviation,robustness_oof_unseen,aggregate,2024,0.004664845127677563,True,44
vwap_deviation,robustness_oof_unseen,aggregate,2025,0.00044175488288156775,True,47
volume_price_correlation,train_oof_unseen,0,2020,0.004245800663961007,True,5
volume_price_correlation,train_oof_unseen,0,2021,-0.005182372020289582,False,16
volume_price_correlation,train_oof_unseen,1,2018,0.01124508426705913,True,1
volume_price_correlation,train_oof_unseen,1,2020,0.0028414546222737744,True,8
volume_price_correlation,train_oof_unseen,1,2021,0.0023746202372030524,True,22
volume_price_correlation,train_oof_unseen,2,2018,0.01887318480617444,True,2
volume_price_correlation,train_oof_unseen,2,2019,-0.014090653701166536,False,1
volume_price_correlation,train_oof_unseen,2,2020,-0.011234128032124665,False,10
volume_price_correlation,train_oof_unseen,2,2021,0.0009862683279763633,True,22
volume_price_correlation,train_oof_unseen,3,2018,0.008363564213753581,True,3
volume_price_correlation,train_oof_unseen,3,2020,0.007180735890710611,True,7
volume_price_correlation,train_oof_unseen,3,2021,0.004385388773815649,True,19
volume_price_correlation,train_oof_unseen,4,2018,0.012566213979473393,True,3
volume_price_correlation,train_oof_unseen,4,2019,0.004531497939131443,True,5
volume_price_correlation,train_oof_unseen,4,2020,-0.009131399901941244,False,17
volume_price_correlation,train_oof_unseen,4,2021,0.0037141222193498996,True,16
volume_price_correlation,train_oof_unseen,aggregate,2018,-0.001881356454314951,False,28
volume_price_correlation,train_oof_unseen,aggregate,2019,-0.00035562024170916686,False,32
volume_price_correlation,train_oof_unseen,aggregate,2020,-0.0028789646814408316,False,40
volume_price_correlation,train_oof_unseen,aggregate,2021,0.004516199606022465,True,51
volume_price_correlation,validation_oof_unseen,0,2022,0.008227848711524852,True,13
volume_price_correlation,validation_oof_unseen,0,2023,0.008240401793385903,True,13
volume_price_correlation,validation_oof_unseen,1,2022,-0.001939134661547093,False,14
volume_price_correlation,validation_oof_unseen,1,2023,0.0036637956462404375,True,14
volume_price_correlation,validation_oof_unseen,2,2022,0.01210482546934362,True,10
volume_price_correlation,validation_oof_unseen,2,2023,-0.011586543195262504,False,18
volume_price_correlation,validation_oof_unseen,3,2022,0.005903718218653829,True,16
volume_price_correlation,validation_oof_unseen,3,2023,-0.004430644488052067,False,17
volume_price_correlation,validation_oof_unseen,4,2022,0.003945182553018838,True,11
volume_price_correlation,validation_oof_unseen,4,2023,0.009401593833829474,True,16
volume_price_correlation,validation_oof_unseen,aggregate,2022,0.002468237524569354,True,47
volume_price_correlation,validation_oof_unseen,aggregate,2023,-0.0019632838801793644,False,45
volume_price_correlation,robustness_oof_unseen,0,2024,0.007165768123266246,True,8
volume_price_correlation,robustness_oof_unseen,0,2025,0.005885756430040686,True,18
volume_price_correlation,robustness_oof_unseen,1,2024,0.004257465728847759,True,24
volume_price_correlation,robustness_oof_unseen,1,2025,0.0023852629336778767,True,17
volume_price_correlation,robustness_oof_unseen,2,2024,-0.00422642003770253,False,22
volume_price_correlation,robustness_oof_unseen,2,2025,-0.0023249715049176167,False,28
volume_price_correlation,robustness_oof_unseen,3,2024,0.00017107858886890887,True,20
volume_price_correlation,robustness_oof_unseen,3,2025,0.001026998858083843,True,31
volume_price_correlation,robustness_oof_unseen,4,2024,0.008933561161126412,True,18
volume_price_correlation,robustness_oof_unseen,4,2025,-0.005810722989853922,False,19
volume_price_correlation,robustness_oof_unseen,aggregate,2024,0.002619920295128339,True,46
volume_price_correlation,robustness_oof_unseen,aggregate,2025,0.001227441805855637,True,48
