family,split,fold_id,calendar_year,year_mean_spread,year_positive_flag,valid_signal_date_count
vwap_deviation,train_oof_unseen,0,2019,0.010195530385610708,True,2
vwap_deviation,train_oof_unseen,0,2020,0.008960406867156703,True,11
vwap_deviation,train_oof_unseen,0,2021,0.005269792303283295,True,25
vwap_deviation,train_oof_unseen,1,2019,-0.0261258760889815,False,3
vwap_deviation,train_oof_unseen,1,2020,-0.0032445806391743935,False,11
vwap_deviation,train_oof_unseen,1,2021,0.004455720388908329,True,29
vwap_deviation,train_oof_unseen,2,2020,-0.009060759346306093,False,10
vwap_deviation,train_oof_unseen,2,2021,0.005403055713307524,True,30
vwap_deviation,train_oof_unseen,3,2019,-0.018394319704860256,False,1
vwap_deviation,train_oof_unseen,3,2020,0.007065378989394825,True,7
vwap_deviation,train_oof_unseen,3,2021,0.009416189867323831,True,33
vwap_deviation,train_oof_unseen,4,2018,-0.019604372715917456,False,1
vwap_deviation,train_oof_unseen,4,2019,0.0029107435772695875,True,7
vwap_deviation,train_oof_unseen,4,2020,-0.00625115630066016,False,15
vwap_deviation,train_oof_unseen,4,2021,0.00780804386222343,True,23
vwap_deviation,train_oof_unseen,aggregate,2018,-0.004026481540108357,False,24
vwap_deviation,train_oof_unseen,aggregate,2019,0.0032334030889094034,True,32
vwap_deviation,train_oof_unseen,aggregate,2020,0.00032026100155044035,True,44
vwap_deviation,train_oof_unseen,aggregate,2021,0.00698787779854709,True,51
vwap_deviation,validation_oof_unseen,0,2022,0.0012066222721438442,True,17
vwap_deviation,validation_oof_unseen,0,2023,0.0019768810422828654,True,18
vwap_deviation,validation_oof_unseen,1,2022,0.005436524770308769,True,19
vwap_deviation,validation_oof_unseen,1,2023,-0.00043864326718389204,False,23
vwap_deviation,validation_oof_unseen,2,2022,0.006698344475694882,True,15
vwap_deviation,validation_oof_unseen,2,2023,-0.006203408262016621,False,16
vwap_deviation,validation_oof_unseen,3,2022,0.005186005874589657,True,24
vwap_deviation,validation_oof_unseen,3,2023,-0.0010695321012834066,False,26
vwap_deviation,validation_oof_unseen,4,2022,0.010226380661118976,True,16
vwap_deviation,validation_oof_unseen,4,2023,0.0027968467791317443,True,24
vwap_deviation,validation_oof_unseen,aggregate,2022,0.00554682752075939,True,48
vwap_deviation,validation_oof_unseen,aggregate,2023,-0.00021158133541058079,False,49
vwap_deviation,robustness_oof_unseen,0,2024,0.0030723077397123663,True,12
vwap_deviation,robustness_oof_unseen,0,2025,-9.066403942344171e-05,False,11
vwap_deviation,robustness_oof_unseen,1,2024,0.003348924748145695,True,22
vwap_deviation,robustness_oof_unseen,1,2025,-0.001539424110055699,False,20
vwap_deviation,robustness_oof_unseen,2,2024,0.008488869348564144,True,19
vwap_deviation,robustness_oof_unseen,2,2025,-0.004693622617560071,False,18
vwap_deviation,robustness_oof_unseen,3,2024,0.0041765871356726925,True,23
vwap_deviation,robustness_oof_unseen,3,2025,-0.0008065740760677868,False,26
vwap_deviation,robustness_oof_unseen,4,2024,0.0032869576850511994,True,17
