,,risk
excess_return_without_cost,mean,0.0021850627033677484
excess_return_without_cost,std,0.009901326366179769
excess_return_without_cost,annualized_return,0.5200449234015241
excess_return_without_cost,information_ratio,3.40454443472031
excess_return_without_cost,max_drawdown,-0.08906497092288851
excess_return_with_cost,mean,0.0010550275241991557
excess_return_with_cost,std,0.00990695097647993
excess_return_with_cost,annualized_return,0.2510965507593991
excess_return_with_cost,information_ratio,1.6429042554037034
excess_return_with_cost,max_drawdown,-0.1233602981086233
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002862435858525142
strategy_return_without_cost,std,0.015101821708103239
strategy_return_without_cost,annualized_return,0.6812597343289838
strategy_return_without_cost,information_ratio,2.924118063592668
strategy_return_without_cost,max_drawdown,-0.16820111836697188
strategy_return_with_cost,mean,0.0017324006793565498
strategy_return_with_cost,std,0.015090279958246876
strategy_return_with_cost,annualized_return,0.41231136168685883
strategy_return_with_cost,information_ratio,1.7710854977360833
strategy_return_with_cost,max_drawdown,-0.20094989189309015
