stage,process_role,path,artifact_sha256,access_scope,row_scope,value_scope,allowed,row_n,first_key,last_key,reason
train-r2,r2_selection_worker,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/outputs/21B_alpha158_sequence_baseline_benchmark_v5,d5ca5c5997c4cce5019e73c0dd0e0fa06c4747a43d323f483c4de29131478d85,train_and_validation_early,complete_frozen_rows,source_return_feature_label,true,387325,train,validation_early,
