arm_id,model_seed,config_id,planned,primary_or_sensitivity,attempt_n,selected_batch_size,job_status,checkpoint_produced,failure_reason
R2_REAKA_DIFFUSION,20260713,R2_PRIMARY_FROZEN,true,primary,1,256,early_stopped,true,
R2_REAKA_DIFFUSION,20260714,R2_PRIMARY_FROZEN,true,primary,1,256,early_stopped,true,
R2_REAKA_DIFFUSION,20260715,R2_PRIMARY_FROZEN,true,primary,1,256,early_stopped,true,
