version,period,stage,instrument,signal_date,order_date,deal_date,entry_type,amount,entry_price,entry_value,entry_cost,exit_signal_date,exit_date,exit_price,exit_value,exit_cost,gross_pnl,net_pnl,initial_stop,current_stop,R,exit_reason,holding_days,cost_before_return,cost_after_return,risk_budget_per_trade,target_loss_budget,initial_risk_per_share,risk_budget_loss_ratio,fold,candidate_type,train_start,train_end,valid_start,valid_end,valid_executable_end
no_model_gate,WF1,explore6_replay,SH600875,2019-02-22,2019-02-25,2019-02-25,pullback,3500,8.40999984741211,29434.999465942383,14.717499732971191,2019-03-08,2019-03-11,8.65999984741211,30309.999465942383,45.464999198913574,875.0,814.8175010681152,7.949750125408173,8.780000019073487,0.46024972200393677,trailing_stop,14,0.029726516591665454,0.02766809277039276,0.005,5012.589942216873,0.46024972200393677,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,explore6_replay,SZ002415,2019-02-28,2019-03-01,2019-03-01,pullback,1000,29.59000015258789,29590.00015258789,14.795000076293945,2019-03-13,2019-03-14,29.15999984741211,29159.99984741211,43.739999771118164,-430.00030517578125,-488.53530502319336,27.51699948310852,27.51699948310852,2.07300066947937,time_stop,13,-0.014531946703561411,-0.016501897834588775,0.005,5014.446361222267,2.07300066947937,0.09742557200354882,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,explore6_replay,SH600438,2019-03-01,2019-03-04,2019-03-04,pullback,2900,10.220000267028809,29638.000774383545,14.819000387191773,2019-03-22,2019-03-25,9.8100004196167,28449.001216888428,42.67350182533264,-1188.9995574951172,-1246.4920597076402,9.322750163078307,9.322750163078307,0.8972501039505012,time_stop,21,-0.04011740085123362,-0.042036206646633406,0.005,5021.822396044731,0.8972501039505012,0.2482150823751548,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,explore6_replay,SH601628,2019-03-13,2019-03-14,2019-03-14,pullback,1100,25.56999969482422,28126.99966430664,14.06349983215332,2019-03-25,2019-03-26,24.549999237060547,27004.9991607666,40.5074987411499,-1122.000503540039,-1176.5715021133424,23.996500158309935,23.996500158309935,1.5734995365142836,time_stop,12,-0.03989051505425463,-0.041809774394476015,0.005,5018.683691936255,1.5734995365142836,0.2344382659548345,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,explore6_replay,SZ002709,2019-03-11,2019-03-12,2019-03-12,pullback,5100,5.920000076293945,30192.00038909912,15.09600019454956,2019-03-26,2019-03-27,5.679999828338623,28967.999124526978,43.45199868679047,-1224.0012645721436,-1282.5492634534821,5.325750029087066,5.325750029087066,0.594250047206879,time_stop,15,-0.040540581902419145,-0.04245854175868612,0.005,5060.612464625358,0.594250047206879,0.25343755769064413,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,explore6_replay,SZ000547,2019-03-12,2019-03-13,2019-03-13,breakout,2700,11.050000190734863,29835.00051498413,14.917500257492065,2019-03-26,2019-03-27,10.9399995803833,29537.998867034912,44.30699830055237,-297.00164794921875,-356.22614650726246,9.303000164031982,9.303000164031982,1.7470000267028816,time_stop,14,-0.009954806194826598,-0.011933907032018324,0.005,5033.34197181654,1.7470000267028816,0.0707732851258465,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,explore6_replay,SZ002230,2019-03-15,2019-03-18,2019-03-18,pullback,800,34.630001068115234,27704.000854492188,13.852000427246095,2019-03-26,2019-03-27,34.880001068115234,27904.000854492188,41.85600128173828,200.0,144.29199829101418,33.26925139427185,34.630001068115234,1.3607496738433866,trailing_stop,9,0.007219173903814334,0.005205742271822649,0.005,5047.943368400335,1.3607496738433866,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,explore6_replay,SH601788,2019-03-18,2019-03-19,2019-03-19,pullback,2400,12.399999618530273,29759.999084472656,14.879999542236328,2019-03-26,2019-03-27,11.460000038146973,27504.000091552734,41.2560001373291,-2255.998992919922,-2312.134992599486,11.753750348091126,11.753750348091126,0.6462492704391476,stop_loss,8,-0.07580642010493187,-0.07765388353300791,0.005,5057.524811694146,0.6462492704391476,0.45716730588316734,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,explore6_replay,SZ000938,2019-03-18,2019-03-19,2019-03-19,pullback,1300,21.969999313354492,28560.99910736084,14.28049955368042,2019-03-26,2019-03-27,20.790000915527344,27027.001190185547,40.54050178527832,-1533.997917175293,-1588.8189185142523,20.76200051307678,20.76200051307678,1.2079988002777107,stop_loss,8,-0.05370953275860527,-0.05560116787552963,0.005,5062.167118086576,1.2079988002777107,0.3138614118126551,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,explore6_replay,SZ002074,2019-03-25,2019-03-26,2019-03-26,pullback,1700,17.229999542236328,29290.999221801758,14.64549961090088,2019-03-26,2019-03-27,17.690000534057617,30073.00090789795,45.109501361846924,782.0016860961914,722.2466851234436,17.020999908447266,17.020999908447266,0.2089996337890625,stop_loss,1,0.026697678702409546,0.024645309529591135,0.005,4943.015415195346,0.2089996337890625,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
