version,period,datetime,cash,position_value,account_value,prev_account_value,return,cost,turnover,positions,cash_ratio,max_single_stock_weight,max_industry_weight_observed,fold,candidate_type,train_start,train_end,valid_start,valid_end,valid_executable_end
no_model_gate,WF1,2019-01-02,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-03,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-04,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-07,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-08,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-09,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-10,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-11,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-14,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-15,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-16,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-17,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-18,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-21,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-22,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-23,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-24,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-25,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-28,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-29,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-30,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-01-31,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-01,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-11,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-12,971965.9895420074,28428.00064086914,1000393.9901828766,1000000.0,0.000393990182876669,14.010000228881836,0.02802000045776367,1,0.971583195301211,0.028416804698789096,0.028416804698789096,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-13,971965.9895420074,28044.001007080078,1000009.9905490875,1000393.9901828766,-0.0003838484012872456,0.0,0.0,1,0.9719562791650895,0.02804372083491048,0.02804372083491048,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-14,971965.9895420074,27875.999450683594,999841.988992691,1000009.9905490875,-0.00016799987798543636,0.0,0.0,1,0.97211959513846,0.027880404861539948,0.027880404861539948,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-15,971965.9895420074,27900.0,999865.9895420074,999841.988992691,2.4004342266792378e-05,0.0,0.0,1,0.9720962606071043,0.027903739392895748,0.027903739392895748,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-18,971965.9895420074,29208.00018310547,1001173.9897251129,999865.9895420074,0.0013081754923023325,0.0,0.0,1,0.9708262495002242,0.029173750499775723,0.029173750499775723,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-19,971965.9895420074,29544.001007080078,1001509.9905490875,1001173.9897251129,0.00033560682501043715,0.0,0.0,1,0.9705005428943526,0.029499457105647338,0.029499457105647338,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-20,971965.9895420074,29916.000366210938,1001881.9899082184,1001509.9905490875,0.00037143849052068134,0.0,0.0,1,0.9701401954845486,0.029859804515451484,0.029859804515451484,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-21,971965.9895420074,30875.999450683594,1002841.988992691,1001881.9899082184,0.0009581957697040178,0.0,0.0,1,0.9692115011242228,0.030788498875777153,0.030788498875777153,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-22,971965.9895420074,30863.99917602539,1002829.9887180328,1002841.988992691,-1.1966266660112801e-05,0.0,0.0,1,0.9692230991062799,0.03077690089372015,0.03077690089372015,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-25,942516.2725763321,60721.998500823975,1003238.2710771561,1002829.9887180328,0.0004071301852921483,14.717499732971191,0.029351933824366978,2,0.9394740010908594,0.03045338259331369,0.03045338259331369,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-26,942516.2725763321,60542.998123168945,1003059.270699501,1003238.2710771561,-0.0001784225969199138,0.0,0.0,2,0.9396416543950108,0.030461807482741358,0.030461807482741358,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-27,942516.2725763321,59816.00046157837,1002332.2730379105,1003059.270699501,-0.0007247803622647542,0.0,0.0,2,0.940323182171631,0.02989028915317116,0.02989028915317116,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-02-28,942516.2725763321,60045.00026702881,1002561.2728433609,1002332.2730379105,0.0002284669581240628,0.0,0.0,2,0.9401083984655269,0.03026747700015127,0.03026747700015127,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-03-01,912911.4774236679,89542.99974441528,1002454.4771680832,1002561.2728433609,-0.0001065228412172603,14.795000076293945,0.02951440570676322,3,0.9106762433767838,0.03013104443991494,0.03013104443991494,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-03-04,853390.7315572739,150179.00080680847,1003569.7323640824,1002454.4771680832,0.0011125245299414832,29.74550018310547,0.05934533858761547,5,0.850355191110601,0.030585818416290274,0.05956935417627876,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-03-05,853390.7315572739,153855.9993982315,1007246.7309555054,1003569.7323640824,0.003663919379833347,0.0,0.0,5,0.8472509320012596,0.032400203929007214,0.06026030873297755,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-03-06,853390.7315572739,156789.9985551834,1010180.7301124573,1007246.7309555054,0.002912890225187148,0.0,0.0,5,0.8447901510279958,0.03410676850101259,0.060896033237855356,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-03-07,853390.7315572739,153140.99876880646,1006531.7303260803,1010180.7301124573,-0.003612224701584621,0.0,0.0,5,0.847852785804185,0.033379972146124114,0.059794437088106486,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-03-08,853390.7315572739,147560.99870204926,1000951.7302593231,1006531.7303260803,-0.005543789528572041,0.0,0.0,5,0.8525793060332493,0.031107395069212278,0.057856933695962315,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-03-11,854090.4917873383,154703.999042511,1008794.4908298493,1000951.7302593231,0.00783530347511796,60.23999881744385,0.05980308229997725,5,0.8466446828875431,0.03319903263643681,0.0635074840936205,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
no_model_gate,WF1,2019-03-12,823883.3953980446,188275.00026226044,1012158.395660305,1008794.4908298493,0.0033345789068381926,15.09600019454956,0.02992879190315833,6,0.8139866239617221,0.03266583493588691,0.063614547574873,WF1,,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
