fold,param_id,threshold,baseline_trades,trades,trade_ratio_vs_baseline,baseline_avg_cash_ratio,avg_cash_ratio,baseline_stop_time_trade_ratio,stop_time_trade_ratio,stop_time_ratio_reduction,total_return_with_cost,eligible,precision_bad_trade,recall_bad_trade,pr_auc,top_decile_bad_rate,filtered_trade_bad_rate,kept_trade_bad_rate,scored_samples,filtered_samples,selected
WF2,lgbm_06,0.55,71,65,0.9154929577464789,0.8964430787860926,0.9098857146528961,0.6338028169014085,0.6461538461538462,-0.019487179487179474,-0.03235222365558155,True,0.7335886214442013,0.4074749316317229,0.7192842574653205,0.647191011235955,0.7335886214442013,0.7445589919816724,4447,1828,False
WF2,lgbm_06,0.6,71,69,0.971830985915493,0.8964430787860926,0.8984618813184091,0.6338028169014085,0.5797101449275363,0.08534621578099842,-0.020991390536034493,True,0.7185056472632494,0.2512914007900334,0.7192842574653205,0.647191011235955,0.7185056472632494,0.7475728155339806,4447,1151,True
WF2,lgbm_06,0.65,71,71,1.0,0.8964430787860926,0.8964430787860926,0.6338028169014085,0.6338028169014085,0.0,-0.031454699127852814,True,0.682615629984051,0.13005165603160135,0.7192842574653205,0.647191011235955,0.682615629984051,0.7494764397905759,4447,627,False
WF2,lgbm_06,0.7,71,71,1.0,0.8964430787860926,0.8964430787860926,0.6338028169014085,0.6338028169014085,0.0,-0.031454699127852814,True,0.622093023255814,0.06502582801580067,0.7192842574653205,0.647191011235955,0.622093023255814,0.7499390689739215,4447,344,False
WF2,lgbm_07,0.5,71,46,0.647887323943662,0.8964430787860926,0.9309569068448214,0.6338028169014085,0.6304347826086957,0.0053140096618357795,-0.02000454159582865,True,0.7367619047619047,0.5876633242175631,0.7224181771874298,0.651685393258427,0.7367619047619047,0.7447859495060373,4447,2625,False
WF2,lgbm_07,0.55,71,66,0.9295774647887324,0.8964430787860926,0.908356396919572,0.6338028169014085,0.6363636363636364,-0.004040404040403955,-0.03138132706296459,True,0.736118455843469,0.422971741112124,0.7224181771874298,0.651685393258427,0.736118455843469,0.7429577464788732,4447,1891,False
WF2,lgbm_07,0.6,71,69,0.971830985915493,0.8964430787860926,0.9028557196515838,0.6338028169014085,0.6231884057971014,0.016747181964573348,-0.035059946227944505,True,0.7187250996015936,0.2740808264965056,0.7224181771874298,0.651685393258427,0.7187250996015936,0.7484335839598998,4447,1255,False
WF2,lgbm_07,0.65,71,71,1.0,0.8964430787860926,0.8964430787860926,0.6338028169014085,0.6338028169014085,0.0,-0.031454699127852814,True,0.7025920873124147,0.15648738985110908,0.7224181771874298,0.651685393258427,0.7025920873124147,0.7474421109316102,4447,733,False
WF2,lgbm_07,0.7,71,71,1.0,0.8964430787860926,0.8964430787860926,0.6338028169014085,0.6338028169014085,0.0,-0.031454699127852814,True,0.6518518518518519,0.08021877848678213,0.7224181771874298,0.651685393258427,0.6518518518518519,0.7488866897575458,4447,405,False
WF2,lgbm_08,0.5,71,44,0.6197183098591549,0.8964430787860926,0.9360043734398512,0.6338028169014085,0.6363636363636364,-0.004040404040403955,-0.015063322871279872,True,0.7426130295478818,0.6338498936493467,0.7357102618016945,0.701123595505618,0.7426130295478818,0.7356532356532357,4447,2809,False
WF2,lgbm_08,0.55,71,54,0.7605633802816901,0.8964430787860926,0.9254347771690407,0.6338028169014085,0.6111111111111112,0.035802469135802456,-0.024038545917629994,True,0.7458208315473639,0.528714676390155,0.7357102618016945,0.701123595505618,0.7458208315473639,0.7336802270577105,4447,2333,False
WF2,lgbm_08,0.6,71,63,0.8873239436619719,0.8964430787860926,0.9119286543460646,0.6338028169014085,0.6031746031746031,0.048324514991181775,-0.027761009156739402,True,0.7383783783783784,0.4150714068672136,0.7357102618016945,0.701123595505618,0.7383783783783784,0.7412398921832885,4447,1850,False
WF2,lgbm_08,0.65,71,67,0.9436619718309859,0.8964430787860926,0.9007607601697969,0.6338028169014085,0.5970149253731343,0.058043117744610434,-0.031693859502720745,True,0.7356406480117821,0.30355515041020964,0.7357102618016945,0.701123595505618,0.7356406480117821,0.7419876982842344,4447,1358,False
WF2,lgbm_08,0.7,71,69,0.971830985915493,0.8964430787860926,0.8976481678334258,0.6338028169014085,0.6086956521739131,0.03961352657004832,-0.027800486145126646,True,0.7267876200640342,0.20692798541476753,0.7357102618016945,0.701123595505618,0.7267876200640342,0.7435897435897436,4447,937,False
WF3,lgbm_01,0.5,98,54,0.5510204081632653,0.8617011673605515,0.9084080529990074,0.6020408163265306,0.6296296296296297,-0.04582548650345263,0.010594510565662185,False,0.7475560667050029,0.7591240875912408,0.7655077495144705,0.7887931034482759,0.7475560667050029,0.710594315245478,4639,3478,False
WF3,lgbm_01,0.55,98,68,0.6938775510204082,0.8617011673605515,0.8864510062606614,0.6020408163265306,0.5882352941176471,0.0229312063808574,0.011710928751432537,True,0.7613981762917933,0.5851094890510949,0.7655077495144705,0.7887931034482759,0.7613981762917933,0.7080219232685601,4639,2632,False
WF3,lgbm_01,0.6,98,84,0.8571428571428571,0.8617011673605515,0.8777321664238722,0.6020408163265306,0.6071428571428571,-0.008474576271186357,-0.004265166784501506,True,0.7662116040955631,0.39328467153284674,0.7655077495144705,0.7887931034482759,0.7662116040955631,0.7212773342589379,4639,1758,False
WF3,lgbm_01,0.65,98,90,0.9183673469387755,0.8617011673605515,0.8699484314330231,0.6020408163265306,0.5888888888888889,0.021845574387947243,-0.0053036756281141795,True,0.7779017857142857,0.2035036496350365,0.7655077495144705,0.7887931034482759,0.7779017857142857,0.7288271440021373,4639,896,False
WF3,lgbm_01,0.7,98,95,0.9693877551020408,0.8617011673605515,0.8651746230870576,0.6020408163265306,0.5894736842105263,0.020874219446922485,-0.011590713031626287,True,0.784741144414169,0.0840875912408759,0.7655077495144705,0.7887931034482759,0.784741144414169,0.7343164794007491,4639,367,False
WF3,lgbm_02,0.5,98,52,0.5306122448979592,0.8617011673605515,0.9229463962184296,0.6020408163265306,0.6923076923076923,-0.14993481095176006,-0.008615805931449283,False,0.7435603892386949,0.7585401459854014,0.7677490118188726,0.8060344827586207,0.7435603892386949,0.7222707423580786,4639,3494,False
WF3,lgbm_02,0.55,98,69,0.7040816326530612,0.8617011673605515,0.9007696361153261,0.6020408163265306,0.6086956521739131,-0.0110537951363302,-0.001362546024275324,True,0.7467028704422033,0.5620437956204379,0.7677490118188726,0.8060344827586207,0.7467028704422033,0.727802037845706,4639,2578,False
WF3,lgbm_02,0.6,98,84,0.8571428571428571,0.8617011673605515,0.8750831252080565,0.6020408163265306,0.5952380952380952,0.0112994350282486,-0.001657897916102935,True,0.7621794871794871,0.34715328467153284,0.7677490118188726,0.8060344827586207,0.7621794871794871,0.7262098083793439,4639,1560,False
WF3,lgbm_02,0.65,98,93,0.9489795918367347,0.8617011673605515,0.8676573660268364,0.6020408163265306,0.5913978494623656,0.017678148350646936,-0.009723076564813304,True,0.7916666666666666,0.15532846715328466,0.7677490118188726,0.8060344827586207,0.7916666666666666,0.7292664481976304,4639,672,False
WF3,lgbm_02,0.7,98,97,0.9897959183673469,0.8617011673605515,0.8628365055846426,0.6020408163265306,0.5979381443298969,0.0068146077232221144,-0.01953488592780883,True,0.916030534351145,0.035036496350364967,0.7677490118188726,0.8060344827586207,0.916030534351145,0.7331410825199645,4639,131,False
WF3,lgbm_03,0.5,98,57,0.5816326530612245,0.8617011673605515,0.9114367498089909,0.6020408163265306,0.6140350877192983,-0.01992268807612254,-0.0028915966570021157,False,0.7450980392156863,0.7433576642335766,0.7727917243743376,0.8168103448275862,0.7450980392156863,0.7193126022913257,4639,3417,False
WF3,lgbm_03,0.55,98,71,0.7244897959183674,0.8617011673605515,0.8887581560471527,0.6020408163265306,0.6056338028169014,-0.005968011458581947,0.0005809058363910324,True,0.7549128661475714,0.5944525547445255,0.7727917243743376,0.8168103448275862,0.7549128661475714,0.7152420185375901,4639,2697,False
WF3,lgbm_03,0.6,98,82,0.8367346938775511,0.8617011673605515,0.8768796612186455,0.6020408163265306,0.5853658536585366,0.027697395618024038,0.005241276857411492,True,0.7661458333333333,0.4294890510948905,0.7727917243743376,0.8168103448275862,0.7661458333333333,0.7186465612357484,4639,1920,False
WF3,lgbm_03,0.65,98,91,0.9285714285714286,0.8617011673605515,0.8705171094664399,0.6020408163265306,0.5934065934065934,0.014341590612777054,-0.012294985855293872,True,0.7791199309749784,0.26364963503649635,0.7727917243743376,0.8168103448275862,0.7791199309749784,0.7247126436781609,4639,1159,False
WF3,lgbm_03,0.7,98,96,0.9795918367346939,0.8617011673605515,0.867020414894507,0.6020408163265306,0.6041666666666666,-0.0035310734463276186,-0.019387557584536697,True,0.8013245033112583,0.1413138686131387,0.7727917243743376,0.8168103448275862,0.8013245033112583,0.7288723667905824,4639,604,False
WF3,lgbm_04,0.5,98,63,0.6428571428571429,0.8617011673605515,0.8994592525909557,0.6020408163265306,0.6190476190476191,-0.0282485875706215,0.002169599200296357,True,0.7454761198457431,0.7337226277372263,0.7683415363635445,0.8060344827586207,0.7454761198457431,0.7192429022082019,4639,3371,False
