fold,param_id,threshold,baseline_trades,trades,trade_ratio_vs_baseline,baseline_avg_cash_ratio,avg_cash_ratio,baseline_stop_time_trade_ratio,stop_time_trade_ratio,stop_time_ratio_reduction,total_return_with_cost,eligible,precision_bad_trade,recall_bad_trade,pr_auc,top_decile_bad_rate,filtered_trade_bad_rate,kept_trade_bad_rate,scored_samples,filtered_samples,selected
WF3,lgbm_04,0.55,98,71,0.7244897959183674,0.8617011673605515,0.8842571498810088,0.6020408163265306,0.5915492957746479,0.017426593459059465,0.002583564440404862,True,0.7506601282534893,0.581021897810219,0.7683415363635445,0.8060344827586207,0.7506601282534893,0.721830985915493,4639,2651,False
WF3,lgbm_04,0.6,98,84,0.8571428571428571,0.8617011673605515,0.8768893582776359,0.6020408163265306,0.5952380952380952,0.0112994350282486,-0.002985213656545027,True,0.7711682743837085,0.42014598540145986,0.7683415363635445,0.8060344827586207,0.7711682743837085,0.7161918499819689,4639,1866,False
WF3,lgbm_04,0.65,98,89,0.9081632653061225,0.8617011673605515,0.870013619646127,0.6020408163265306,0.5955056179775281,0.010855075223766887,-0.002064195857406026,True,0.7747252747252747,0.247007299270073,0.7683415363635445,0.8060344827586207,0.7747252747252747,0.7270933182971525,4639,1092,False
WF3,lgbm_04,0.7,98,96,0.9795918367346939,0.8617011673605515,0.8643145147153422,0.6020408163265306,0.59375,0.01377118644067797,-0.013263828366173014,True,0.8003802281368821,0.12291970802919708,0.7683415363635445,0.8060344827586207,0.8003802281368821,0.7303671286165816,4639,526,False
WF3,lgbm_05,0.5,98,58,0.5918367346938775,0.8617011673605515,0.9129940946718617,0.6020408163265306,0.6379310344827587,-0.05961426066627712,-0.001003954324007017,False,0.7408045977011494,0.7527007299270073,0.7679241990761422,0.8125,0.7408045977011494,0.730802415875755,4639,3480,False
WF3,lgbm_05,0.55,98,72,0.7346938775510204,0.8617011673605515,0.8912006657219178,0.6020408163265306,0.5972222222222222,0.008003766478342774,0.001995536083388094,True,0.7492784992784993,0.6064233576642336,0.7679241990761422,0.8125,0.7492784992784993,0.7220139260846278,4639,2772,False
WF3,lgbm_05,0.6,98,86,0.8775510204081632,0.8617011673605515,0.8726171361777141,0.6020408163265306,0.5930232558139535,0.014978320851399204,-0.0011426600939991038,True,0.7611788617886179,0.43737226277372265,0.7679241990761422,0.8125,0.7611788617886179,0.7214526394608761,4639,1968,False
WF3,lgbm_05,0.65,98,92,0.9387755102040817,0.8617011673605515,0.8677989859947552,0.6020408163265306,0.5978260869565217,0.007000736919675775,-0.0073939518926863235,True,0.775089605734767,0.25255474452554744,0.7679241990761422,0.8125,0.775089605734767,0.7266534203803576,4639,1116,False
WF3,lgbm_05,0.7,98,96,0.9795918367346939,0.8617011673605515,0.8670620493404072,0.6020408163265306,0.59375,0.01377118644067797,-0.01893489673610993,True,0.8122529644268774,0.12,0.7679241990761422,0.8125,0.8122529644268774,0.7292523590612147,4639,506,False
WF3,lgbm_06,0.5,98,56,0.5714285714285714,0.8617011673605515,0.9149289788857263,0.6020408163265306,0.625,-0.03813559322033898,-0.005260667576217792,False,0.742644958583262,0.7591240875912408,0.7688501080037564,0.8081896551724138,0.742644958583262,0.7249560632688928,4639,3501,False
WF3,lgbm_06,0.55,98,72,0.7346938775510204,0.8617011673605515,0.8872983133274723,0.6020408163265306,0.5833333333333334,0.03107344632768356,0.0031401476251480265,True,0.7488064634594197,0.5953284671532847,0.7688501080037564,0.8081896551724138,0.7488064634594197,0.7233820459290188,4639,2723,True
WF3,lgbm_06,0.6,98,85,0.8673469387755102,0.8617011673605515,0.8753932234103527,0.6020408163265306,0.6,0.003389830508474617,-0.0009153463133576567,True,0.769916142557652,0.4289051094890511,0.7688501080037564,0.8081896551724138,0.769916142557652,0.7162211644086415,4639,1908,False
WF3,lgbm_06,0.65,98,93,0.9489795918367347,0.8617011673605515,0.8676745899324969,0.6020408163265306,0.5913978494623656,0.017678148350646936,-0.009048018069625408,True,0.7791164658634538,0.22656934306569343,0.7688501080037564,0.8081896551724138,0.7791164658634538,0.7271479549821576,4639,996,False
WF3,lgbm_06,0.7,98,97,0.9897959183673469,0.8617011673605515,0.8661924124552662,0.6020408163265306,0.5979381443298969,0.0068146077232221144,-0.020201696436656147,True,0.8328981723237598,0.09313868613138686,0.7688501080037564,0.8081896551724138,0.8328981723237598,0.7297932330827067,4639,383,False
WF3,lgbm_07,0.5,98,58,0.5918367346938775,0.8617011673605515,0.9128710150651376,0.6020408163265306,0.6551724137931034,-0.08825248392752771,0.009924386181676237,False,0.745086869837653,0.7637956204379562,0.7735015464149034,0.8318965517241379,0.745086869837653,0.7171985815602837,4639,3511,False
WF3,lgbm_07,0.55,98,70,0.7142857142857143,0.8617011673605515,0.8917347579119379,0.6020408163265306,0.6,0.003389830508474617,0.005630351011431278,True,0.7506181561285765,0.6204379562043796,0.7735015464149034,0.8318965517241379,0.7506181561285765,0.7190265486725663,4639,2831,False
WF3,lgbm_07,0.6,98,81,0.826530612244898,0.8617011673605515,0.8783187099222548,0.6020408163265306,0.5925925925925926,0.01569365976145643,0.00011488045659024948,True,0.7585377585377585,0.46043795620437955,0.7735015464149034,0.8318965517241379,0.7585377585377585,0.721875,4639,2079,False
WF3,lgbm_07,0.65,98,92,0.9387755102040817,0.8617011673605515,0.8694410527780662,0.6020408163265306,0.5978260869565217,0.007000736919675775,-0.012673583047235648,True,0.7744714173844949,0.28875912408759125,0.7735015464149034,0.8318965517241379,0.7744714173844949,0.7245687091017252,4639,1277,False
WF3,lgbm_07,0.7,98,95,0.9693877551020408,0.8617011673605515,0.8661144237495035,0.6020408163265306,0.5894736842105263,0.020874219446922485,-0.013003279894531428,True,0.8133971291866029,0.14890510948905109,0.7735015464149034,0.8318965517241379,0.8133971291866029,0.7265702891326022,4639,627,False
WF3,lgbm_08,0.5,98,59,0.6020408163265306,0.8617011673605515,0.9058059245837236,0.6020408163265306,0.6440677966101694,-0.06980752657282381,0.004615196675729516,True,0.7435225618631732,0.7456934306569343,0.7598562527144237,0.7693965517241379,0.7435225618631732,0.723421926910299,4639,3435,False
WF3,lgbm_08,0.55,98,68,0.6938775510204082,0.8617011673605515,0.8958433715933384,0.6020408163265306,0.6176470588235294,-0.02592223330009974,-0.004841352883995009,True,0.7518531591951995,0.621897810218978,0.7598562527144237,0.7693965517241379,0.7518531591951995,0.7170542635658915,4639,2833,False
WF3,lgbm_08,0.6,98,75,0.7653061224489796,0.8617011673605515,0.8869439984126862,0.6020408163265306,0.6,0.003389830508474617,-0.010099936846089452,True,0.7659574468085106,0.494014598540146,0.7598562527144237,0.7693965517241379,0.7659574468085106,0.7131687242798354,4639,2209,False
WF3,lgbm_08,0.65,98,85,0.8673469387755102,0.8617011673605515,0.8747283092809464,0.6020408163265306,0.5882352941176471,0.0229312063808574,0.0006300695158834024,True,0.7663185378590078,0.34277372262773725,0.7598562527144237,0.7693965517241379,0.7663185378590078,0.7244930801416157,4639,1532,False
WF3,lgbm_08,0.7,98,90,0.9183673469387755,0.8617011673605515,0.8692548654825821,0.6020408163265306,0.5888888888888889,0.021845574387947243,-0.0025176237290385206,True,0.7673098751418842,0.19737226277372263,0.7598562527144237,0.7693965517241379,0.7673098751418842,0.731506120276743,4639,881,False
WF4,lgbm_01,0.5,24,15,0.625,0.9704858291871519,0.9765794623543234,0.7083333333333334,0.5333333333333333,0.2470588235294118,-0.01097851495218305,True,0.7853560682046138,0.49029430181590483,0.7952509379238465,0.8495145631067961,0.7853560682046138,0.7664783427495292,4118,1994,True
WF4,lgbm_01,0.55,24,20,0.8333333333333334,0.9704858291871519,0.9754853620836713,0.7083333333333334,0.65,0.0823529411764706,-0.017599802934551434,True,0.7992831541218638,0.27927363807138383,0.7952509379238465,0.8495145631067961,0.7992831541218638,0.7668221185876083,4118,1116,False
WF4,lgbm_01,0.6,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.8407494145199064,0.1123982467125861,0.7952509379238465,0.8495145631067961,0.8407494145199064,0.7680845299376863,4118,427,False
WF4,lgbm_01,0.65,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.8913043478260869,0.02567313713212273,0.7952509379238465,0.8495145631067961,0.8913043478260869,0.7729756582215599,4118,92,False
WF4,lgbm_01,0.7,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,1.0,0.00031308703819661864,0.7952509379238465,0.8495145631067961,1.0,0.7755647316006801,4118,1,False
WF4,lgbm_02,0.5,24,12,0.5,0.9704858291871519,0.9787550998991689,0.7083333333333334,0.4166666666666667,0.4117647058823529,-0.005214127054596118,False,0.7762367082755433,0.5256731371321227,0.7951616605284427,0.8422330097087378,0.7762367082755433,0.7749360613810742,4118,2163,False
WF4,lgbm_02,0.55,24,21,0.875,0.9704858291871519,0.9734626492369797,0.7083333333333334,0.6666666666666666,0.05882352941176481,-0.021076080818939524,True,0.7922077922077922,0.2864746399499061,0.7951616605284427,0.8422330097087378,0.7922077922077922,0.7691528855889301,4118,1155,False
WF4,lgbm_02,0.6,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.8541666666666666,0.10269254852849093,0.7951616605284427,0.8422330097087378,0.8541666666666666,0.7675415104445634,4118,384,False
WF4,lgbm_02,0.65,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.7941176470588235,0.008453350031308704,0.7951616605284427,0.8422330097087378,0.7941176470588235,0.7754652301665035,4118,34,False
WF4,lgbm_02,0.7,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,,0.0,0.7951616605284427,0.8422330097087378,,0.7756192326372026,4118,0,False
WF4,lgbm_03,0.5,24,16,0.6666666666666666,0.9704858291871519,0.9764297037904168,0.7083333333333334,0.5625,0.20588235294117652,-0.010461185300255083,True,0.7810969637610186,0.49937382592360674,0.7971827072134832,0.8592233009708737,0.7810969637610186,0.7702312138728323,4118,2042,False
WF4,lgbm_03,0.55,24,21,0.875,0.9704858291871519,0.9735036239109124,0.7083333333333334,0.6666666666666666,0.05882352941176481,-0.022817820585871007,True,0.7919354838709678,0.30745147150907953,0.7971827072134832,0.8592233009708737,0.7919354838709678,0.768589298123697,4118,1240,False
WF4,lgbm_03,0.6,24,23,0.9583333333333334,0.9704858291871519,0.9706623010481042,0.7083333333333334,0.6956521739130435,0.017902813299232816,-0.02346772826929122,True,0.8393162393162393,0.15372573575453977,0.7971827072134832,0.8592233009708737,0.8393162393162393,0.7650721766204359,4118,585,False
WF4,lgbm_03,0.65,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.8654970760233918,0.046336881653099564,0.7971827072134832,0.8592233009708737,0.8654970760233918,0.7717253610336965,4118,171,False
WF4,lgbm_03,0.7,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.8260869565217391,0.005948653725735754,0.7971827072134832,0.8592233009708737,0.8260869565217391,0.7753357753357754,4118,23,False
WF4,lgbm_04,0.5,24,14,0.5833333333333334,0.9704858291871519,0.9774587777467351,0.7083333333333334,0.5,0.29411764705882354,-0.00958744346075091,False,0.7813638729828214,0.46994364433312463,0.7977627335420454,0.8519417475728155,0.7813638729828214,0.7705962676376877,4118,1921,False
WF4,lgbm_04,0.55,24,20,0.8333333333333334,0.9704858291871519,0.9745733778497795,0.7083333333333334,0.65,0.0823529411764706,-0.019874933909893255,True,0.7981418918918919,0.29586725109580464,0.7977627335420454,0.8519417475728155,0.7981418918918919,0.7665303340149966,4118,1184,False
WF4,lgbm_04,0.6,24,22,0.9166666666666666,0.9704858291871519,0.9724145788852906,0.7083333333333334,0.6818181818181818,0.037433155080214026,-0.022123180350876015,True,0.8239316239316239,0.1509079524107702,0.7977627335420454,0.8519417475728155,0.8239316239316239,0.7676195867534673,4118,585,False
WF4,lgbm_04,0.65,24,23,0.9583333333333334,0.9704858291871519,0.9715805145652996,0.7083333333333334,0.6956521739130435,0.017902813299232816,-0.02119259729394929,True,0.8994708994708994,0.053224796493425174,0.7977627335420454,0.8519417475728155,0.8994708994708994,0.7696614914736574,4118,189,False
WF4,lgbm_04,0.7,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.8461538461538461,0.0068879148403256105,0.7977627335420454,0.8519417475728155,0.8461538461538461,0.7751710654936461,4118,26,False
WF4,lgbm_05,0.5,24,13,0.5416666666666666,0.9704858291871519,0.9778524503421833,0.7083333333333334,0.46153846153846156,0.34841628959276016,-0.0051319483222962425,False,0.7801583605030274,0.5244207889793363,0.7958599309943801,0.8422330097087378,0.7801583605030274,0.7706747843734145,4118,2147,False
WF4,lgbm_05,0.55,24,20,0.8333333333333334,0.9704858291871519,0.9745733778497795,0.7083333333333334,0.65,0.0823529411764706,-0.019874933909893255,True,0.7864992150706437,0.3137132122730119,0.7958599309943801,0.8422330097087378,0.7864992150706437,0.770745428973277,4118,1274,False
WF4,lgbm_05,0.6,24,23,0.9583333333333334,0.9704858291871519,0.9715805145652996,0.7083333333333334,0.6956521739130435,0.017902813299232816,-0.02119259729394929,True,0.8385321100917431,0.14308077645585474,0.7958599309943801,0.8422330097087378,0.8385321100917431,0.7660229499020431,4118,545,False
WF4,lgbm_05,0.65,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.8618421052631579,0.04101440200375704,0.7958599309943801,0.8422330097087378,0.8618421052631579,0.7723146747352496,4118,152,False
WF4,lgbm_05,0.7,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.8333333333333334,0.0015654351909830933,0.7958599309943801,0.8422330097087378,0.8333333333333334,0.7755350194552529,4118,6,False
WF4,lgbm_06,0.5,24,14,0.5833333333333334,0.9704858291871519,0.9770413470841525,0.7083333333333334,0.5,0.29411764705882354,-0.0067544959265233295,False,0.780214424951267,0.5012523481527865,0.8021643390579342,0.866504854368932,0.780214424951267,0.7710551790900291,4118,2052,False
WF4,lgbm_06,0.55,24,21,0.875,0.9704858291871519,0.9735036239109124,0.7083333333333334,0.6666666666666666,0.05882352941176481,-0.022817820585871007,True,0.801452784503632,0.3108954289292423,0.8021643390579342,0.866504854368932,0.801452784503632,0.7645015630427232,4118,1239,False
WF4,lgbm_06,0.6,24,22,0.9166666666666666,0.9704858291871519,0.9717736190776002,0.7083333333333334,0.6818181818181818,0.037433155080214026,-0.022266581360244952,True,0.8312611012433393,0.14652473387601753,0.8021643390579342,0.866504854368932,0.8312611012433393,0.7668073136427567,4118,563,False
WF4,lgbm_06,0.65,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.9083969465648855,0.03725735754539762,0.8021643390579342,0.866504854368932,0.9083969465648855,0.7712565838976674,4118,131,False
WF4,lgbm_06,0.7,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,1.0,0.00031308703819661864,0.8021643390579342,0.866504854368932,1.0,0.7755647316006801,4118,1,False
WF4,lgbm_07,0.5,24,13,0.5416666666666666,0.9704858291871519,0.9780527571622195,0.7083333333333334,0.46153846153846156,0.34841628959276016,-0.00486865990829477,False,0.7859237536656891,0.5034439574201628,0.8030977051017907,0.8446601941747572,0.7859237536656891,0.7654440154440154,4118,2046,False
WF4,lgbm_07,0.55,24,21,0.875,0.9704858291871519,0.9721240598165463,0.7083333333333334,0.6666666666666666,0.05882352941176481,-0.019643552669573072,True,0.798937784522003,0.32968065122103946,0.8030977051017907,0.8446601941747572,0.798937784522003,0.7646428571428572,4118,1318,False
WF4,lgbm_07,0.6,24,22,0.9166666666666666,0.9704858291871519,0.9717736190776002,0.7083333333333334,0.6818181818181818,0.037433155080214026,-0.022266581360244952,True,0.8264580369843528,0.18190356919223544,0.8030977051017907,0.8446601941747572,0.8264580369843528,0.7651537335285505,4118,703,False
WF4,lgbm_07,0.65,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.8759398496240601,0.07294927989981215,0.8030977051017907,0.8446601941747572,0.8759398496240601,0.7686915887850467,4118,266,False
WF4,lgbm_07,0.7,24,24,1.0,0.9704858291871519,0.9704858291871519,0.7083333333333334,0.7083333333333334,0.0,-0.022059270809602904,True,0.9512195121951219,0.012210394489668128,0.8030977051017907,0.8446601941747572,0.9512195121951219,0.7738533235221977,4118,41,False
WF4,lgbm_08,0.5,24,12,0.5,0.9704858291871519,0.9782220249769767,0.7083333333333334,0.4166666666666667,0.4117647058823529,-0.009341674623155827,False,0.7848289538919186,0.49561678146524735,0.7973124325578557,0.8325242718446602,0.7848289538919186,0.7667777248929082,4118,2017,False
WF4,lgbm_08,0.55,24,20,0.8333333333333334,0.9704858291871519,0.9728230912255725,0.7083333333333334,0.6,0.1529411764705883,-0.018662823207473922,True,0.789736279401283,0.34690043832185347,0.7973124325578557,0.8325242718446602,0.789736279401283,0.7683241252302025,4118,1403,False
WF4,lgbm_08,0.6,24,21,0.875,0.9704858291871519,0.9737559437602438,0.7083333333333334,0.6666666666666666,0.05882352941176481,-0.01704856370892538,True,0.8078703703703703,0.2185347526612398,0.7973124325578557,0.8325242718446602,0.8078703703703703,0.7670559311616472,4118,864,False
WF4,lgbm_08,0.65,24,23,0.9583333333333334,0.9704858291871519,0.9715945830290353,0.7083333333333334,0.6956521739130435,0.017902813299232816,-0.020858123900556746,True,0.8288888888888889,0.11678146524733876,0.7973124325578557,0.8325242718446602,0.8288888888888889,0.7690839694656488,4118,450,False
WF4,lgbm_08,0.7,24,23,0.9583333333333334,0.9704858291871519,0.9715945830290353,0.7083333333333334,0.6956521739130435,0.017902813299232816,-0.020858123900556746,True,0.8707865168539326,0.04852849092047589,0.7973124325578557,0.8325242718446602,0.8707865168539326,0.7713197969543147,4118,178,False
WF5,lgbm_01,0.5,18,16,0.8888888888888888,0.9859190708883242,0.9869812743710497,0.7777777777777778,0.75,0.035714285714285726,-0.017466711173891758,True,0.8239254272397721,0.5358706635230718,0.7998553299646038,0.7368421052631579,0.8239254272397721,0.8241626794258373,3603,1931,True
WF5,lgbm_01,0.55,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7939011566771819,0.25429437521050857,0.7998553299646038,0.7368421052631579,0.7939011566771819,0.834841628959276,3603,951,False
WF5,lgbm_01,0.6,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7494145199063232,0.10778039744021556,0.7998553299646038,0.7368421052631579,0.7494145199063232,0.8340680100755667,3603,427,False
WF5,lgbm_01,0.65,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.6774193548387096,0.03536544291007073,0.7998553299646038,0.7368421052631579,0.6774193548387096,0.8306264501160093,3603,155,False
WF5,lgbm_01,0.7,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.29411764705882354,0.001684068710003368,0.7998553299646038,0.7368421052631579,0.29411764705882354,0.826547685443391,3603,17,False
WF5,lgbm_02,0.5,18,16,0.8888888888888888,0.9859190708883242,0.9869812743710497,0.7777777777777778,0.75,0.035714285714285726,-0.017466711173891758,True,0.8243037974683545,0.5483327719770966,0.800270616380687,0.7479224376731302,0.8243037974683545,0.8237100737100738,3603,1975,False
WF5,lgbm_02,0.55,18,17,0.9444444444444444,0.9859190708883242,0.9864054619450581,0.7777777777777778,0.7647058823529411,0.016806722689075713,-0.017711904453921123,True,0.7942973523421588,0.26271471876052543,0.800270616380687,0.7479224376731302,0.7942973523421588,0.8351774132010683,3603,982,False
WF5,lgbm_02,0.6,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7386759581881533,0.07140451330414281,0.800270616380687,0.7479224376731302,0.7386759581881533,0.8314234016887817,3603,287,False
WF5,lgbm_02,0.65,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.5333333333333333,0.008083529808016167,0.800270616380687,0.7479224376731302,0.5333333333333333,0.8277121978639685,3603,45,False
WF5,lgbm_02,0.7,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,,0.0,0.800270616380687,0.7479224376731302,,0.8240355259505967,3603,0,False
WF5,lgbm_03,0.5,18,14,0.7777777777777778,0.9859190708883242,0.9890939785061448,0.7777777777777778,0.7857142857142857,-0.010204081632653024,-0.015931821044420924,True,0.8268858800773694,0.5759514988211519,0.8020688590555908,0.7590027700831025,0.8268858800773694,0.8201954397394137,3603,2068,False
WF5,lgbm_03,0.55,18,17,0.9444444444444444,0.9859190708883242,0.9864054619450581,0.7777777777777778,0.7647058823529411,0.016806722689075713,-0.017711904453921123,True,0.8079739625711961,0.33445604580666893,0.8020688590555908,0.7590027700831025,0.8079739625711961,0.8323504633529908,3603,1229,False
WF5,lgbm_03,0.6,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7859531772575251,0.1583024587403166,0.8020688590555908,0.7590027700831025,0.7859531772575251,0.8316139767054909,3603,598,False
WF5,lgbm_03,0.65,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7203791469194313,0.05119568878410239,0.8020688590555908,0.7590027700831025,0.7203791469194313,0.8304834905660378,3603,211,False
WF5,lgbm_03,0.7,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.5428571428571428,0.006399461098012799,0.8020688590555908,0.7590027700831025,0.5428571428571428,0.8267937219730942,3603,35,False
WF5,lgbm_04,0.5,18,15,0.8333333333333334,0.9859190708883242,0.9883633828524327,0.7777777777777778,0.8,-0.028571428571428612,-0.018357184976076857,True,0.8267716535433071,0.5658470865611317,0.8094075393470086,0.7673130193905817,0.8267716535433071,0.8204964990451942,3603,2032,False
WF5,lgbm_04,0.55,18,17,0.9444444444444444,0.9859190708883242,0.9864054619450581,0.7777777777777778,0.7647058823529411,0.016806722689075713,-0.017711904453921123,True,0.8171238570241064,0.3310879083866622,0.8094075393470086,0.7673130193905817,0.8171238570241064,0.8275,3603,1203,False
WF5,lgbm_04,0.6,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7931654676258992,0.14853486022229706,0.8094075393470086,0.7673130193905817,0.7931654676258992,0.8296685264194289,3603,556,False
WF5,lgbm_04,0.65,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7305699481865285,0.047490737622094985,0.8094075393470086,0.7673130193905817,0.7305699481865285,0.829325513196481,3603,193,False
WF5,lgbm_04,0.7,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.5757575757575758,0.006399461098012799,0.8094075393470086,0.7673130193905817,0.5757575757575758,0.8263305322128851,3603,33,False
WF5,lgbm_05,0.5,18,14,0.7777777777777778,0.9859190708883242,0.9894363636592952,0.7777777777777778,0.7857142857142857,-0.010204081632653024,-0.017416894580340125,True,0.8274881516587678,0.5880767935331761,0.8082294158753337,0.7700831024930748,0.8274881516587678,0.8191560616208975,3603,2110,False
WF5,lgbm_05,0.55,18,16,0.8888888888888888,0.9859190708883242,0.9877879154956514,0.7777777777777778,0.8125,-0.04464285714285712,-0.018602378256106222,True,0.8093322606596943,0.33883462445267765,0.8082294158753337,0.7700831024930748,0.8093322606596943,0.8317796610169491,3603,1243,False
WF5,lgbm_05,0.6,18,17,0.9444444444444444,0.9859190708883242,0.9864054619450581,0.7777777777777778,0.7647058823529411,0.016806722689075713,-0.017711904453921123,True,0.7857142857142857,0.13708319299427416,0.8082294158753337,0.7700831024930748,0.7857142857142857,0.8304700162074554,3603,518,False
WF5,lgbm_05,0.65,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7283950617283951,0.039744021556079485,0.8082294158753337,0.7700831024930748,0.7283950617283951,0.8285382156349899,3603,162,False
WF5,lgbm_05,0.7,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7222222222222222,0.004378578646008757,0.8082294158753337,0.7700831024930748,0.7222222222222222,0.8245467224546722,3603,18,False
WF5,lgbm_06,0.5,18,14,0.7777777777777778,0.9859190708883242,0.9894363636592952,0.7777777777777778,0.7857142857142857,-0.010204081632653024,-0.017416894580340125,True,0.8283796740172579,0.5820141461771641,0.8076339901954563,0.7645429362880887,0.8283796740172579,0.8180619644034278,3603,2086,False
WF5,lgbm_06,0.55,18,16,0.8888888888888888,0.9859190708883242,0.9877879154956514,0.7777777777777778,0.8125,-0.04464285714285712,-0.018602378256106222,True,0.8105691056910569,0.33580330077467163,0.8076339901954563,0.7645429362880887,0.8105691056910569,0.831015592077539,3603,1230,False
WF5,lgbm_06,0.6,18,17,0.9444444444444444,0.9859190708883242,0.9864054619450581,0.7777777777777778,0.7647058823529411,0.016806722689075713,-0.017711904453921123,True,0.7867924528301887,0.1404513304142809,0.8076339901954563,0.7645429362880887,0.7867924528301887,0.8304588350146437,3603,530,False
WF5,lgbm_06,0.65,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.6901408450704225,0.033007746716066017,0.8076339901954563,0.7645429362880887,0.6901408450704225,0.8295290378503323,3603,142,False
WF5,lgbm_06,0.7,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.5714285714285714,0.002694509936005389,0.8076339901954563,0.7645429362880887,0.5714285714285714,0.8250208971858456,3603,14,False
WF5,lgbm_07,0.5,18,15,0.8333333333333334,0.9859190708883242,0.9883633828524327,0.7777777777777778,0.8,-0.028571428571428612,-0.018357184976076857,True,0.8298072402444758,0.5944762546311889,0.8105234298045163,0.7839335180055401,0.8298072402444758,0.8157181571815718,3603,2127,False
WF5,lgbm_07,0.55,18,15,0.8333333333333334,0.9859190708883242,0.9883633828524327,0.7777777777777778,0.8,-0.028571428571428612,-0.018357184976076857,True,0.8256676557863502,0.37487369484674976,0.8105234298045163,0.7839335180055401,0.8256676557863502,0.823059866962306,3603,1348,False
WF5,lgbm_07,0.6,18,17,0.9444444444444444,0.9859190708883242,0.9864054619450581,0.7777777777777778,0.7647058823529411,0.016806722689075713,-0.017711904453921123,True,0.7944606413994169,0.18356348939036712,0.8105234298045163,0.7839335180055401,0.7944606413994169,0.8309907439149812,3603,686,False
WF5,lgbm_07,0.65,18,18,1.0,0.9859190708883242,0.9859190708883242,0.7777777777777778,0.7777777777777778,0.0,-0.01885675465810288,True,0.7592592592592593,0.06904681711013809,0.8105234298045163,0.7839335180055401,0.7592592592592593,0.8292829282928292,3603,270,False
