industry,task,fold_id,contract_id,top_split_features,common_feature_pairs,feature_family_pair_frequency,approximate_threshold_quantile_bucket,path_support_count,path_fold_presence,path_interpretation_text
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,higher_low_count_20d,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q38,45,fold_2022,higher_low_count_20d split appears in 45/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q30,40,fold_2022,launch_gain_from_recent_low_60d split appears in 40/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q50,39,fold_2022,prelaunch_drawdown_120d split appears in 39/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_industry,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q40,37,fold_2022,relative_ret20_vs_industry split appears in 37/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q45,36,fold_2022,industry_breadth_20d split appears in 36/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,rolling_range_20d,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q63,32,fold_2022,rolling_range_20d split appears in 32/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,atr20_pct,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q40,27,fold_2022,atr20_pct split appears in 27/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_benchmark,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q23,25,fold_2022,relative_ret20_vs_benchmark split appears in 25/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,upper_shadow_pct,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q55,24,fold_2022,upper_shadow_pct split appears in 24/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q19,21,fold_2022,ret_rank_20d_market split appears in 21/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,money_ratio_20,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q59,16,fold_2022,money_ratio_20 split appears in 16/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,lower_shadow_pct,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q50,14,fold_2022,lower_shadow_pct split appears in 14/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,close_location,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q76,9,fold_2022,close_location split appears in 9/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,market_regime,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,categorical_or_unavailable,7,fold_2022,market_regime split appears in 7/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,failure_decision_window,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q33,3,fold_2022,failure_decision_window split appears in 3/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q29,60,fold_2023,launch_gain_from_recent_low_120d split appears in 60/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_industry,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q40,49,fold_2023,relative_ret20_vs_industry split appears in 49/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,ret_rank_20d_industry,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q29,48,fold_2023,ret_rank_20d_industry split appears in 48/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,higher_low_count_20d,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q41,47,fold_2023,higher_low_count_20d split appears in 47/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q43,41,fold_2023,prelaunch_drawdown_120d split appears in 41/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,rolling_range_20d,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q48,35,fold_2023,rolling_range_20d split appears in 35/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,atr20_pct,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q73,33,fold_2023,atr20_pct split appears in 33/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q27,31,fold_2023,launch_gain_from_recent_low_60d split appears in 31/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,close_location,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q65,27,fold_2023,close_location split appears in 27/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,money_ratio_20,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q55,26,fold_2023,money_ratio_20 split appears in 26/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q19,23,fold_2023,ret_rank_20d_market split appears in 23/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,lower_shadow_pct,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q44,22,fold_2023,lower_shadow_pct split appears in 22/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_benchmark,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q22,21,fold_2023,relative_ret20_vs_benchmark split appears in 21/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q37,19,fold_2023,industry_breadth_20d split appears in 19/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,upper_shadow_pct,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q59,17,fold_2023,upper_shadow_pct split appears in 17/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,market_regime,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,categorical_or_unavailable,7,fold_2023,market_regime split appears in 7/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,launch_variant,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,categorical_or_unavailable,3,fold_2023,launch_variant split appears in 3/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,failure_decision_window,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,higher_low_count_20d+ret_rank_20d_industry:20;launch_gain_from_recent_low_120d+relative_ret20_vs_industry:20;launch_gain_from_recent_low_120d+ret_rank_20d_industry:17;higher_low_count_20d+launch_gain_from_recent_low_120d:16;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:16,q33,3,fold_2023,failure_decision_window split appears in 3/512 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,rolling_range_20d,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q53,75,fold_2024,rolling_range_20d split appears in 75/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q56,58,fold_2024,launch_gain_from_recent_low_120d split appears in 58/588 locked T1 splits; diagnostic only
