primitive_id,industry,task,primitive_type,null_adjusted_signal_status,manual_primitive_allowed_for_p0_9c,real_metric_name,real_metric_formula_text,higher_is_better,denominator_scope,aggregation_policy,real_metric,null_mean,null_p95,empirical_p_value,allowed_for_p0_9c_due_to_null
auto_industry_relative_strength_repair,汽车,industry_launch_winner_score_lgbm,three_way_context_primitive,collapsed_under_null,False,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,False
auto_volatility_expansion_not_destructive,汽车,industry_launch_winner_score_lgbm,three_way_context_primitive,collapsed_under_null,False,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,False
auto_industry_breadth_support,汽车,industry_launch_winner_score_lgbm,pairwise_interaction_primitive,collapsed_under_null,False,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,False
auto_destructive_high_vol_rank_evaporation,汽车,industry_failure_reject_score_lgbm,failure_warning_primitive,collapsed_under_null,False,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.6437432022612055,0.9500774943393206,2.137568876731814,0.76,False
auto_industry_breadth_failure,汽车,industry_failure_reject_score_lgbm,failure_warning_primitive,collapsed_under_null,False,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.8699799196562885,0.9363726990277039,1.671791911320361,0.615,False
electronics_breadth_rank_persistence,电子,industry_launch_winner_score_lgbm,pairwise_interaction_primitive,collapsed_under_null,False,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,False
electronics_non_late_acceleration_strength,电子,industry_launch_winner_score_lgbm,three_way_context_primitive,collapsed_under_null,False,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,False
electronics_failure_null_stress,电子,industry_failure_reject_score_lgbm,negative_control_lesson,placebo_only,False,weak_signal_placebo_story_rate,weak_signal_placebo_story_rate; manual primitive is not allowed for P0.9C,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,1.306055729461435,0.9867776772733668,1.8829206939490866,0.145,False
