run_id,contract_version,decision_state,human_restart_scope_gate,paper_source_lineage_gate,paper_formula_contract_gate,official_code_status,alpha158_expression_gate,vwap_qfq_unit_contract_gate,volume_corporate_action_semantics_gate,feature_materialization_route_gate,primary_feature_route_id,primary_feature_route_class,alpha158_exact_local_materialization,pit_membership_timing_gate,decision_denominator_contract_gate,feature_sequence_support_gate,feature_label_alignment_gate,train_teacher_inference_graph_gate,gradient_teacher_isolation_gate,architecture_shape_gate,loss_reduction_gate,model_arm_and_fairness_gate,split_purge_gate,historical_holdout_firewall_gate,search_budget_gate,seed_randomness_gate,dependency_lock_gate,gpu_dry_run_gate,metric_multiplicity_gate,economic_execution_freeze_gate,forward_refit_contract_gate,outcome_firewall_gate,freeze_bundle_hash_gate,implementation_readiness_gate,paper_architecture_project_adaptation_reachable,exact_replication_reachable,official_code_available,selected_batch_size,historical_sample_role,historical_support_claim_allowed,forward_confirmatory_required_complete_days,next_allowed_requirement,next_requirement_generation_authorized,next_requirement_execution_authorized,outcome_model_training_authorized,historical_holdout_readout_authorized,policy_training_authorized,portfolio_optimization_authorized,deployment_authorized,freeze_bundle_hash,gate_evidence_sha256,blocking_reasons
21A_paper_lineage_pit_data_and_architecture_contract,21A_v2,21A_preoutcome_architecture_contract_ready,pass,pass,pass,not_disclosed_in_allowlisted_sources,pass,pass,pass,pass,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,registered_primary_route_adaptation,false,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,true,false,false,256,design_contaminated_historical,false,291,requirement_21b_alpha158_sequence_baseline_benchmark.md,true,false,false,false,false,false,false,0c6fb85a08315a5b1bd0b7621a4a7e4d36790d201eb83f8cca35f50d460cac16,4cc5fe90376512f83638d98bf11724e680160d392c07e9e9c20c70621eb9ce76,[]
