fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,今开,1882.03
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,昨收,1887.82
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,最低,1873.78
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,最高,1919.97
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,成交量(万手),193.06
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,板块涨幅,0.50%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,涨幅排名,17/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,涨跌家数,12/6
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,资金净流入(亿),9.61
2026-07-06T07:54:56Z,2026-07-06,ths,industry,白酒,881273,current_info,stock_board_industry_info_ths,成交额(亿),127.22
