fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,今开,121634.40
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,昨收,120254.78
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,最低,115382.35
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,最高,122614.49
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,成交量(万手),1357.44
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,板块涨幅,-2.38%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,涨幅排名,71/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,涨跌家数,11/31
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,资金净流入(亿),-11.06
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电子化学品,881172,current_info,stock_board_industry_info_ths,成交额(亿),778.37
