fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,今开,20982.59
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,昨收,20992.80
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,最低,20477.42
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,最高,21305.30
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,成交量(万手),2408.99
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,板块涨幅,-2.41%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,涨幅排名,73/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,涨跌家数,20/83
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,资金净流入(亿),-44.81
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电池,881281,current_info,stock_board_industry_info_ths,成交额(亿),919.42
