fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,今开,1068.96
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,昨收,1067.52
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,最低,1053.23
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,最高,1075.21
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,成交量(万手),700.51
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,板块涨幅,-0.73%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,涨幅排名,45/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,涨跌家数,12/14
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,资金净流入(亿),-3.03
2026-07-06T07:54:56Z,2026-07-06,ths,industry,多元金融,881283,current_info,stock_board_industry_info_ths,成交额(亿),52.30
