fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,今开,6613.90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,昨收,6593.46
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,最低,6429.80
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,最高,6674.69
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,成交量(万手),2642.73
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,板块涨幅,-2.41%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,涨幅排名,74/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,涨跌家数,19/119
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,资金净流入(亿),-27.42
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电网设备,881278,current_info,stock_board_industry_info_ths,成交额(亿),480.44
