fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,今开,1602.75
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,昨收,1597.44
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,最低,1591.85
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,最高,1617.89
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,成交量(万手),3484.41
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,板块涨幅,0.28%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,涨幅排名,22/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,涨跌家数,40/38
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,资金净流入(亿),-7.73
2026-07-06T07:54:56Z,2026-07-06,ths,industry,房地产,881153,current_info,stock_board_industry_info_ths,成交额(亿),151.77
