fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,今开,5549.54
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,昨收,5562.25
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,最低,5481.73
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,最高,5594.23
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,成交量(万手),99.82
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,板块涨幅,-0.84%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,涨幅排名,47/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,涨跌家数,6/3
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,资金净流入(亿),-0.10
2026-07-06T07:54:56Z,2026-07-06,ths,industry,厨卫电器,881174,current_info,stock_board_industry_info_ths,成交额(亿),9.28
