fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,今开,3753.63
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,昨收,3770.65
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,最低,3634.57
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,最高,3782.21
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,成交量(万手),667.05
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,板块涨幅,-3.52%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,涨幅排名,86/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,涨跌家数,3/23
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,资金净流入(亿),-13.18
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电机,881277,current_info,stock_board_industry_info_ths,成交额(亿),144.90
