fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,今开,1909.43
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,昨收,1911.84
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,最低,1883.03
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,最高,1917.52
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,成交量(万手),5659.47
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,板块涨幅,-1.25%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,涨幅排名,53/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,涨跌家数,27/76
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,资金净流入(亿),-24.24
2026-07-06T07:54:56Z,2026-07-06,ths,industry,电力,881145,current_info,stock_board_industry_info_ths,成交额(亿),449.93
