fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,项目,值
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,今开,4695.20
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,昨收,4681.12
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,最低,4547.28
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,最高,4711.95
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,成交量(万手),728.16
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,板块涨幅,-2.75%
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,涨幅排名,81/90
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,涨跌家数,4/27
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,资金净流入(亿),-19.05
2026-07-06T07:54:56Z,2026-07-06,ths,industry,风电设备,881280,current_info,stock_board_industry_info_ths,成交额(亿),134.34
