decision_state,next_allowed_requirement,sequence_mining_authorized,meta_labeling_authorized,bet_sizing_authorized,selected_state_id,effect_interpretation,confirmatory_status,input_gate_status,upstream_lineage_gate_status,row_level_rebuild_gate_status,nonlinear_model_availability_gate_status,purged_cv_integrity_gate_status,nonlinear_auc_improvement_gate_status,nonlinear_uplift_improvement_gate_status,nonlinear_utility_proxy_gate_status,sample_uniqueness_gate_status,validation_used_in_13e,robustness_used_in_13e,search_accounting_status,primary_failure_reason,train_kfold_capacity_readout
13E_stop_no_nonlinear_auc_improvement,none,False,False,False,repair_range_participation_core_30,none,False,pass,pass,pass,pass,pass,fail,fail,fail,pass_with_exact_t1,False,False,diagnostic_train_only_not_confirmatory,nonlinear_auc_improvement_gate_failed,nonlinear_capacity_signal_absent
