selected_state_id,posthoc_after_13c_report,validation_used_in_13e,robustness_used_in_13e,feature_set_n,model_family_n,target_n,fold_n,effective_search_space_n,hyperparameter_search_used,fold_internal_tuning_used,early_stopping_used,oos_used_for_selection,confirmatory_status,search_accounting_status
repair_range_participation_core_30,True,False,False,2,2,1,5,4,False,False,False,False,False,diagnostic_train_only_not_confirmatory
