fold_id,model_family,feature_set,train_event_n,test_event_n,purged_rows_n,embargoed_rows_n,sample_weight_source,validation_used_in_13e,robustness_used_in_13e,auc,logloss,winner_uplift_topN,utility_proxy_0bps,utility_proxy_50bps,utility_proxy_100bps,top_n,test_winner_base_rate
0,logistic_l2,baseline_feature_set,3982,2091,30,129,fold_local_exact_event_span_average_uniqueness,False,False,0.47264153941493336,0.6744674784598963,-0.07255519782892733,0.00920378460579968,0.004203784605799677,-0.000796215394200321,418,0.359636537541846
0,sklearn_hgb_low_capacity,baseline_feature_set,3982,2091,30,129,fold_local_exact_event_span_average_uniqueness,False,False,0.47938432539367265,0.6986002810112653,-0.055808786345673767,0.008216333676696604,0.003216333676696604,-0.0017836663233033944,418,0.359636537541846
0,logistic_l2,augmented_feature_set,3982,2091,30,129,fold_local_exact_event_span_average_uniqueness,False,False,0.5332565982870672,0.6714242849807036,0.008784515089732936,0.013824651623190857,0.00882465162319086,0.0038246516231908606,418,0.359636537541846
0,sklearn_hgb_low_capacity,augmented_feature_set,3982,2091,30,129,fold_local_exact_event_span_average_uniqueness,False,False,0.5403345621534013,0.684027698570582,0.013569204084948272,0.016748458740752085,0.011748458740752083,0.006748458740752086,418,0.359636537541846
1,logistic_l2,baseline_feature_set,3666,1656,115,795,fold_local_exact_event_span_average_uniqueness,False,False,0.5896873383234265,0.6282927807838299,0.05571427528934422,0.009283343777820663,0.004283343777820661,-0.0007166562221793358,331,0.2071256038647343
1,sklearn_hgb_low_capacity,baseline_feature_set,3666,1656,115,795,fold_local_exact_event_span_average_uniqueness,False,False,0.598619101650017,0.9133434004055958,0.05571427528934422,0.010644849524559966,0.005644849524559965,0.0006448495245599668,331,0.2071256038647343
1,logistic_l2,augmented_feature_set,3666,1656,115,795,fold_local_exact_event_span_average_uniqueness,False,False,0.6124469589816125,0.6496032645805875,0.10103149583315088,0.014776670454552544,0.009776670454552544,0.004776670454552545,331,0.2071256038647343
1,sklearn_hgb_low_capacity,augmented_feature_set,3666,1656,115,795,fold_local_exact_event_span_average_uniqueness,False,False,0.611900728085816,0.8680284045887728,0.07082001547061315,0.013757739883599112,0.008757739883599111,0.003757739883599112,331,0.2071256038647343
2,logistic_l2,baseline_feature_set,4723,1195,63,251,fold_local_exact_event_span_average_uniqueness,False,False,0.4977219251977225,0.8363173171110377,-0.025941422594142227,0.024913284380064717,0.019913284380064712,0.01491328438006472,239,0.3732217573221757
2,sklearn_hgb_low_capacity,baseline_feature_set,4723,1195,63,251,fold_local_exact_event_span_average_uniqueness,False,False,0.4516709873254025,0.8583129750679983,-0.06359832635983265,0.01047398397727804,0.00547398397727804,0.00047398397727804276,239,0.3732217573221757
2,logistic_l2,augmented_feature_set,4723,1195,63,251,fold_local_exact_event_span_average_uniqueness,False,False,0.49372855885575384,0.8509385300582246,-0.013389121338912124,0.019783255062264755,0.014783255062264754,0.009783255062264755,239,0.3732217573221757
2,sklearn_hgb_low_capacity,augmented_feature_set,4723,1195,63,251,fold_local_exact_event_span_average_uniqueness,False,False,0.48346973842552404,0.8293860541643578,-0.013389121338912124,0.019308089762489045,0.014308089762489044,0.009308089762489046,239,0.3732217573221757
3,logistic_l2,baseline_feature_set,5254,504,34,440,fold_local_exact_event_span_average_uniqueness,False,False,0.5598478197249049,0.5601382395184155,-0.014262140499764264,-0.0037818068894642873,-0.008781806889464288,-0.013781806889464286,101,0.20238095238095238
3,sklearn_hgb_low_capacity,baseline_feature_set,5254,504,34,440,fold_local_exact_event_span_average_uniqueness,False,False,0.5913447468539654,0.5496367940776692,0.04514380009429514,0.003751815161662562,-0.0012481848383374399,-0.006248184838337437,101,0.20238095238095238
3,logistic_l2,augmented_feature_set,5254,504,34,440,fold_local_exact_event_span_average_uniqueness,False,False,0.5587015900887718,0.563833466529949,0.05504479019330505,0.005418075799198298,0.000418075799198295,-0.004581924200801702,101,0.20238095238095238
3,sklearn_hgb_low_capacity,augmented_feature_set,5254,504,34,440,fold_local_exact_event_span_average_uniqueness,False,False,0.5424592722661203,0.5581064903775739,0.015440829797265437,-0.0028377123685292406,-0.007837712368529244,-0.01283771236852924,101,0.20238095238095238
4,logistic_l2,baseline_feature_set,5375,786,5,66,fold_local_exact_event_span_average_uniqueness,False,False,0.5413877161061897,0.7729830156095784,0.028484141261892026,0.03007667526281499,0.025076675262814985,0.020076675262814987,157,0.36005089058524176
4,sklearn_hgb_low_capacity,baseline_feature_set,5375,786,5,66,fold_local_exact_event_span_average_uniqueness,False,False,0.5774926413251937,0.7504526688427046,0.13676439603896207,0.039399100693887364,0.03439910069388736,0.029399100693887358,157,0.36005089058524176
4,logistic_l2,augmented_feature_set,5375,786,5,66,fold_local_exact_event_span_average_uniqueness,False,False,0.5568637644100064,0.7572792346775263,0.028484141261892026,0.023939049423294178,0.018939049423294177,0.013939049423294181,157,0.36005089058524176
4,sklearn_hgb_low_capacity,augmented_feature_set,5375,786,5,66,fold_local_exact_event_span_average_uniqueness,False,False,0.561682906096987,0.7313445735551901,0.09854783552940793,0.03530483008723747,0.030304830087237476,0.025304830087237475,157,0.36005089058524176
