audit_id,selected_state_id,row_count,unique_row_id_count,non_train_row_count,required_column_missing_count,missing_required_columns,empty_required_features,event_span_unavailable_n,instrument_reference_date_duplicate_n,min_train_event_n,membership_source,report_text_used_as_row_truth,bucket_refit_in_13e,validation_rows_used,robustness_rows_used,status
13e_train_selected_event_panel,repair_range_participation_core_30,6232,6232,0,0,,,0,0,1000,13C_morphology_residual_panel_cache,False,False,False,False,pass
