instrument,signal_date,order_date,deal_date,entry_type,amount,entry_price,entry_value,entry_cost,exit_signal_date,exit_date,exit_price,exit_value,exit_cost,gross_pnl,net_pnl,initial_stop,current_stop,R,exit_reason,holding_days,cost_before_return,cost_after_return
SH603799,2025-08-04,2025-08-05,2025-08-05,pullback,1100,43.20000076293945,47520.0008392334,23.7600004196167,2025-10-17,2025-10-20,61.25,67375.0,101.0625,19854.9991607666,19730.176660346984,42.12000160217285,64.30500144958496,1.0799991607666044,trailing_stop,76,0.41782404903440035,0.41498981805182283
SH600426,2025-08-12,2025-08-13,2025-08-13,pullback,2200,24.440000534057617,53768.00117492676,26.88400058746338,2025-10-17,2025-10-20,24.530000686645508,53966.00151062012,80.94900226593018,198.00033569335938,90.16733283996582,22.792250156402588,24.440000534057617,1.6477503776550293,trailing_stop,68,0.0036824938879388997,0.0016761320810664583
SH605117,2025-09-18,2025-09-19,2025-09-19,pullback,900,68.5199966430664,61667.996978759766,30.833998489379884,2025-10-17,2025-10-20,71.48999786376953,64340.99807739258,96.51149711608888,2673.0010986328125,2545.655603027345,66.37799816131592,72.9800033569336,2.141998481750491,trailing_stop,31,0.043345028695410216,0.0412593814616363
SH600489,2025-09-19,2025-09-22,2025-09-22,pullback,3300,18.899999618530273,62369.9987411499,31.184999370574953,2025-10-21,2025-10-22,21.5,70950.0,106.425,8580.001258850098,8442.39125947952,17.502749300003053,23.547000122070312,1.3972503185272203,trailing_stop,30,0.13756616052629905,0.1352921652029081
SH600111,2025-09-30,2025-10-09,2025-10-09,pullback,1300,49.849998474121094,64804.99801635742,32.40249900817871,2025-10-23,2025-10-24,49.810001373291016,64753.00178527832,97.12950267791749,-51.99623107910156,-181.52823276519922,43.82024965286255,49.849998474121094,6.0297488212585435,trailing_stop,15,-0.0008023490883523706,-0.0027997456918739277
SZ000630,2025-10-21,2025-10-22,2025-10-22,pullback,12500,5.210000038146973,65125.00047683716,32.56250023841858,2025-10-28,2025-10-29,5.309999942779541,66374.99928474426,99.5624989271164,1249.9988079071045,1117.8738087415695,5.001500141620636,5.246557210745386,0.2084998965263365,trailing_stop,7,0.019193839520226772,0.01715647052568359
SZ000425,2025-10-21,2025-10-22,2025-10-22,pullback,5800,11.25,65250.0,32.625,2025-10-28,2025-10-29,10.229999542236328,59333.9973449707,89.00099601745606,-5916.002655029297,-6037.628651046754,10.642499661445617,10.642499661445617,0.6075003385543827,stop_loss,7,-0.09066670735677083,-0.0924844650632041
SH600522,2025-09-18,2025-09-19,2025-09-19,breakout,3700,16.799999237060547,62159.99717712402,31.079998588562013,2025-11-03,2025-11-04,16.780000686645508,62086.00254058838,93.12900381088257,-73.99463653564453,-198.20363893509202,14.631749892234803,16.799999237060547,2.1682493448257443,trailing_stop,46,-0.001190389959716341,-0.003187010869342142
SH601899,2025-10-20,2025-10-21,2025-10-21,pullback,2100,30.399999618530273,63839.999198913574,31.919999599456787,2025-11-03,2025-11-04,29.5,61950.0,92.925,-1889.9991989135742,-2014.844198513034,28.440249538421632,28.440249538421632,1.9597500801086412,time_stop,14,-0.029605250981045408,-0.03154507056928924
SH600489,2025-10-23,2025-10-24,2025-10-24,pullback,2800,22.799999237060547,63839.99786376953,31.919998931884766,2025-11-03,2025-11-04,21.399999618530273,59919.998931884766,89.87999839782715,-3919.9989318847656,-4041.798929214475,20.869250059127808,20.869250059127808,1.9307491779327393,time_stop,11,-0.06140349409550095,-0.06327974897986771
SH600601,2025-10-21,2025-10-22,2025-10-22,pullback,6500,10.050000190734863,65325.00123977661,32.662500619888306,2025-11-04,2025-11-05,11.569999694824219,75204.99801635742,112.80749702453613,9879.99677658081,9734.526778936386,9.17650043964386,12.017000293731689,0.8734997510910034,trailing_stop,14,0.1512437288797914,0.1489423920904265
SZ002475,2025-11-03,2025-11-04,2025-11-04,pullback,1000,62.29999923706055,62299.99923706055,31.149999618530273,2025-11-04,2025-11-05,58.41999816894531,58419.99816894531,87.62999725341797,-3880.0010681152344,-3998.7810649871826,61.073499488830564,61.073499488830564,1.2264997482299833,stop_loss,1,-0.06227931164736081,-0.06415381577200377
SH600031,2025-09-19,2025-09-22,2025-09-22,breakout,600,21.610000610351562,12966.000366210938,6.483000183105469,2025-11-10,2025-11-11,21.149999618530273,12689.999771118164,19.034999656677247,-276.00059509277344,-301.5185949325554,19.441749620437623,19.441749620437623,2.1682509899139397,time_stop,50,-0.02128648675747564,-0.023242935559559592
SH601138,2025-10-16,2025-10-17,2025-10-17,pullback,1000,62.65999984741211,62659.99984741211,31.329999923706055,2025-11-10,2025-11-11,71.61000061035156,71610.00061035156,107.41500091552734,8950.000762939453,8811.25576210022,55.82975025177002,71.52500114440917,6.830249595642087,trailing_stop,25,0.14283435660284466,0.14054983015286396
SH603986,2025-10-23,2025-10-24,2025-10-24,pullback,300,214.0,64200.0,32.1,2025-11-12,2025-11-13,212.0,63600.0,95.4,-600.0,-727.5000000000015,190.98525009155273,214.0,23.01474990844727,trailing_stop,20,-0.009345794392523364,-0.011326112644612297
SH603659,2025-10-29,2025-10-30,2025-10-30,pullback,2300,28.65999984741211,65917.99964904785,32.95899982452393,2025-11-12,2025-11-13,28.68000030517578,65964.0007019043,98.94600105285645,46.00105285644531,-85.90394802093506,24.664750051498412,24.664750051498412,3.995249795913697,time_stop,14,0.0006978526821408145,-0.001302542825469662
SH600089,2025-10-23,2025-10-24,2025-10-24,pullback,3400,19.0,64600.0,32.3,2025-11-14,2025-11-17,23.549999237060547,80069.99740600586,120.1049961090088,15469.99740600586,15317.592409896857,18.37375075817108,23.89799976348877,0.6262492418289192,trailing_stop,24,0.23947364405581825,0.23699593562192367
SZ002202,2025-10-21,2025-10-22,2025-10-22,pullback,4300,14.9399995803833,64241.99819564819,32.1209990978241,2025-11-17,2025-11-18,14.970000267028809,64371.00114822388,96.55650172233582,129.0029525756836,0.32545175552513683,13.869500207901002,14.9399995803833,1.070499372482299,trailing_stop,27,0.0020080781451225524,5.063496156812996e-06
SH603993,2025-11-06,2025-11-07,2025-11-07,pullback,4000,16.5,66000.0,33.0,2025-11-17,2025-11-18,15.899999618530273,63599.998474121094,95.39999771118164,-2400.0015258789062,-2528.401523590088,14.613500380516053,14.613500380516053,1.8864996194839474,time_stop,11,-0.03636365948301373,-0.038289969009284566
SH601899,2025-11-06,2025-11-07,2025-11-07,pullback,2200,29.690000534057617,65318.00117492676,32.65900058746338,2025-11-17,2025-11-18,28.700000762939453,63140.0016784668,94.7100025177002,-2177.999496459961,-2305.368499565123,27.102999687194824,27.102999687194824,2.587000846862793,time_stop,11,-0.03334455214921698,-0.03527689687255685
SZ002532,2025-11-05,2025-11-06,2025-11-06,pullback,5000,13.029999732971191,65149.99866485596,32.57499933242798,2025-11-18,2025-11-19,12.960000038146973,64800.00019073486,97.2000002861023,-349.99847412109375,-479.773473739624,12.213499999046325,13.029999732971191,0.8164997339248661,trailing_stop,13,-0.005372194647640022,-0.00736045612760476
SZ000933,2025-11-05,2025-11-06,2025-11-06,pullback,2600,24.969999313354492,64921.99821472168,32.46099910736084,2025-11-18,2025-11-19,24.579999923706055,63907.99980163574,95.86199970245362,-1013.9984130859375,-1142.321411895749,22.584999561309814,22.584999561309814,2.3849997520446777,time_stop,13,-0.015618718477090924,-0.01758649715079984
SH601600,2025-11-05,2025-11-06,2025-11-06,pullback,6700,9.869999885559082,66128.99923324585,33.064499616622925,2025-11-18,2025-11-19,10.779999732971191,72225.99821090698,108.33899731636048,6096.998977661133,5955.595480728152,9.113000082969666,11.130999946594239,0.7569998025894158,trailing_stop,13,0.09219856716954387,0.09001526168794563
SH600549,2025-11-13,2025-11-14,2025-11-14,pullback,1900,34.150001525878906,64885.00289916992,32.44250144958496,2025-11-21,2025-11-24,31.8799991607666,60571.99840545654,90.85799760818482,-4313.004493713379,-4436.304992771145,32.999499559402466,32.999499559402466,1.1505019664764404,stop_loss,10,-0.06647151577407967,-0.06833763968057821
SH601898,2025-11-13,2025-11-14,2025-11-14,pullback,4500,14.75,66375.0,33.1875,2025-11-21,2025-11-24,13.960000038146973,62820.00017166138,94.23000025749207,-3554.999828338623,-3682.417328596115,13.991500163078308,13.991500163078308,0.7584998369216915,stop_loss,10,-0.05355931944766287,-0.05545125484107084
SZ002738,2025-10-21,2025-10-22,2025-10-22,pullback,200,46.849998474121094,9369.999694824219,5.0,2025-11-24,2025-11-25,61.0,12200.0,18.3,2830.0003051757812,2806.700305175782,44.65124979019165,63.6820011138916,2.198748683929445,trailing_stop,34,0.30202779053867107,0.2993813756309042
SZ002460,2025-11-12,2025-11-13,2025-11-13,pullback,900,67.8499984741211,61064.998626708984,30.532499313354492,2025-11-24,2025-11-25,59.02000045776367,53118.000411987305,79.67700061798097,-7946.99821472168,-8057.207714653014,61.57549962997437,61.57549962997437,6.274498844146727,stop_loss,12,-0.1301399884294073,-0.13187883902724953
SH601857,2025-12-01,2025-12-02,2025-12-02,pullback,6500,9.9399995803833,64609.997272491455,32.30499863624573,2025-12-12,2025-12-15,9.529999732971191,61944.998264312744,92.91749739646912,-2664.999008178711,-2790.221504211426,9.470500230789185,9.470500230789185,0.4694993495941162,time_stop,13,-0.04124747129982265,-0.043164018083831
SZ002028,2025-12-01,2025-12-02,2025-12-02,pullback,400,144.67999267578125,57871.9970703125,28.93599853515625,2025-12-18,2025-12-19,145.1300048828125,58052.001953125,87.0780029296875,180.0048828125,63.99088134765625,129.725,129.725,14.954992675781256,time_stop,17,0.003110396943685911,0.0011051787588909367
SZ002028,2025-12-25,2025-12-26,2025-12-26,pullback,400,154.3300018310547,61732.000732421875,30.866000366210937,2026-01-05,2026-01-06,151.0399932861328,60415.997314453125,90.62399597167969,-1316.00341796875,-1437.4934143066378,141.02424659729004,141.02424659729004,13.305755233764643,time_stop,11,-0.021318010146358014,-0.02327439593317185
SZ000975,2025-12-26,2025-12-29,2025-12-29,pullback,2600,24.610000610351562,63986.00158691406,31.993000793457032,2026-01-08,2026-01-09,24.079999923706055,62607.99980163574,93.91199970245361,-1378.0017852783203,-1503.906785774231,23.13625020980835,23.13625020980835,1.4737504005432136,time_stop,11,-0.021535988358430867,-0.023491938406689877
SH601628,2026-01-05,2026-01-06,2026-01-06,breakout,1300,48.27000045776367,62751.00059509277,31.375500297546388,2026-01-16,2026-01-19,47.5,61750.0,92.625,-1001.0005950927734,-1125.0010953903197,42.22474899291992,42.22474899291992,6.045251464843751,time_stop,13,-0.015951946353044342,-0.017919058904062743
SH601100,2026-01-07,2026-01-08,2026-01-08,breakout,500,117.2300033569336,58615.0016784668,29.3075008392334,2026-01-19,2026-01-20,117.87999725341797,58939.998626708984,88.40999794006348,324.9969482421875,207.27944946289062,101.6674976348877,101.6674976348877,15.562505722045898,time_stop,12,0.005544603581604615,0.003534519416523946
SZ002812,2026-01-19,2026-01-20,2026-01-20,pullback,1200,55.70000076293945,66840.00091552734,33.42000045776367,2026-01-27,2026-01-28,49.560001373291016,59472.00164794922,89.20800247192383,-7367.999267578125,-7490.627270507814,50.48099813461304,50.48099813461304,5.219002628326415,stop_loss,8,-0.11023338071000076,-0.11201202462662248
SH600115,2026-01-20,2026-01-21,2026-01-21,breakout,10800,6.389999866485596,69011.99855804443,34.50599927902222,2026-01-28,2026-01-29,5.409999847412109,58427.99835205078,87.64199752807617,-10584.000205993652,-10706.148202800749,5.358500015735626,5.358500015735626,1.0314998507499693,ema60_exit,8,-0.15336463842721043,-0.15505706293810054
SH600875,2026-01-07,2026-01-08,2026-01-08,breakout,2600,25.399999618530273,66039.99900817871,33.019999504089355,2026-01-29,2026-01-30,25.299999237060547,65779.99801635742,98.66999702453613,-260.00099182128906,-391.69098834991746,20.386000633239746,20.386000633239746,5.013998985290527,time_stop,22,-0.003937022951637072,-0.005928153340539391
SH600549,2025-12-30,2025-12-31,2025-12-31,pullback,1600,40.70000076293945,65120.001220703125,32.560000610351565,2026-01-30,2026-02-02,53.72999954223633,85967.99926757812,128.95199890136718,20847.998046875,20686.486047363283,39.03549909591675,59.35600242614746,1.664501667022705,trailing_stop,33,0.32014738415341043,0.317508408872744
SH601600,2026-01-19,2026-01-20,2026-01-20,pullback,5100,13.399999618530273,68339.9980545044,34.169999027252196,2026-01-30,2026-02-02,13.010000228881836,66351.00116729736,99.52650175094605,-1988.9968872070312,-2122.6933879852354,12.758500385284425,14.137999629974365,0.6414992332458489,trailing_stop,13,-0.029104432891858028,-0.031045253615712472
SZ000408,2026-01-19,2026-01-20,2026-01-20,pullback,700,89.44000244140625,62608.001708984375,31.304000854492188,2026-01-30,2026-02-02,80.19999694824219,56139.99786376953,84.2099967956543,-6468.003845214844,-6583.517842864989,80.74600162506104,80.74600162506104,8.69400081634521,time_stop,13,-0.10330953981376907,-0.1051020244918025
SH601168,2025-09-25,2025-09-26,2025-09-26,breakout,3200,20.350000381469727,65120.001220703125,32.560000610351565,2026-02-02,2026-02-03,31.979999542236328,102335.99853515625,153.50399780273438,37215.997314453125,37029.93331604004,17.28499984741211,35.898999977111814,3.065000534057617,trailing_stop,130,0.5714987195458054,0.5683572928200767
SH603993,2025-12-25,2025-12-26,2025-12-26,pullback,3400,19.040000915527344,64736.00311279297,32.368001556396486,2026-02-02,2026-02-03,22.780000686645508,77452.00233459473,116.17800350189209,12715.999221801758,12567.453216743472,17.180249285697936,24.354999542236328,1.8597516298294074,trailing_stop,39,0.19642854996231385,0.1940368886930239
SH600309,2025-12-30,2025-12-31,2025-12-31,pullback,800,76.80000305175781,61440.00244140625,30.720001220703125,2026-02-02,2026-02-03,81.68000030517578,65344.000244140625,98.01600036621095,3903.997802734375,3775.2618011474624,73.40599994659424,82.63065637777318,3.394003105163577,trailing_stop,34,0.06354162837896234,0.061415608132327756
SZ002555,2026-01-21,2026-01-22,2026-01-22,pullback,2400,28.459999084472656,68303.99780273438,34.151998901367186,2026-02-02,2026-02-03,26.110000610351562,62664.00146484375,93.99600219726562,-5639.996337890625,-5768.144338989257,26.110250663757324,26.110250663757324,2.3497484207153327,stop_loss,12,-0.0825719799619817,-0.08440591903252247
SH601100,2026-01-21,2026-01-22,2026-01-22,breakout,500,121.0,60500.0,30.25,2026-02-02,2026-02-03,109.18000030517578,54590.00015258789,81.88500022888184,-5909.999847412109,-6022.134847640991,100.85299739837646,100.85299739837646,20.14700260162354,time_stop,12,-0.09768594789110925,-0.09948967413220648
SZ000807,2026-01-22,2026-01-23,2026-01-23,pullback,2100,32.900001525878906,69090.0032043457,34.54500160217285,2026-02-02,2026-02-03,33.09000015258789,69489.00032043457,104.23350048065186,398.9971160888672,260.21861400604246,30.895000600814818,33.51999855041504,2.0050009250640883,trailing_stop,11,0.005775033978631667,0.0037644891830721826
SH601899,2026-01-22,2026-01-23,2026-01-23,pullback,1800,38.38999938964844,69101.99890136719,34.5509994506836,2026-02-02,2026-02-03,37.84000015258789,68112.0002746582,102.16800041198731,-989.9986267089844,-1126.7176265716523,35.46324925422668,38.38999938964844,2.9267501354217558,trailing_stop,11,-0.014326627918854562,-0.016296989482235118
SZ002353,2026-01-07,2026-01-08,2026-01-08,pullback,900,73.0,65700.0,32.85,2026-02-06,2026-02-09,87.80000305175781,79020.00274658203,118.53000411987306,13320.002746582031,13168.622742462152,68.26400337219238,85.87137298509833,4.735996627807623,trailing_stop,32,0.2027397678322988,0.20033549043533258
SH600372,2025-12-25,2025-12-26,2025-12-26,breakout,4800,13.350000381469727,64080.00183105469,32.040000915527344,2026-03-12,2026-03-13,14.449999809265137,69359.99908447266,104.039998626709,5279.997253417969,5143.917253875727,11.734999632835388,13.350000381469727,1.6150007486343387,ema60_exit,77,0.0823969585290985,0.08023324646807072
SZ002493,2026-01-19,2026-01-20,2026-01-20,breakout,5600,12.289999961853027,68823.99978637695,34.41199989318848,2026-03-16,2026-03-17,13.010000228881836,72856.00128173828,109.28400192260743,4032.001495361328,3888.3054935455266,9.18400011062622,12.289999961853027,3.105999851226807,ema60_exit,56,0.05858423671795117,0.0564681262997243
SZ000933,2025-12-31,2026-01-05,2026-01-05,breakout,2200,28.549999237060547,62809.9983215332,31.404999160766604,2026-03-17,2026-03-18,32.900001525878906,72380.0033569336,108.5700050354004,9570.00503540039,9430.030031204218,23.96999897956848,34.741000747680665,4.580000257492067,trailing_stop,72,0.15236435744529384,0.15006078051886637
SH600426,2026-01-14,2026-01-15,2026-01-15,breakout,2000,33.150001525878906,66300.00305175781,33.150001525878906,2026-03-20,2026-03-23,35.5,71000.0,106.5,4699.9969482421875,4560.346946716309,26.814499855041504,33.150001525878906,6.335501670837402,ema60_exit,67,0.07088984512675035,0.06874913579116465
