,,risk
excess_return_without_cost,mean,0.0016115426784028349
excess_return_without_cost,std,0.0070299103043644845
excess_return_without_cost,annualized_return,0.3835471574598747
excess_return_without_cost,information_ratio,3.5365557291532816
excess_return_without_cost,max_drawdown,-0.07369751475818842
excess_return_with_cost,mean,0.0008654181399006601
excess_return_with_cost,std,0.007037511609394899
excess_return_with_cost,annualized_return,0.20596951729635712
excess_return_with_cost,information_ratio,1.8971223844449203
excess_return_with_cost,max_drawdown,-0.08273617726012539
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002288915833560229
strategy_return_without_cost,std,0.012713272689462258
strategy_return_without_cost,annualized_return,0.5447619683873345
strategy_return_without_cost,information_ratio,2.7775439494109735
strategy_return_without_cost,max_drawdown,-0.13380339179494993
strategy_return_with_cost,mean,0.0015427912950580543
strategy_return_with_cost,std,0.012706324830677298
strategy_return_with_cost,annualized_return,0.3671843282238169
strategy_return_with_cost,information_ratio,1.873163577638455
strategy_return_with_cost,max_drawdown,-0.14468445134432578
