split,population,probe_r_budget,initial_risk_pct_p01,initial_risk_pct_p05,initial_risk_pct_p25,initial_risk_pct_median,initial_risk_pct_p75,initial_risk_pct_p95,initial_risk_pct_p99,return_r_p01,return_r_p99,loss_r_top1_share,loss_r_top5_share,near_risk_floor_extreme_loss_share,risk_distance_ineligible_count,initial_risk_pct_quintile,quintile_failed_seed_count,quintile_failed_seed_average_loss_r,quintile_baseline_failed_seed_average_loss_r,quintile_loss_r_diff_vs_same_seed_no_fail_fast,risk_pct_quintile_cost_control_status,audit_only_status
train,candidate,0.1,0.020398250446525452,0.02277200439138695,0.03262293696066564,0.046841761265402376,0.06708371173728778,0.10076130788534408,0.11485588603237352,-0.3876421107020024,0.8712914711961679,0.004754664873948187,0.02064775710176607,0.045724729749480116,0,all,1362,0.09278268771654107,,,report_only,report_only
train,candidate,0.25,0.020398250446525452,0.02277200439138695,0.03262293696066564,0.046841761265402376,0.06708371173728778,0.10076130788534408,0.11485588603237352,-0.9691052767550059,2.1782286779904196,0.004754664873948187,0.02064775710176607,0.045724729749480116,0,all,1362,0.23195671929135264,,,report_only,report_only
train,candidate,0.5,0.020398250446525452,0.02277200439138695,0.03262293696066564,0.046841761265402376,0.06708371173728778,0.10076130788534408,0.11485588603237352,-1.9382105535100118,4.356457355980839,0.004754664873948187,0.02064775710176607,0.045724729749480116,0,all,1362,0.4639134385827053,,,report_only,report_only
train,ep2_bridge,0.1,0.020561068707512592,0.02201368115571912,0.029439622390462016,0.041023399956756704,0.06045450841806383,0.08807607718058852,0.10683479026974027,-0.5331730402679101,0.9232180103328192,0.014475686085257546,0.049754561211573345,0.06536253374081472,0,all,735,0.09483515121795869,,,report_only,report_only
train,ep2_bridge,0.25,0.020561068707512592,0.02201368115571912,0.029439622390462016,0.041023399956756704,0.06045450841806383,0.08807607718058852,0.10683479026974027,-1.3329326006697753,2.308045025832048,0.014475686085257546,0.049754561211573345,0.0653625337408147,0,all,735,0.2370878780448967,,,report_only,report_only
train,ep2_bridge,0.5,0.020561068707512592,0.02201368115571912,0.029439622390462016,0.041023399956756704,0.06045450841806383,0.08807607718058852,0.10683479026974027,-2.6658652013395505,4.616090051664096,0.014475686085257546,0.049754561211573345,0.0653625337408147,0,all,735,0.4741757560897934,,,report_only,report_only
train,matched_delay,0.1,0.0031707577589081557,0.011352586077469518,0.029705944566432496,0.04734664533928097,0.07251556574406087,0.11866308091415986,0.16566263957092123,-1.6190196538851387,1.2992628544521647,0.017469609239380457,0.06013287973291466,0.45436103419334645,503,all,2723,0.1430368382476575,,,report_only,report_only
train,matched_delay,0.25,0.0031707577589081557,0.011352586077469518,0.029705944566432496,0.04734664533928097,0.07251556574406087,0.11866308091415986,0.16566263957092123,-4.047549134712846,3.2481571361304113,0.017469609239380457,0.06013287973291467,0.45436103419334645,503,all,2723,0.35759209561914373,,,report_only,report_only
train,matched_delay,0.5,0.0031707577589081557,0.011352586077469518,0.029705944566432496,0.04734664533928097,0.07251556574406087,0.11866308091415986,0.16566263957092123,-8.095098269425693,6.496314272260823,0.017469609239380457,0.06013287973291467,0.45436103419334645,503,all,2723,0.7151841912382875,,,report_only,report_only
train,matched_random,0.1,0.0007294112949679872,0.0019230293098973974,0.005776526806270358,0.01160543536553887,0.021816522203948287,0.054950944921102904,0.10857907023860063,-0.7967488322124022,1.2713569784283119,0.00025519979044457525,0.0012658448217930467,0.09129089198239101,209163,all,0,0.0286152630067472,,,report_only,report_only
