split,baseline_id,replicate_stat,industry,liquidity_bucket,volatility_bucket,sampled_random_event_count,eligible_random_event_count,bucket_random_eligible_rate,random_replicate_count,random_excluded_candidate_seed_day_count,random_capacity_shortfall,random_sampling_replacement_policy,random_baseline_reliability_status,failed_seed_average_loss_r,p05_return_r,p50_return_r,p95_return_r,audit_only_status
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,交通运输,money_20d_median_asof_q1,atr20_pct_asof_q1,600,26,0.043333333333333335,100,0,False,without_replacement_within_replicate,failed,0.0,-0.5903227182385082,-0.05520981320290343,0.18933393730517334,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,交通运输,money_20d_median_asof_q1,atr20_pct_asof_q2,300,47,0.15666666666666668,100,0,False,without_replacement_within_replicate,failed,0.0,-0.646289384033697,-0.1232634339418307,0.655096888772521,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,交通运输,money_20d_median_asof_q2,atr20_pct_asof_q1,900,97,0.10777777777777778,100,0,False,without_replacement_within_replicate,failed,0.0,-0.7520316788462491,-0.13576807385016737,1.3718114095773213,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,交通运输,money_20d_median_asof_q2,atr20_pct_asof_q2,300,47,0.15666666666666668,100,0,False,without_replacement_within_replicate,failed,0.0,-0.8522605727272692,-0.05813408809798893,0.5734564222600239,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q1,400,25,0.0625,100,0,False,without_replacement_within_replicate,failed,0.0,-0.3680122541933835,-0.05121543976568909,1.0226107095826247,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q2,100,19,0.19,100,0,False,without_replacement_within_replicate,failed,0.0,-0.6421379706298072,-0.02048474598773963,0.440836955737897,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q3,200,55,0.275,100,0,False,without_replacement_within_replicate,failed,0.0,-1.0072573370144506,-0.2692298792058128,1.7399734337303774,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q4,100,41,0.41,100,0,False,without_replacement_within_replicate,failed,0.0,-0.7174797043251865,0.1122875551609086,1.3158684136164596,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,交通运输,money_20d_median_asof_q4,atr20_pct_asof_q1,400,20,0.05,100,0,False,without_replacement_within_replicate,failed,0.0,-1.033424922734605,-0.13871543804322994,0.6941891257538945,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,传媒,money_20d_median_asof_q3,atr20_pct_asof_q1,100,14,0.14,100,0,False,without_replacement_within_replicate,failed,0.0,0.06798898064505472,0.5792295846371402,0.5823190529564308,report_only
robustness,matched_random_same_density_no_fail_fast_h20_report_only,p50,传媒,money_20d_median_asof_q4,atr20_pct_asof_q1,100,4,0.04,100,0,False,without_replacement_within_replicate,failed,0.0,-0.16642671864738956,0.23122250377483286,0.23122250377483286,report_only
