split,error_type,seed_episode_id,instrument,episode_start_signal_date,exit_trigger_type,exit_signal_date,h20_after_cost_return,return_r,loss_r,captured_reference_event_id,price_structure_component,initial_risk_pct,audit_only_status
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600030_20250207_59661157dc,SH600030,,natural_exit_h20,2025-03-11,-0.03965548045346823,-0.4882585673723254,0.4882585673723254,,,0.020304549220141296,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600031_20230213_21799cd685,SH600031,,natural_exit_h20,2023-03-15,-0.05836301366246999,-0.3198888126307405,0.3198888126307405,,,0.04561195277704239,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600036_20190329_81008eb9db,SH600036,,natural_exit_h20,2019-05-06,-0.00860564489212634,-0.04660773219053718,0.04660773219053718,,,0.046159963635140966,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600036_20230725_1d630253e1,SH600036,,natural_exit_h20,2023-08-24,-0.08467553717552179,-0.4734133473636251,0.4734133473636251,,,0.0447154361231408,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600039_20240125_802d67c2df,SH600039,,natural_exit_h20,2024-03-05,-0.02607727682432026,-0.09387819408063003,0.09387819408063003,,,0.06944444628409402,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600048_20230725_07c006020a,SH600048,,natural_exit_h20,2023-08-24,-0.013296040891616623,-0.07429458272263281,0.07429458272263281,,,0.044740950162057265,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600061_20190225_dd74f767d5,SH600061,,natural_exit_h20,2019-03-27,-0.0633347259958873,-0.14301937042616394,0.14301937042616394,,,0.11071004893806477,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600061_20210402_f0b64a28b5,SH600061,,natural_exit_h20,2021-05-10,-0.02860588543172038,-0.2673287584759569,0.2673287584759569,,,0.02675159754117246,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600061_20230728_b11f182ff0,SH600061,,natural_exit_h20,2023-08-29,-0.02408423349280897,-0.23894087490501698,0.23894087490501698,,,0.025198946708451263,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600061_20250814_ef4894ba00,SH600061,,natural_exit_h20,2025-09-15,-0.07913509917793138,-0.5112859219952971,0.5112859219952971,,,0.03869415124374346,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600085_20220613_c0485ca196,SH600085,,natural_exit_h20,2022-07-13,-0.01516772164273894,-0.07288242776035399,0.07288242776035399,,,0.05202804746231903,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600085_20230804_6e39684fcf,SH600085,,natural_exit_h20,2023-09-05,-0.001910328064840039,-0.012111588481283683,0.012111588481283683,,,0.03943182324498791,report_only
train,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600089_20211215_350bb9c707,SH600089,,close_below_seed_day_low|close_below_breakout_reference,2021-12-20,-0.1778063752740261,-0.6502640962844132,0.6502640962844132,,,0.03398055106173815,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600089_20240304_d573a85f61,SH600089,,natural_exit_h20,2024-04-03,-0.009646597277070401,-0.09763923479077531,0.09763923479077531,,,0.024699592581152084,report_only
robustness,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600096_20251009_975fcd5f2e,SH600096,,t10_close_below_entry_price,2025-10-24,0.2560894859347307,-0.10648029385551298,0.10648029385551298,,,0.029084361035819732,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600104_20190404_f65dd2083a,SH600104,,natural_exit_h20,2019-05-10,-0.09135106245687885,-0.9596158335227757,0.9596158335227757,,,0.023798862853670992,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600111_20220606_21e8cbb303,SH600111,,natural_exit_h20,2022-07-06,-0.11496057778041247,-1.3147691126548877,1.3147691126548877,,,0.02185946123047316,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600111_20250206_6ce48e10f7,SH600111,,natural_exit_h20,2025-03-10,-0.019533895305198445,-0.09805169460710446,0.09805169460710446,,,0.049805093587294035,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600115_20171220_32ea898965,SH600115,,natural_exit_h20,2018-01-22,-0.003426829536446574,-0.014657144469109927,0.014657144469109927,,,0.058449815099875874,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600115_20190329_b04e37c05b,SH600115,,natural_exit_h20,2019-05-06,-0.14154167718062094,-0.3599203571161793,0.3599203571161793,,,0.0983145815331949,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600132_20230213_f850a2aae2,SH600132,,natural_exit_h20,2023-03-15,-0.11524713246384677,-0.4198757352904374,0.4198757352904374,,,0.06861978603272213,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600150_20240628_482e645806,SH600150,,natural_exit_h20,2024-07-30,-0.01169743470694884,-0.05234214634319462,0.05234214634319462,,,0.05587005656135893,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600161_20210705_a93d4c9fb5,SH600161,,natural_exit_h20,2021-08-04,-0.018961556265285173,-0.06188709544617152,0.06188709544617152,,,0.0765973751417113,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600176_20230725_e78f9d7658,SH600176,,natural_exit_h20,2023-08-24,-0.0512477415941095,-0.41943828506940434,0.41943828506940434,,,0.030545460094105113,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600183_20211101_eec27c3432,SH600183,,natural_exit_h20,2021-12-01,-0.034771109714740955,-0.20696594373265342,0.20696594373265342,,,0.042001003990850126,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600188_20190902_d47858e335,SH600188,,natural_exit_h20,2019-10-10,-0.017110154289559754,-0.11478050079382442,0.11478050079382442,,,0.03726711891659637,report_only
validation,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600188_20220608_90a98c59b9,SH600188,,close_below_breakout_reference,2022-06-16,-0.12085962990770927,-0.43006511730392155,0.43006511730392155,,,0.05300127278374247,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600196_20250901_ff7ebb62fd,SH600196,,natural_exit_h20,2025-10-09,-0.04710056859844558,-0.20233606595873188,0.20233606595873188,,,0.05819596271093376,report_only
validation,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600256_20220303_5cce736c96,SH600256,,close_below_seed_day_low,2022-03-08,0.023981111288422507,-0.2676423005162953,0.2676423005162953,,,0.11307418440624505,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600256_20220823_d406e9f41c,SH600256,,natural_exit_h20,2022-09-23,-0.04428559379035579,-0.16876406778304143,0.16876406778304143,,,0.06560281814148994,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600256_20240222_38ef3d4210,SH600256,,natural_exit_h20,2024-03-25,-0.01858672333319733,-0.056899948563202456,0.056899948563202456,,,0.08166406034863043,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600271_20190225_e850b77d12,SH600271,,natural_exit_h20,2019-03-27,-0.0966506667347743,-0.3577593115161149,0.3577593115161149,,,0.06753888971134492,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600276_20230407_b59da89c55,SH600276,,natural_exit_h20,2023-05-12,-0.02591638881811864,-0.10234272295212186,0.10234272295212186,,,0.0633078446384578,report_only
robustness,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600276_20250220_0c1e8d82ab,SH600276,,t10_close_below_entry_price,2025-03-07,-0.09135290004963004,-0.2656365111156532,0.2656365111156532,,,0.0599211987783161,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600309_20210706_026213c1b8,SH600309,,natural_exit_h20,2021-08-05,-0.034455010401612474,-0.19289872268143513,0.19289872268143513,,,0.04465427495146457,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600309_20220615_985ea54336,SH600309,,natural_exit_h20,2022-07-15,-0.012015466164175148,-0.10496225801175996,0.10496225801175996,,,0.028618539634572594,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600309_20230217_235b3ccfaa,SH600309,,natural_exit_h20,2023-03-21,-0.06552125365970984,-0.4307184246209614,0.4307184246209614,,,0.03803021296184945,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600309_20230725_fcfca04663,SH600309,,natural_exit_h20,2023-08-24,-0.043970788606333966,-0.4200136911722015,0.4200136911722015,,,0.02617223529286476,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600332_20211222_c49a2097b5,SH600332,,natural_exit_h20,2022-01-24,-0.040271782189755134,-0.3036447850496761,0.3036447850496761,,,0.03315698488215983,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600332_20221201_e3fcee977f,SH600332,,natural_exit_h20,2023-01-03,-0.07168532811352368,-0.392129395349832,0.392129395349832,,,0.04570259776723112,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600340_20200427_473ee56313,SH600340,,natural_exit_h20,2020-06-01,-0.032757334003732264,-0.17155609803238447,0.17155609803238447,,,0.047735601327253165,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600346_20190315_3d1d52748c,SH600346,,natural_exit_h20,2019-04-17,-0.02732270892227162,-0.06159596289600233,0.06159596289600233,,,0.11089488514207846,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600346_20191230_b65318439a,SH600346,,natural_exit_h20,2020-02-07,-0.0431784234557947,-0.2651546856698056,0.2651546856698056,,,0.04071059818038097,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600346_20250820_52ae8977fb,SH600346,,natural_exit_h20,2025-09-19,-0.0020941052570305763,-0.005758791099181988,0.005758791099181988,,,0.09090906498275458,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600362_20171228_d6b875de3c,SH600362,,natural_exit_h20,2018-01-30,-0.027584737351574296,-0.12798720880844944,0.12798720880844944,,,0.053881824614322726,report_only
train,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600362_20200703_40bba3fe1e,SH600362,,t10_close_below_entry_price,2020-07-20,0.04134423133898424,-0.03533675319011123,0.03533675319011123,,,0.11706627726983898,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600362_20210709_565c32c1a9,SH600362,,natural_exit_h20,2021-08-10,-8.295767065624737e-06,-4.778888598072445e-05,4.778888598072445e-05,,,0.04339799356784974,report_only
robustness,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600362_20250324_e56f0c02a4,SH600362,,close_below_breakout_reference,2025-04-03,-0.11828765801166974,-0.5732058277114249,0.5732058277114249,,,0.08297875586976396,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600383_20171121_f616508d69,SH600383,,natural_exit_h20,2017-12-21,-0.07932833252365845,-0.36304801601136644,0.36304801601136644,,,0.054626612063054775,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600383_20201117_89e4773162,SH600383,,natural_exit_h20,2020-12-17,-0.09125761924983888,-0.4613957527740736,0.4613957527740736,,,0.049446499399466715,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600406_20180502_12cd9cd453,SH600406,,natural_exit_h20,2018-06-01,-0.08747306554894763,-0.6095785120974007,0.6095785120974007,,,0.03587440494251332,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600406_20210118_66238422d9,SH600406,,natural_exit_h20,2021-02-24,-0.00772866458403576,-0.0468320199595756,0.0468320199595756,,,0.041257373644714546,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600426_20220210_ca9d783267,SH600426,,natural_exit_h20,2022-03-14,-0.10330221531642048,-0.5962831758218962,0.5962831758218962,,,0.043310887974506516,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600426_20230712_0fe3c8a1c7,SH600426,,natural_exit_h20,2023-08-11,-0.04545353521808815,-0.3517022770613546,0.3517022770613546,,,0.03230966799381765,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600436_20210622_a99c1e1de0,SH600436,,natural_exit_h20,2021-07-22,-0.004976482810431393,-0.05344254792623226,0.05344254792623226,,,0.023279591839916226,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600438_20231228_2a960b30de,SH600438,,natural_exit_h20,2024-01-30,-0.055135084638568976,-0.272941648141447,0.272941648141447,,,0.05050079844355251,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600460_20220223_c7c10fe3de,SH600460,,natural_exit_h20,2022-03-25,-0.10200776216206653,-0.3139037280830667,0.3139037280830667,,,0.08124127959948339,report_only
robustness,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600482_20250806_527bb10240,SH600482,,close_below_seed_day_low|close_below_breakout_reference,2025-08-14,-0.08128732862884125,-0.47071516674294867,0.47071516674294867,,,0.023839385130147227,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600489_20230406_cfdddce6cb,SH600489,,natural_exit_h20,2023-05-11,-0.006293012308381085,-0.05548335617675977,0.05548335617675977,,,0.02835540575597439,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600489_20240329_98203cf4a5,SH600489,,natural_exit_h20,2024-05-07,-0.010967098703888234,-0.06281154542327354,0.06281154542327354,,,0.04365080746693664,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600489_20240705_7fb54a4f6e,SH600489,,natural_exit_h20,2024-08-06,-0.0695158509509165,-0.19501684261835786,0.19501684261835786,,,0.08911518874161672,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600489_20250113_c8442a6ab2,SH600489,,natural_exit_h20,2025-02-20,-0.010182208872940635,-0.07127534342676127,0.07127534342676127,,,0.035714345183770764,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600519_20171026_d0de90d69f,SH600519,,natural_exit_h20,2017-11-27,-0.03862854761800716,-0.12143312106959486,0.12143312106959486,,,0.07952638307770384,report_only
train,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600519_20180926_39cb70eb73,SH600519,,close_below_seed_day_low|close_below_breakout_reference,2018-10-08,-0.19293460668890383,-0.47903865731492884,0.47903865731492884,,,0.03399249886253243,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600519_20210927_ed7371ce26,SH600519,,natural_exit_h20,2021-11-03,-0.027953757005622415,-0.21424179580014907,0.21424179580014907,,,0.03261940194864975,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600519_20230721_6df4a005d3,SH600519,,natural_exit_h20,2023-08-22,-0.01261017926834973,-0.12074283690230385,0.12074283690230385,,,0.02610958047671381,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600522_20230320_fcca0e2d88,SH600522,,natural_exit_h20,2023-04-20,-0.05630790503112104,-0.2677897403759338,0.2677897403759338,,,0.05256727251021061,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600522_20240513_9b85036372,SH600522,,natural_exit_h20,2024-06-13,-0.03225874310134369,-0.22332996700021476,0.22332996700021476,,,0.03611107762948878,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600522_20250918_6fea755853,SH600522,,natural_exit_h20,2025-10-28,-0.01445982658361944,-0.08901168847703683,0.08901168847703683,,,0.04061215676003544,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600547_20171228_9133eb9f1f,SH600547,,natural_exit_h20,2018-01-30,-0.005865708924465252,-0.06689493083204759,0.06689493083204759,,,0.02192135058481571,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600547_20180321_6ec2573d7e,SH600547,,natural_exit_h20,2018-04-24,-0.008853799343544688,-0.0565033178804597,0.0565033178804597,,,0.039173802865329434,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600547_20181009_6018ba7e27,SH600547,,natural_exit_h20,2018-11-08,-0.017830098719190834,-0.052558251125347365,0.052558251125347365,,,0.08481113020992379,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600547_20230406_ac235fc062,SH600547,,natural_exit_h20,2023-05-11,-0.02673016526176908,-0.10156640567184222,0.10156640567184222,,,0.06579479968045089,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600547_20240401_07a0988aa1,SH600547,,natural_exit_h20,2024-05-08,-0.015694510265040873,-0.10641005570862852,0.10641005570862852,,,0.03687271414464696,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600547_20240705_e200cd61e3,SH600547,,natural_exit_h20,2024-08-06,-0.02681922774381451,-0.15903124499723673,0.15903124499723673,,,0.04216031218311929,report_only
train,false_reject_winner,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600570_20200117_29f357d61d,SH600570,,close_below_seed_day_low|close_below_breakout_reference,2020-02-03,0.09407987594437217,-0.6118932872085561,0.6118932872085561,,,0.03854695372738541,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600570_20230327_ddb2b51ea9,SH600570,,natural_exit_h20,2023-04-27,-0.07116558008118479,-0.39774759366593154,0.39774759366593154,,,0.04473036494405344,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600585_20180723_71ce395c65,SH600585,,natural_exit_h20,2018-08-22,-0.030676128415946025,-0.0817240449905141,0.0817240449905141,,,0.09384058394168655,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600585_20190401_85e79850ac,SH600585,,natural_exit_h20,2019-05-07,-0.04383110730091089,-0.47467108111264184,0.47467108111264184,,,0.023084989293096173,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600585_20240510_5a58b36503,SH600585,,natural_exit_h20,2024-06-12,-0.03167296307481948,-0.2339006023196886,0.2339006023196886,,,0.033853015726237626,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600588_20210721_16cb52fe6a,SH600588,,natural_exit_h20,2021-08-20,-0.03189613947766312,-0.07922452902583638,0.07922452902583638,,,0.10065108581226556,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600600_20190816_699f763166,SH600600,,natural_exit_h20,2019-09-18,-0.02258002874725973,-0.10468287846092922,0.10468287846092922,,,0.05392483727815927,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600600_20241211_1d3e3cdd2b,SH600600,,natural_exit_h20,2025-01-13,-0.06599233429375406,-0.2716683526129812,0.2716683526129812,,,0.060728765109205364,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600606_20190712_68d5a18915,SH600606,,natural_exit_h20,2019-08-13,-0.06651060302785317,-0.4830768643126852,0.4830768643126852,,,0.034420300340031545,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600606_20220323_ca3526c655,SH600606,,natural_exit_h20,2022-04-26,-0.10170408098032824,-0.2578079870994368,0.2578079870994368,,,0.09862386550217786,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600655_20210520_6651ff87f7,SH600655,,natural_exit_h20,2021-06-22,-0.0588095164550797,-0.4776180632464522,0.4776180632464522,,,0.03078271163748566,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600660_20171026_1bf2c68d52,SH600660,,natural_exit_h20,2017-11-27,-0.04300613007046861,-0.30132650024868773,0.30132650024868773,,,0.03568067365048811,report_only
robustness,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600660_20240426_619936d12b,SH600660,,natural_exit_h20,2024-05-31,-0.03736755380210255,-0.2228776213071446,0.2228776213071446,,,0.04191487864836689,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600663_20190611_33454e36b2,SH600663,,natural_exit_h20,2019-07-11,-0.07978215715454573,-0.39627076385648513,0.39627076385648513,,,0.050333108338671134,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600674_20210312_025def70f5,SH600674,,natural_exit_h20,2021-04-14,-0.01282797457936291,-0.09469548700773227,0.09469548700773227,,,0.03386638314219625,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600674_20210628_8c79476072,SH600674,,natural_exit_h20,2021-07-28,-0.10221988413573302,-1.192197274958994,1.192197274958994,,,0.021435186584210425,report_only
validation,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600674_20220706_3875601d39,SH600674,,natural_exit_h20,2022-08-05,-0.026652895315902314,-0.14004466870032772,0.14004466870032772,,,0.047579275175649624,report_only
train,missed_failure,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600688_20180102_6f36cc013c,SH600688,,natural_exit_h20,2018-02-01,-0.05259306216216608,-0.17355699646246986,0.17355699646246986,,,0.07575762319316649,report_only
