split,baseline_id,baseline_role,metric_name,candidate_value,baseline_value,diff_value,random_replicate_stat,comparison,threshold,status
robustness,same_cooling_qualified_seed_t1_open_same_fail_fast_h20,gate,mean_return_r_diff_vs_same_cooling_qualified_seed_t1_open_same_fail_fast_h20,0.040745580639676794,0.06139559682956511,-0.020650016189888314,not_random,,,report_only
robustness,same_cooling_qualified_seed_t1_open_same_fail_fast_h20,gate,p05_return_r_diff_vs_same_cooling_qualified_seed_t1_open_same_fail_fast_h20,-0.5474822687801746,-0.5188233399018615,-0.028658928878313117,not_random,,,report_only
robustness,same_cooling_qualified_seed_t1_open_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_cooling_qualified_seed_t1_open_same_fail_fast_h20,0.2069303793841871,0.2031416897485291,0.00378868963565801,not_random,,,report_only
robustness,same_cooling_qualified_seed_t1_open_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_cooling_qualified_seed_t1_open_same_fail_fast_h20,11.0,11.0,0.0,not_random,,,report_only
robustness,same_cooling_qualified_seed_t3_open_no_fail_fast_h20,gate,mean_return_r_diff_vs_same_cooling_qualified_seed_t3_open_no_fail_fast_h20,0.040745580639676794,0.06413114220687981,-0.023385561567203013,not_random,,,report_only
robustness,same_cooling_qualified_seed_t3_open_no_fail_fast_h20,gate,p05_return_r_diff_vs_same_cooling_qualified_seed_t3_open_no_fail_fast_h20,-0.5474822687801746,-0.7796768999652903,0.23219463118511574,not_random,,,report_only
robustness,same_cooling_qualified_seed_t3_open_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_cooling_qualified_seed_t3_open_no_fail_fast_h20,0.2069303793841871,0.1997547444662439,0.007175634917943208,not_random,,,report_only
robustness,same_cooling_qualified_seed_t3_open_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_cooling_qualified_seed_t3_open_no_fail_fast_h20,11.0,22.0,-11.0,not_random,,,report_only
robustness,same_cooling_qualified_seed_t3_open_same_fail_fast_h20,gate,mean_return_r_diff_vs_same_cooling_qualified_seed_t3_open_same_fail_fast_h20,0.040745580639676794,0.014308299262103584,0.02643728137757321,not_random,,,report_only
robustness,same_cooling_qualified_seed_t3_open_same_fail_fast_h20,gate,p05_return_r_diff_vs_same_cooling_qualified_seed_t3_open_same_fail_fast_h20,-0.5474822687801746,-0.49982994644665285,-0.047652322333521735,not_random,,,report_only
robustness,same_cooling_qualified_seed_t3_open_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_cooling_qualified_seed_t3_open_same_fail_fast_h20,0.2069303793841871,0.18723550240028838,0.019694876983898713,not_random,,,report_only
robustness,same_cooling_qualified_seed_t3_open_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_cooling_qualified_seed_t3_open_same_fail_fast_h20,11.0,11.0,0.0,not_random,,,report_only
robustness,same_emitted_seed_t1_open_same_fail_fast_h20_all_emitted,gate,mean_return_r_diff_vs_same_emitted_seed_t1_open_same_fail_fast_h20_all_emitted,0.040745580639676794,-0.0054510597270329385,0.04619664036670973,not_random,,,report_only
robustness,same_emitted_seed_t1_open_same_fail_fast_h20_all_emitted,gate,p05_return_r_diff_vs_same_emitted_seed_t1_open_same_fail_fast_h20_all_emitted,-0.5474822687801746,-0.608591749377078,0.061109480596903465,not_random,,,report_only
robustness,same_emitted_seed_t1_open_same_fail_fast_h20_all_emitted,gate,failed_seed_average_loss_r_diff_vs_same_emitted_seed_t1_open_same_fail_fast_h20_all_emitted,0.2069303793841871,0.23613995770485047,-0.02920957832066337,not_random,,,report_only
robustness,same_emitted_seed_t1_open_same_fail_fast_h20_all_emitted,gate,failed_seed_median_holding_days_diff_vs_same_emitted_seed_t1_open_same_fail_fast_h20_all_emitted,11.0,11.0,0.0,not_random,,,report_only
