split,seed_episode_id,instrument,exit_trigger_type,exit_signal_date,exit_execution_date,holding_days,return_r,loss_r,audit_only_status
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600010_20230120_061561e021,SH600010,natural_exit_h20,2023-02-28,2023-03-01,22,0.11419898229953987,0.0,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600010_20241106_180d5b6956,SH600010,close_below_seed_day_low|close_below_breakout_reference,2024-11-14,2024-11-15,6,-0.41955354519097304,0.41955354519097304,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600010_20241210_faf5b281a9,SH600010,close_below_seed_day_low|close_below_breakout_reference,2024-12-13,2024-12-16,3,-0.5085162054704839,0.5085162054704839,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600010_20250206_ec70fa2807,SH600010,close_below_seed_day_low|close_below_breakout_reference,2025-02-18,2025-02-19,8,-0.4625770471630802,0.4625770471630802,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600010_20250611_8a23535ac6,SH600010,close_below_breakout_reference,2025-06-18,2025-06-19,5,-0.4470584452217088,0.4470584452217088,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600010_20251013_89e6a2af87,SH600010,close_below_seed_day_low,2025-10-20,2025-10-21,5,-0.35108303743211905,0.35108303743211905,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20180129_86b8db387c,SH600011,close_below_seed_day_low|close_below_breakout_reference,2018-01-31,2018-02-01,2,-0.5152921788920994,0.5152921788920994,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20180308_593510b59c,SH600011,t10_close_below_entry_price,2018-03-23,2018-03-26,11,-0.1791663233216429,0.1791663233216429,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20180523_c1b9884e8f,SH600011,t10_close_below_entry_price,2018-06-07,2018-06-08,11,-0.26532903260482443,0.26532903260482443,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20180720_32da1f8221,SH600011,close_below_seed_day_low|close_below_breakout_reference|t10_close_below_entry_price,2018-08-06,2018-08-07,11,-0.4574856003906403,0.4574856003906403,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20190801_39d9188efc,SH600011,natural_exit_h20,2019-09-02,2019-09-03,22,-0.5295918637420481,0.5295918637420481,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20200702_ac28afc413,SH600011,natural_exit_h20,2020-08-03,2020-08-04,22,0.2765792735335411,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20200819_4993415252,SH600011,t10_close_below_entry_price,2020-09-03,2020-09-04,11,-0.09974156970197008,0.09974156970197008,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20220822_a38feba18b,SH600011,close_below_seed_day_low|close_below_breakout_reference,2022-09-01,2022-09-02,8,-0.2622035970912041,0.2622035970912041,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20230426_9bfb9a5e31,SH600011,t10_close_below_entry_price,2023-05-16,2023-05-17,11,-0.2902849795757355,0.2902849795757355,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20250730_4b93cf2366,SH600011,close_below_breakout_reference,2025-08-01,2025-08-04,2,-0.10046524190687792,0.10046524190687792,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600011_20251029_74d8ba1683,SH600011,t10_close_below_entry_price,2025-11-13,2025-11-14,11,-0.2303839007498864,0.2303839007498864,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600015_20180723_8329fb34d0,SH600015,close_below_seed_day_low|close_below_breakout_reference,2018-08-02,2018-08-03,8,-0.4919519825887539,0.4919519825887539,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600015_20191014_274fd970e5,SH600015,close_below_seed_day_low|close_below_breakout_reference,2019-10-18,2019-10-21,4,-0.4553424262573745,0.4553424262573745,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600015_20200702_a7625609ae,SH600015,t10_close_below_entry_price,2020-07-17,2020-07-20,11,-0.1172926282124646,0.1172926282124646,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600015_20230417_7724d7fbbc,SH600015,natural_exit_h20,2023-05-22,2023-05-23,22,0.2969901690830223,0.0,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600015_20230728_cadb796f69,SH600015,close_below_breakout_reference,2023-08-11,2023-08-14,10,-0.3811838895092553,0.3811838895092553,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600015_20240924_67b6161515,SH600015,natural_exit_h20,2024-10-31,2024-11-01,22,0.062270240883406935,0.0,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600015_20241118_4b5c3f69fc,SH600015,close_below_seed_day_low|close_below_breakout_reference,2024-11-22,2024-11-25,4,-0.4393662777275167,0.4393662777275167,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600015_20250314_07c3cb4bb5,SH600015,natural_exit_h20,2025-04-16,2025-04-17,22,0.10839536571539579,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600016_20180720_3f59be8bc6,SH600016,close_below_breakout_reference,2018-08-02,2018-08-03,9,-0.3563809620182188,0.3563809620182188,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600016_20180921_8f61ad9208,SH600016,close_below_seed_day_low|close_below_breakout_reference,2018-10-11,2018-10-12,8,-0.5373041075244146,0.5373041075244146,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600016_20190225_a18a52ca80,SH600016,t10_close_below_entry_price,2019-03-12,2019-03-13,11,-0.0644700941256198,0.0644700941256198,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600016_20200702_51dcaad27e,SH600016,t10_close_below_entry_price,2020-07-17,2020-07-20,11,-0.09682736288281008,0.09682736288281008,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600016_20240925_1eba882616,SH600016,natural_exit_h20,2024-11-01,2024-11-04,22,-0.08532007792356432,0.08532007792356432,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600016_20241118_c827305ddd,SH600016,t10_close_below_entry_price,2024-12-03,2024-12-04,11,-0.09485449922583965,0.09485449922583965,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600016_20250710_b954c8bdaa,SH600016,close_below_seed_day_low|close_below_breakout_reference,2025-07-24,2025-07-25,10,-0.5401143330052047,0.5401143330052047,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20171018_b5600faaa1,SH600018,natural_exit_h20,2017-11-17,2017-11-20,22,0.10061813613115778,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20190306_23578edcf5,SH600018,natural_exit_h20,2019-04-08,2019-04-09,22,2.1422630319780165,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20190726_c2d242c217,SH600018,close_below_seed_day_low|close_below_breakout_reference,2019-08-06,2019-08-07,7,-0.6641329753913521,0.6641329753913521,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20200602_7299cf357a,SH600018,natural_exit_h20,2020-07-06,2020-07-07,22,1.2410802292239551,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20200703_446e1cf022,SH600018,t10_close_below_entry_price,2020-07-20,2020-07-21,11,-0.13763256833445406,0.13763256833445406,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20210705_3aee9cd95e,SH600018,t10_close_below_entry_price,2021-07-20,2021-07-21,11,-0.05946428389591941,0.05946428389591941,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20210830_073fb9efde,SH600018,natural_exit_h20,2021-10-08,2021-10-11,22,0.31786292163173807,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20211203_77a4f7abc8,SH600018,close_below_seed_day_low,2021-12-14,2021-12-15,7,-0.3231140639915496,0.3231140639915496,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20220105_01ddda729f,SH600018,t10_close_below_entry_price,2022-01-20,2022-01-21,11,-0.11711135475003182,0.11711135475003182,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600018_20220401_5b28a594ea,SH600018,natural_exit_h20,2022-05-10,2022-05-11,22,0.05746324594757066,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20171107_7eb0857b31,SH600019,natural_exit_h20,2017-12-07,2017-12-08,22,-0.24358186913165572,0.24358186913165572,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20180102_bb91ceba1c,SH600019,natural_exit_h20,2018-02-01,2018-02-02,22,1.1398121762207472,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20190904_f437c888a8,SH600019,natural_exit_h20,2019-10-14,2019-10-15,22,-0.26789642873111474,0.26789642873111474,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20200618_d9607c2ee7,SH600019,close_below_seed_day_low|close_below_breakout_reference,2020-06-23,2020-06-24,3,-0.412484869603677,0.412484869603677,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20201016_d490815dcf,SH600019,natural_exit_h20,2020-11-17,2020-11-18,22,1.1208694551431924,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20210107_8eeb56fbb7,SH600019,natural_exit_h20,2021-02-08,2021-02-09,22,0.07655419608233083,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20210222_ef3556b8ce,SH600019,natural_exit_h20,2021-03-24,2021-03-25,22,-0.04119515625364603,0.04119515625364603,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20210909_8d92ef8f42,SH600019,close_below_seed_day_low|close_below_breakout_reference,2021-09-17,2021-09-22,6,-0.7792717675982057,0.7792717675982057,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20211216_83e60e4187,SH600019,close_below_breakout_reference,2021-12-28,2021-12-29,8,-0.4404023204279819,0.4404023204279819,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20221205_57c5b5e248,SH600019,t10_close_below_entry_price,2022-12-20,2022-12-21,11,-0.290521060408911,0.290521060408911,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20230106_0a1a81872b,SH600019,natural_exit_h20,2023-02-14,2023-02-15,22,0.5884388994041244,0.0,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20230220_586bf7bb01,SH600019,natural_exit_h20,2023-03-22,2023-03-23,22,-0.22211315395497996,0.22211315395497996,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20230412_edd6642d15,SH600019,close_below_seed_day_low|close_below_breakout_reference,2023-04-26,2023-04-27,10,-0.3913371135817685,0.3913371135817685,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20230725_691d54374e,SH600019,natural_exit_h20,2023-08-24,2023-08-25,22,-0.08053836556279653,0.08053836556279653,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20230904_53fdc798ba,SH600019,close_below_seed_day_low,2023-09-07,2023-09-08,3,-0.4015599016881954,0.4015599016881954,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20240416_f6c7a7387e,SH600019,t10_close_below_entry_price,2024-05-06,2024-05-07,11,-0.2506834164594382,0.2506834164594382,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20240925_1c53d21282,SH600019,natural_exit_h20,2024-11-01,2024-11-04,22,0.1046335818655163,0.0,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20250227_000344f956,SH600019,natural_exit_h20,2025-03-31,2025-04-01,22,0.1482332342011176,0.0,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20250702_94d3fdabc0,SH600019,natural_exit_h20,2025-08-01,2025-08-04,22,0.11953593029208828,0.0,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600019_20251031_1c17d079c0,SH600019,natural_exit_h20,2025-12-02,2025-12-03,22,-0.32735435177005145,0.32735435177005145,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600021_20250903_1718c58b6e,SH600021,natural_exit_h20,2025-10-13,2025-10-14,22,2.3325836122567916,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600023_20180122_ad994640ab,SH600023,natural_exit_h20,2018-02-28,2018-03-01,22,-0.406891880090125,0.406891880090125,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600023_20180718_4787f58b87,SH600023,natural_exit_h20,2018-08-17,2018-08-20,22,-0.45187130340631787,0.45187130340631787,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600023_20200827_0eca03184c,SH600023,t10_close_below_entry_price,2020-09-11,2020-09-14,11,-0.053061379594680984,0.053061379594680984,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600023_20210908_81a963599f,SH600023,t10_close_below_entry_price,2021-09-27,2021-09-28,11,-0.14228742560674945,0.14228742560674945,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600023_20220907_4f78aa8195,SH600023,close_below_seed_day_low|close_below_breakout_reference,2022-09-14,2022-09-15,4,-0.5646553666865002,0.5646553666865002,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600023_20230414_a092ddf47c,SH600023,natural_exit_h20,2023-05-19,2023-05-22,22,0.3772433350278478,0.0,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600023_20231026_22cff3bd4f,SH600023,t10_close_below_entry_price,2023-11-10,2023-11-13,11,-0.10141010535264375,0.10141010535264375,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600023_20250217_75d7a42436,SH600023,t10_close_below_entry_price,2025-03-04,2025-03-05,11,-0.12001503684592532,0.12001503684592532,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600023_20250703_a946f99850,SH600023,t10_close_below_entry_price,2025-07-18,2025-07-21,11,-0.25582234334137405,0.25582234334137405,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600025_20190530_b4eec8fada,SH600025,natural_exit_h20,2019-07-02,2019-07-03,22,0.06906357158962804,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600025_20200601_db0fef30e1,SH600025,t10_close_below_entry_price,2020-06-16,2020-06-17,11,-0.23803597460561782,0.23803597460561782,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600025_20220510_62689c541f,SH600025,natural_exit_h20,2022-06-10,2022-06-13,22,0.6784879980420158,0.0,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600025_20230511_2ade88b26d,SH600025,t10_close_below_entry_price,2023-05-26,2023-05-29,11,-0.17428352581327078,0.17428352581327078,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600026_20230309_ca37ab6e3c,SH600026,close_below_seed_day_low|close_below_breakout_reference,2023-03-14,2023-03-15,3,-0.8221860692821742,0.8221860692821742,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600026_20240115_9709e269fc,SH600026,close_below_seed_day_low|close_below_breakout_reference,2024-01-22,2024-01-23,5,-0.4780472891902216,0.4780472891902216,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600026_20250613_ae037d994f,SH600026,close_below_seed_day_low,2025-06-26,2025-06-27,9,-0.43087801262959097,0.43087801262959097,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600026_20250822_d884fcbf8d,SH600026,close_below_seed_day_low,2025-08-29,2025-09-01,5,-0.26739213044754867,0.26739213044754867,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600026_20251030_418cf9ee13,SH600026,close_below_seed_day_low|close_below_breakout_reference,2025-11-04,2025-11-05,3,-0.6737528367151262,0.6737528367151262,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600027_20220907_893e97af3b,SH600027,close_below_breakout_reference,2022-09-16,2022-09-19,6,-0.45779305152194605,0.45779305152194605,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600027_20230103_e4469bb014,SH600027,close_below_seed_day_low|close_below_breakout_reference,2023-01-11,2023-01-12,6,-0.3461510938674882,0.3461510938674882,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600027_20230512_32293ad3f2,SH600027,close_below_breakout_reference,2023-05-16,2023-05-17,2,-0.13478714063009747,0.13478714063009747,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600027_20240102_0b8453e61d,SH600027,natural_exit_h20,2024-02-01,2024-02-02,22,0.4343676417436075,0.0,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600027_20240131_93d6a93bba,SH600027,close_below_breakout_reference,2024-02-05,2024-02-06,3,-0.15857006827424297,0.15857006827424297,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600028_20180102_949b0e18c5,SH600028,natural_exit_h20,2018-02-01,2018-02-02,22,0.3412370180402006,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600028_20180320_56f683037b,SH600028,close_below_seed_day_low|close_below_breakout_reference,2018-03-28,2018-03-29,6,-0.41404502182088954,0.41404502182088954,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600028_20180518_86b5b73491,SH600028,close_below_seed_day_low|close_below_breakout_reference,2018-05-23,2018-05-24,3,-0.4655796230411694,0.4655796230411694,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600028_20200103_5f5d878729,SH600028,close_below_seed_day_low,2020-01-10,2020-01-13,5,-0.40188820013863363,0.40188820013863363,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600028_20210830_bd17c551c1,SH600028,natural_exit_h20,2021-10-08,2021-10-11,22,0.752174120673781,0.0,report_only
validation,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600028_20230302_45d3b6e980,SH600028,natural_exit_h20,2023-04-03,2023-04-04,22,0.4010954300081021,0.0,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600028_20240827_b3eab1526f,SH600028,close_below_seed_day_low|close_below_breakout_reference,2024-08-29,2024-08-30,2,-0.3954189096745446,0.3954189096745446,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600028_20250611_554b615a7c,SH600028,t10_close_below_entry_price,2025-06-26,2025-06-27,11,-0.26939234858906164,0.26939234858906164,report_only
robustness,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600028_20251119_135a2b037f,SH600028,close_below_seed_day_low|close_below_breakout_reference,2025-11-26,2025-11-27,5,-0.3828416474438376,0.3828416474438376,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600029_20171027_a3ff8185f7,SH600029,natural_exit_h20,2017-11-28,2017-11-29,22,1.3348833245205811,0.0,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600029_20180606_c7932ac578,SH600029,close_below_seed_day_low|close_below_breakout_reference,2018-06-21,2018-06-22,10,-0.853747721146441,0.853747721146441,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600029_20190225_b52bcd81c4,SH600029,close_below_seed_day_low|close_below_breakout_reference,2019-03-08,2019-03-11,9,-0.7653466683111217,0.7653466683111217,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600029_20190620_4c6cdee5e5,SH600029,natural_exit_h20,2019-07-22,2019-07-23,22,-0.13276521232930186,0.13276521232930186,report_only
train,ep4_r01_1_emitted_seed_20d_from_r01_v2_raw_seed_SH600029_20190905_db9ea80edc,SH600029,close_below_seed_day_low|close_below_breakout_reference,2019-09-17,2019-09-18,7,-0.4173028592750599,0.4173028592750599,report_only
