js_divergence_train_validation_path_type_distribution,js_divergence_train_robustness_path_type_distribution,representative_taxonomy_disagreement_share,cluster_internal_path_type_entropy_median,cluster_internal_path_type_entropy_p75,cluster_dominant_path_type_share_median,cluster_dominant_path_type_share_p25,tradable_shape_share,slow_fast_path_type_composition_delta,threshold_sensitivity_path_type_rank_stability,stability_extreme_failure,taxonomy_stability_status
0.09489781541663787,0.1619229763482189,0.726525017135024,0.601405316455812,0.7949074279193263,0.7619047619047619,0.5358309990662932,0.3025027203482046,0.42649434571890144,0.7664808076244857,True,pass
