upstream_artifact_role,upstream_path,upstream_sha256,upstream_row_count,lineage_claim,lineage_status,blocking_reason
upstream_15a_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15A_winner_episode_label_censoring_diagnostic/winner_episode_label_censoring_decision.csv,18058c5c1da490583aaa6247c8ee76b4266397874665e8f78b6984d6b1088cdd,1,15B inherits 15A path-defined winner row lineage and does not inherit 15A next_allowed_requirement as authorization.,pass,
upstream_15a_winner_set_difference,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15A_winner_episode_label_censoring_diagnostic/winner_set_difference_readout.csv,2bf30a6c3bd8e386403693e84c40e987e819c10967791abfb4f3a3feaf339158,12,15B inherits 15A path-defined winner row lineage and does not inherit 15A next_allowed_requirement as authorization.,pass,
upstream_15a_time_to_threshold,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15A_winner_episode_label_censoring_diagnostic/time_to_threshold_distribution_readout.csv,74b46639e3b32555ef0f6eb072ce312f1c347eb2ee5fda820d370975bfd860d9,12,15B inherits 15A path-defined winner row lineage and does not inherit 15A next_allowed_requirement as authorization.,pass,
upstream_15a_episode_overlap,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15A_winner_episode_label_censoring_diagnostic/episode_overlap_density_audit.csv,2a9d51685c332019ca1aa1919bae2637a24c14857f8b9c4dcb0dcdd2c8ef2c98,12,15B inherits 15A path-defined winner row lineage and does not inherit 15A next_allowed_requirement as authorization.,pass,
upstream_15a_search_accounting,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15A_winner_episode_label_censoring_diagnostic/search_accounting_audit.csv,3aad977c3fc356e10ca17d15a308dfb822fa1722999d1dda7c7dc8bcbb987c15,1,15B inherits 15A path-defined winner row lineage and does not inherit 15A next_allowed_requirement as authorization.,pass,
upstream_15a_lineage,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15A_winner_episode_label_censoring_diagnostic/upstream_lineage_audit.csv,96ef9006b3b0a15e59592f2bb1f887b86e9fb334fa8eb431210fda38edd5512f,5,15B inherits 15A path-defined winner row lineage and does not inherit 15A next_allowed_requirement as authorization.,pass,
