rule_type,feature_id,quantile_name,value,scale,quantile_used_by_predicate,medoid_scaler_fit_population_n,taxonomy_quantile_fit_population_n,medoid_scaler_fit_unit,taxonomy_quantile_fit_unit,taxonomy_fit_population_order_status,train_rule_fit_status,rule_description
medoid_scaler,path_efficiency,,0.12302538985781554,0.1716010447625502,False,57524.0,,anchor_path,,pass,pass,
medoid_scaler,max_drawdown_before_hit_abs,,0.23384615384615381,0.21142593781279032,False,57524.0,,anchor_path,,pass,pass,
medoid_scaler,underwater_days_share,,0.9,0.1793138806979938,False,57524.0,,anchor_path,,pass,pass,
medoid_scaler,directional_entropy_5state,,0.9597747986891259,0.06641352814245216,False,57524.0,,anchor_path,,pass,pass,
medoid_scaler,trend_line_r2,,0.3988052937405483,0.570398671223163,False,57524.0,,anchor_path,,pass,pass,
medoid_scaler,top1_positive_gain_share,,0.0515139597933118,0.059438028686128186,False,57524.0,,anchor_path,,pass,pass,
medoid_scaler,top3_positive_gain_share,,0.1429128676798446,0.15292818768990196,False,57524.0,,anchor_path,,pass,pass,
medoid_scaler,log_time_to_threshold,,5.099866427824198,1.53044950111547,False,57524.0,,anchor_path,,pass,pass,
taxonomy_quantile,path_efficiency,q_efficiency_30,0.0488291884622229,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,path_efficiency,q_efficiency_50,0.11851594493027409,,False,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,path_efficiency,q_efficiency_70,0.1868289284285726,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,max_drawdown_before_hit_abs,q_max_drawdown_abs_30,0.1814240951172467,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,max_drawdown_before_hit_abs,q_max_drawdown_abs_50,0.24870240633794044,,False,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,max_drawdown_before_hit_abs,q_max_drawdown_abs_70,0.3836997983868693,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,underwater_days_share,q_underwater_share_50,0.9024571854058079,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,underwater_days_share,q_underwater_share_70,0.9657850889477804,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,directional_entropy_5state,q_entropy_30,0.9331171735339423,,False,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,directional_entropy_5state,q_entropy_50,0.9580659638765483,,False,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,directional_entropy_5state,q_entropy_70,0.9732689279356993,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,trend_line_r2,q_trend_r2_50,0.38187774263583574,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,trend_line_r2,q_trend_r2_70,0.5995503545670513,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,top1_positive_gain_share,q_top1_gain_share_70,0.07740025669783522,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,top1_positive_gain_share,q_top1_gain_share_85,0.11604620345214567,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,top3_positive_gain_share,q_top3_gain_share_70,0.20710311178048507,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,top3_positive_gain_share,q_top3_gain_share_85,0.31574691546446265,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,large_up_day_count,q_large_up_day_count_70,6.0,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,time_to_threshold_available_forward_share,q_time_to_threshold_available_forward_share_75,0.31628807147981475,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,pullback_5pct_count,q_pullback_5pct_count_50,3.0,,True,,660.0,,winner_episode_cluster,pass,pass,
taxonomy_quantile,pullback_5pct_count,q_pullback_5pct_count_70,4.0,,True,,660.0,,winner_episode_cluster,pass,pass,
audit_guard,wick_hit_only,,,,False,,,,,pass,pass,high-based threshold hit with close below threshold is audited by path type and low-efficiency predicate.
