threshold_id,episode_cluster_id,cluster_anchor_n,earliest_anchor_row_id,shortest_duration_anchor_row_id,medoid_anchor_row_id,earliest_source_row_key,shortest_source_row_key,medoid_source_row_key,medoid_distance,representative_taxonomy_disagreement,earliest_anchor_path_type,shortest_duration_anchor_path_type,medoid_anchor_path_type,cluster_distinct_path_type_n,cluster_internal_path_type_entropy,cluster_dominant_path_type,cluster_dominant_path_type_share
up100pct,up100pct::SH600000::000000,43,833000,887500,884500,SH600000|2023-11-14|833000|up100pct,SH600000|2024-04-26|887500|up100pct,SH600000|2024-04-18|884500|up100pct,0.07608071221746093,True,slow_grind_winner,smooth_trend_winner,slow_grind_winner,2,0.9522656254366643,slow_grind_winner,0.627906976744186
up50pct,up50pct::SH600000::000000,90,833000,888000,963000,SH600000|2023-11-14|833000|up50pct,SH600000|2024-04-29|888000|up50pct,SH600000|2024-12-10|963000|up50pct,0.0533065956890803,True,slow_grind_winner,stair_step_winner,slow_grind_winner,3,0.9856276319290487,slow_grind_winner,0.4111111111111111
up100pct,up100pct::SH600004::000000,1,254000,254000,254000,SH600004|2019-02-01|254000|up100pct,SH600004|2019-02-01|254000|up100pct,SH600004|2019-02-01|254000|up100pct,0.0,False,smooth_trend_winner,smooth_trend_winner,smooth_trend_winner,1,-0.0,smooth_trend_winner,1.0
up50pct,up50pct::SH600004::000000,69,124500,261000,274000,SH600004|2018-01-10|124500|up50pct,SH600004|2019-02-28|261000|up50pct,SH600004|2019-04-08|274000|up50pct,0.06348634511864941,True,unclassified_mixed_path,smooth_trend_winner,smooth_trend_winner,4,0.79966092391414,smooth_trend_winner,0.4927536231884058
up50pct,up50pct::SH600004::000001,34,497000,595500,546000,SH600004|2021-02-02|497000|up50pct,SH600004|2021-11-29|595500|up50pct,SH600004|2021-07-02|546000|up50pct,0.06726390754557289,True,late_rescue_winner,unclassified_mixed_path,stair_step_winner,4,0.6371322957465732,stair_step_winner,0.7058823529411765
up100pct,up100pct::SH600009::000000,5,124503,125503,124503,SH600009|2018-01-10|124503|up100pct,SH600009|2018-01-12|125503|up100pct,SH600009|2018-01-10|124503|up100pct,0.04831347091042564,False,stair_step_winner,stair_step_winner,stair_step_winner,1,-0.0,stair_step_winner,1.0
up50pct,up50pct::SH600009::000000,54,124503,270503,258503,SH600009|2018-01-10|124503|up50pct,SH600009|2019-03-27|270503|up50pct,SH600009|2019-02-21|258503|up50pct,0.05817270603857232,True,unclassified_mixed_path,smooth_trend_winner,smooth_trend_winner,3,0.8517659980650433,smooth_trend_winner,0.48148148148148145
up50pct,up50pct::SH600009::000001,15,556501,564500,559500,SH600009|2021-08-02|556501|up50pct,SH600009|2021-08-24|564500|up50pct,SH600009|2021-08-10|559500|up50pct,0.037016313805527425,True,stair_step_winner,unclassified_mixed_path,stair_step_winner,2,0.9182958340544894,stair_step_winner,0.6666666666666666
up100pct,up100pct::SH600010::000000,370,163004,548002,427002,SH600010|2018-05-10|163004|up100pct,SH600010|2021-07-08|548002|up100pct,SH600010|2020-07-10|427002|up100pct,0.3151312811775092,True,late_rescue_winner,smooth_trend_winner,stair_step_winner,4,0.9103654205630436,stair_step_winner,0.44054054054054054
up100pct,up100pct::SH600010::000001,72,833002,948502,894002,SH600010|2023-11-14|833002|up100pct,SH600010|2024-10-30|948502|up100pct,SH600010|2024-05-20|894002|up100pct,0.05353122679840664,True,late_rescue_winner,slow_grind_winner,slow_grind_winner,2,0.46012788614713496,slow_grind_winner,0.9027777777777778
up150pct,up150pct::SH600010::000000,305,254004,547002,429502,SH600010|2019-02-01|254004|up150pct,SH600010|2021-07-06|547002|up150pct,SH600010|2020-07-17|429502|up150pct,0.09114490400142829,True,late_rescue_winner,smooth_trend_winner,stair_step_winner,4,0.5654385231526656,stair_step_winner,0.7639344262295082
up50pct,up50pct::SH600010::000000,403,124504,503002,421002,SH600010|2018-01-10|124504|up50pct,SH600010|2021-02-25|503002|up50pct,SH600010|2020-06-22|421002|up50pct,0.1581704741089015,True,late_rescue_winner,unclassified_short_path,unclassified_mixed_path,6,0.762941003466409,unclassified_mixed_path,0.4640198511166253
up50pct,up50pct::SH600010::000001,311,673002,1032502,885002,SH600010|2022-07-20|673002|up50pct,SH600010|2025-07-09|1032502|up50pct,SH600010|2024-04-19|885002|up50pct,0.47353843672295176,True,late_rescue_winner,smooth_trend_winner,slow_grind_winner,5,0.8201116275658156,late_rescue_winner,0.4115755627009646
up100pct,up100pct::SH600011::000000,268,349505,561002,457504,SH600011|2019-11-19|349505|up100pct,SH600011|2021-08-13|561002|up100pct,SH600011|2020-10-13|457504|up100pct,0.26143815980399576,True,late_rescue_winner,smooth_trend_winner,unclassified_mixed_path,5,0.6819738604476461,unclassified_mixed_path,0.6231343283582089
up150pct,up150pct::SH600011::000000,127,404504,561002,500003,SH600011|2020-05-06|404504|up150pct,SH600011|2021-08-13|561002|up150pct,SH600011|2021-02-10|500003|up150pct,0.08082069394076932,True,unclassified_mixed_path,unclassified_mixed_path,stair_step_winner,3,0.7149147562825237,stair_step_winner,0.5275590551181102
up50pct,up50pct::SH600011::000000,464,124505,566003,441003,SH600011|2018-01-10|124505|up50pct,SH600011|2021-08-27|566003|up50pct,SH600011|2020-08-19|441003|up50pct,0.31497821509941476,True,late_rescue_winner,unclassified_short_path,unclassified_mixed_path,6,0.6639035718656209,unclassified_mixed_path,0.5625
up100pct,up100pct::SH600015::000000,61,556504,739004,682004,SH600015|2021-08-02|556504|up100pct,SH600015|2023-02-07|739004|up100pct,SH600015|2022-08-15|682004|up100pct,0.013526702070522579,False,slow_grind_winner,slow_grind_winner,slow_grind_winner,1,-0.0,slow_grind_winner,1.0
up50pct,up50pct::SH600015::000000,449,163007,836504,486504,SH600015|2018-05-10|163007|up50pct,SH600015|2023-11-23|836504|up50pct,SH600015|2021-01-04|486504|up50pct,0.04990762045080362,True,late_rescue_winner,slow_grind_winner,slow_grind_winner,2,0.8848013775029382,slow_grind_winner,0.6971046770601337
up100pct,up100pct::SH600018::000000,18,406007,422506,408507,SH600018|2020-05-11|406007|up100pct,SH600018|2020-06-29|422506|up100pct,SH600018|2020-05-18|408507|up100pct,0.010094418585103529,False,late_rescue_winner,late_rescue_winner,late_rescue_winner,2,0.8524051786494784,late_rescue_winner,0.7222222222222222
up50pct,up50pct::SH600018::000000,13,256008,259008,257508,SH600018|2019-02-14|256008|up50pct,SH600018|2019-02-22|259008|up50pct,SH600018|2019-02-19|257508|up50pct,0.20504927310370855,False,smooth_trend_winner,smooth_trend_winner,smooth_trend_winner,1,-0.0,smooth_trend_winner,1.0
up50pct,up50pct::SH600018::000001,273,370508,499006,439506,SH600018|2020-01-17|370508|up50pct,SH600018|2021-02-08|499006|up50pct,SH600018|2020-08-14|439506|up50pct,0.2235476319507299,True,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,4,0.5750495959395228,late_rescue_winner,0.6593406593406593
up100pct,up100pct::SH600019::000000,216,325509,491508,430508,SH600019|2019-09-04|325509|up100pct,SH600019|2021-01-18|491508|up100pct,SH600019|2020-07-21|430508|up100pct,0.05083038130378172,True,stair_step_winner,unclassified_mixed_path,stair_step_winner,3,0.4857589610758933,stair_step_winner,0.8240740740740741
up150pct,up150pct::SH600019::000000,90,372509,458008,413508,SH600019|2020-01-23|372509|up150pct,SH600019|2020-10-14|458008|up150pct,SH600019|2020-06-01|413508|up150pct,0.04134708170616705,False,stair_step_winner,stair_step_winner,stair_step_winner,1,-0.0,stair_step_winner,1.0
up50pct,up50pct::SH600019::000000,317,325509,560006,419008,SH600019|2019-09-04|325509|up50pct,SH600019|2021-08-11|560006|up50pct,SH600019|2020-06-16|419008|up50pct,0.1812356502790392,True,unclassified_mixed_path,smooth_trend_winner,stair_step_winner,4,0.806516836988005,unclassified_mixed_path,0.38801261829652994
up50pct,up50pct::SH600019::000001,42,591007,685007,674507,SH600019|2021-11-16|591007|up50pct,SH600019|2022-08-23|685007|up50pct,SH600019|2022-07-25|674507|up50pct,0.016260683078477764,True,late_rescue_winner,slow_grind_winner,slow_grind_winner,2,0.5266170655714282,slow_grind_winner,0.8809523809523809
up100pct,up100pct::SH600021::000000,269,254009,1049508,747508,SH600021|2019-02-01|254009|up100pct,SH600021|2025-08-26|1049508|up100pct,SH600021|2023-03-02|747508|up100pct,0.07649619099492883,True,late_rescue_winner,jump_repricing_winner,late_rescue_winner,3,0.7306761745525804,late_rescue_winner,0.587360594795539
up150pct,up150pct::SH600021::000000,248,254009,939010,717008,SH600021|2019-02-01|254009|up150pct,SH600021|2024-09-26|939010|up150pct,SH600021|2022-11-29|717008|up150pct,0.4573526156862095,True,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,2,0.9450667261866617,late_rescue_winner,0.6370967741935484
up50pct,up50pct::SH600021::000000,285,254009,1050508,279008,SH600021|2019-02-01|254009|up50pct,SH600021|2025-08-28|1050508|up50pct,SH600021|2019-04-22|279008|up50pct,0.1565425893305565,True,late_rescue_winner,unclassified_short_path,late_rescue_winner,5,0.5450354232956129,late_rescue_winner,0.6947368421052632
up100pct,up100pct::SH600023::000000,400,255511,760009,477509,SH600023|2019-02-13|255511|up100pct,SH600023|2023-04-07|760009|up100pct,SH600023|2020-12-08|477509|up100pct,0.08115508260596178,True,late_rescue_winner,slow_grind_winner,slow_grind_winner,2,0.12716372266963571,slow_grind_winner,0.9825
up150pct,up150pct::SH600023::000000,34,372511,423509,417010,SH600023|2020-01-23|372511|up150pct,SH600023|2020-07-01|423509|up150pct,SH600023|2020-06-10|417010|up150pct,0.06934566191263783,False,slow_grind_winner,slow_grind_winner,slow_grind_winner,1,-0.0,slow_grind_winner,1.0
up50pct,up50pct::SH600023::000000,505,126012,735009,474509,SH600023|2018-01-15|126012|up50pct,SH600023|2023-01-19|735009|up50pct,SH600023|2020-11-30|474509|up50pct,0.14105429417369464,True,late_rescue_winner,smooth_trend_winner,unclassified_mixed_path,5,0.823622527043757,late_rescue_winner,0.3900990099009901
up100pct,up100pct::SH600025::000000,442,163012,505009,360513,SH600025|2018-05-10|163012|up100pct,SH600025|2021-03-03|505009|up100pct,SH600025|2019-12-19|360513|up100pct,0.16690054320168327,True,slow_grind_winner,unclassified_mixed_path,stair_step_winner,5,0.6967789233611047,stair_step_winner,0.5090497737556561
up150pct,up150pct::SH600025::000000,345,163012,418511,479510,SH600025|2018-05-10|163012|up150pct,SH600025|2020-06-15|418511|up150pct,SH600025|2020-12-14|479510|up150pct,0.012443056413112776,True,slow_grind_winner,stair_step_winner,slow_grind_winner,3,0.4397728083789521,slow_grind_winner,0.8521739130434782
up50pct,up50pct::SH600025::000000,568,163012,567010,382011,SH600025|2018-05-10|163012|up50pct,SH600025|2021-08-31|567010|up50pct,SH600025|2020-02-27|382011|up50pct,0.3826028588981572,True,stair_step_winner,smooth_trend_winner,stair_step_winner,6,0.8679001428577371,slow_grind_winner,0.2764084507042254
up100pct,up100pct::SH600026::000000,769,124514,669011,477011,SH600026|2018-01-10|124514|up100pct,SH600026|2022-07-08|669011|up100pct,SH600026|2020-12-07|477011|up100pct,0.025315612761160153,True,late_rescue_winner,unclassified_mixed_path,unclassified_mixed_path,5,0.8730393870500216,late_rescue_winner,0.3992197659297789
up150pct,up150pct::SH600026::000000,541,124514,1052511,475011,SH600026|2018-01-10|124514|up150pct,SH600026|2025-09-03|1052511|up150pct,SH600026|2020-12-01|475011|up150pct,0.07527988022262583,True,late_rescue_winner,slow_grind_winner,unclassified_mixed_path,5,0.8453685636701859,late_rescue_winner,0.41589648798521256
up50pct,up50pct::SH600026::000000,466,124514,384512,500510,SH600026|2018-01-10|124514|up50pct,SH600026|2020-03-05|384512|up50pct,SH600026|2021-02-18|500510|up50pct,0.0408676330134558,True,unclassified_mixed_path,jump_repricing_winner,unclassified_mixed_path,5,0.6955255823279661,unclassified_mixed_path,0.5879828326180258
up50pct,up50pct::SH600026::000001,391,665011,669011,967510,SH600026|2022-06-28|665011|up50pct,SH600026|2022-07-08|669011|up50pct,SH600026|2024-12-23|967510|up50pct,0.13425930946930992,True,smooth_trend_winner,smooth_trend_winner,unclassified_mixed_path,5,0.7910224827688145,late_rescue_winner,0.37084398976982097
up100pct,up100pct::SH600027::000000,426,125015,597011,412513,SH600027|2018-01-11|125015|up100pct,SH600027|2021-12-02|597011|up100pct,SH600027|2020-05-28|412513|up100pct,0.0714219174306323,True,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,3,0.5765554010509613,late_rescue_winner,0.7018779342723005
up150pct,up150pct::SH600027::000000,281,125015,505011,469512,SH600027|2018-01-11|125015|up150pct,SH600027|2021-03-03|505011|up150pct,SH600027|2020-11-16|469512|up150pct,0.030132539893919084,True,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,2,0.3833434118018793,late_rescue_winner,0.9252669039145908
up50pct,up50pct::SH600027::000000,504,125015,595011,414013,SH600027|2018-01-11|125015|up50pct,SH600027|2021-11-26|595011|up50pct,SH600027|2020-06-02|414013|up50pct,0.31888323696651444,True,late_rescue_winner,smooth_trend_winner,unclassified_mixed_path,5,0.67106926041692,unclassified_mixed_path,0.6130952380952381
up100pct,up100pct::SH600028::000000,463,143516,564510,492012,SH600028|2018-03-12|143516|up100pct,SH600028|2021-08-24|564510|up100pct,SH600028|2021-01-19|492012|up100pct,0.10887575521710062,True,late_rescue_winner,slow_grind_winner,slow_grind_winner,3,0.5771118899621707,slow_grind_winner,0.8012958963282938
up150pct,up150pct::SH600028::000000,225,372515,499012,478013,SH600028|2020-01-23|372515|up150pct,SH600028|2021-02-08|499012|up150pct,SH600028|2020-12-09|478013|up150pct,0.11231998349743674,False,slow_grind_winner,slow_grind_winner,slow_grind_winner,1,-0.0,slow_grind_winner,1.0
up50pct,up50pct::SH600028::000000,528,124516,746013,477013,SH600028|2018-01-10|124516|up50pct,SH600028|2023-02-27|746013|up50pct,SH600028|2020-12-07|477013|up50pct,0.07015910516379231,True,late_rescue_winner,smooth_trend_winner,slow_grind_winner,6,0.7184103456095047,slow_grind_winner,0.5606060606060606
up100pct,up100pct::SH600030::000000,47,124517,896514,167016,SH600030|2018-01-10|124517|up100pct,SH600030|2024-05-27|896514|up100pct,SH600030|2018-05-22|167016|up100pct,0.13534081756726407,True,late_rescue_winner,smooth_trend_winner,late_rescue_winner,4,0.6229360558700738,late_rescue_winner,0.6382978723404256
up50pct,up50pct::SH600030::000000,540,124517,419514,541012,SH600030|2018-01-10|124517|up50pct,SH600030|2020-06-17|419514|up50pct,SH600030|2021-06-18|541012|up50pct,0.12393471087281767,True,choppy_reversal_winner,smooth_trend_winner,late_rescue_winner,6,0.5335495957742263,late_rescue_winner,0.5444444444444444
up100pct,up100pct::SH600031::000000,39,429515,450515,439514,SH600031|2020-07-17|429515|up100pct,SH600031|2020-09-15|450515|up100pct,SH600031|2020-08-14|439514|up100pct,0.08900559860700383,False,smooth_trend_winner,smooth_trend_winner,smooth_trend_winner,2,0.9418285354475157,smooth_trend_winner,0.6410256410256411
up50pct,up50pct::SH600031::000000,83,429515,482515,457515,SH600031|2020-07-17|429515|up50pct,SH600031|2020-12-22|482515|up50pct,SH600031|2020-10-13|457515|up50pct,0.1108745233401518,False,smooth_trend_winner,smooth_trend_winner,smooth_trend_winner,3,0.5969121030812896,smooth_trend_winner,0.7710843373493976
up50pct,up50pct::SH600031::000001,128,676515,875514,882515,SH600031|2022-07-29|676515|up50pct,SH600031|2024-03-21|875514|up50pct,SH600031|2024-04-12|882515|up50pct,0.30085202723148824,True,late_rescue_winner,unclassified_mixed_path,slow_grind_winner,3,0.8301097033806425,slow_grind_winner,0.484375
up100pct,up100pct::SH600036::000000,28,124518,256517,259017,SH600036|2018-01-10|124518|up100pct,SH600036|2019-02-15|256517|up100pct,SH600036|2019-02-22|259017|up100pct,0.10024977152511444,True,slow_grind_winner,stair_step_winner,stair_step_winner,2,0.9852281360342514,stair_step_winner,0.5714285714285714
up50pct,up50pct::SH600036::000000,264,124518,458016,365018,SH600036|2018-01-10|124518|up50pct,SH600036|2020-10-14|458016|up50pct,SH600036|2020-01-02|365018|up50pct,0.10005102191573982,True,choppy_reversal_winner,unclassified_mixed_path,stair_step_winner,6,0.6139773062653143,stair_step_winner,0.5833333333333334
up50pct,up50pct::SH600036::000001,102,673017,882516,755516,SH600036|2022-07-20|673017|up50pct,SH600036|2024-04-12|882516|up50pct,SH600036|2023-03-24|755516|up50pct,0.14569976860574918,False,slow_grind_winner,slow_grind_winner,slow_grind_winner,3,0.5085137347935822,slow_grind_winner,0.803921568627451
up100pct,up100pct::SH600037::000000,1,254018,254018,254018,SH600037|2019-02-01|254018|up100pct,SH600037|2019-02-01|254018|up100pct,SH600037|2019-02-01|254018|up100pct,0.0,False,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,1,-0.0,unclassified_mixed_path,1.0
up50pct,up50pct::SH600037::000000,54,164518,256518,263018,SH600037|2018-05-15|164518|up50pct,SH600037|2019-02-15|256518|up50pct,SH600037|2019-03-06|263018|up50pct,0.3501206006206081,True,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,2,0.5032583347756457,unclassified_mixed_path,0.8888888888888888
up100pct,up100pct::SH600038::000000,61,126020,424017,383017,SH600038|2018-01-15|126020|up100pct,SH600038|2020-07-02|424017|up100pct,SH600038|2020-03-02|383017|up100pct,0.030467283684077456,True,late_rescue_winner,unclassified_mixed_path,stair_step_winner,4,0.9444180133303768,unclassified_mixed_path,0.4262295081967213
up50pct,up50pct::SH600038::000000,351,124520,425017,280518,SH600038|2018-01-10|124520|up50pct,SH600038|2020-07-06|425017|up50pct,SH600038|2019-04-25|280518|up50pct,0.4563902405778929,True,choppy_reversal_winner,jump_repricing_winner,unclassified_mixed_path,6,0.645735185166598,unclassified_mixed_path,0.6410256410256411
up100pct,up100pct::SH600048::000000,3,556517,557517,556517,SH600048|2021-08-02|556517|up100pct,SH600048|2021-08-04|557517|up100pct,SH600048|2021-08-02|556517|up100pct,0.05353880769161228,False,stair_step_winner,stair_step_winner,stair_step_winner,1,-0.0,stair_step_winner,1.0
up50pct,up50pct::SH600048::000000,190,124521,558017,259520,SH600048|2018-01-10|124521|up50pct,SH600048|2021-08-05|558017|up50pct,SH600048|2019-02-25|259520|up50pct,0.2752430722726182,True,late_rescue_winner,smooth_trend_winner,stair_step_winner,5,0.638436729764706,stair_step_winner,0.5736842105263158
up50pct,up50pct::SH600048::000001,11,881019,883019,885018,SH600048|2024-04-09|881019|up50pct,SH600048|2024-04-15|883019|up50pct,SH600048|2024-04-19|885018|up50pct,0.03989038722680617,True,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,2,0.6840384356390417,unclassified_mixed_path,0.8181818181818182
up100pct,up100pct::SH600050::000000,21,665021,712020,681521,SH600050|2022-06-28|665021|up100pct,SH600050|2022-11-15|712020|up100pct,SH600050|2022-08-12|681521|up100pct,0.016230955578637025,True,unclassified_mixed_path,late_rescue_winner,unclassified_mixed_path,2,0.5916727785823274,unclassified_mixed_path,0.8571428571428571
up50pct,up50pct::SH600050::000000,318,372520,713020,543518,SH600050|2020-01-23|372520|up50pct,SH600050|2022-11-17|713020|up50pct,SH600050|2021-06-25|543518|up50pct,0.2514809319225914,True,late_rescue_winner,jump_repricing_winner,late_rescue_winner,4,0.7717493639865828,late_rescue_winner,0.5660377358490566
up100pct,up100pct::SH600056::000000,106,125522,381520,261521,SH600056|2018-01-12|125522|up100pct,SH600056|2020-02-26|381520|up100pct,SH600056|2019-03-01|261521|up100pct,0.04108861019153064,True,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,2,0.27425064105029273,late_rescue_winner,0.9528301886792453
up150pct,up150pct::SH600056::000000,88,254021,381520,265021,SH600056|2019-02-01|254021|up150pct,SH600056|2020-02-26|381520|up150pct,SH600056|2019-03-12|265021|up150pct,0.03309176864066305,True,unclassified_mixed_path,unclassified_mixed_path,late_rescue_winner,2,0.6840384356390417,late_rescue_winner,0.8181818181818182
up50pct,up50pct::SH600056::000000,108,124522,254021,261521,SH600056|2018-01-10|124522|up50pct,SH600056|2019-02-01|254021|up50pct,SH600056|2019-03-01|261521|up50pct,0.04644512240732032,True,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,3,0.13163105487926116,late_rescue_winner,0.9722222222222222
up100pct,up100pct::SH600060::000000,49,124523,411520,385020,SH600060|2018-01-10|124523|up100pct,SH600060|2020-05-26|411520|up100pct,SH600060|2020-03-06|385020|up100pct,0.10523603472525987,False,late_rescue_winner,late_rescue_winner,late_rescue_winner,1,-0.0,late_rescue_winner,1.0
up150pct,up150pct::SH600060::000000,14,263023,411520,385520,SH600060|2019-03-06|263023|up150pct,SH600060|2020-05-26|411520|up150pct,SH600060|2020-03-09|385520|up150pct,0.0967420226072656,False,late_rescue_winner,late_rescue_winner,late_rescue_winner,1,-0.0,late_rescue_winner,1.0
up50pct,up50pct::SH600060::000000,59,124523,387020,371521,SH600060|2018-01-10|124523|up50pct,SH600060|2020-03-12|387020|up50pct,SH600060|2020-01-21|371521|up50pct,0.11100811213682234,True,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,2,0.2135798153382773,late_rescue_winner,0.9661016949152542
up100pct,up100pct::SH600062::000000,22,126024,375022,255022,SH600062|2018-01-15|126024|up100pct,SH600062|2020-02-07|375022|up100pct,SH600062|2019-02-12|255022|up100pct,0.026052330652215516,True,late_rescue_winner,late_rescue_winner,unclassified_mixed_path,2,0.976020648236615,late_rescue_winner,0.5909090909090909
up150pct,up150pct::SH600062::000000,14,254022,375022,256022,SH600062|2019-02-01|254022|up150pct,SH600062|2020-02-07|375022|up150pct,SH600062|2019-02-14|256022|up150pct,0.01664510002897004,False,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,2,0.5916727785823274,unclassified_mixed_path,0.8571428571428571
up50pct,up50pct::SH600062::000000,34,124524,375022,127524,SH600062|2018-01-10|124524|up50pct,SH600062|2020-02-07|375022|up50pct,SH600062|2018-01-18|127524|up50pct,0.24552175424969583,False,late_rescue_winner,late_rescue_winner,late_rescue_winner,1,-0.0,late_rescue_winner,1.0
up100pct,up100pct::SH600066::000000,479,124525,836521,450520,SH600066|2018-01-10|124525|up100pct,SH600066|2023-11-23|836521|up100pct,SH600066|2020-09-15|450520|up100pct,0.0222720115165948,True,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,5,0.26732513980254696,late_rescue_winner,0.8956158663883089
up150pct,up150pct::SH600066::000000,452,124525,759021,441519,SH600066|2018-01-10|124525|up150pct,SH600066|2023-04-04|759021|up150pct,SH600066|2020-08-20|441519|up150pct,0.0625610295876749,True,late_rescue_winner,slow_grind_winner,late_rescue_winner,2,0.2994113292359871,late_rescue_winner,0.9469026548672567
up50pct,up50pct::SH600066::000000,650,124525,877522,561519,SH600066|2018-01-10|124525|up50pct,SH600066|2024-03-27|877522|up50pct,SH600066|2021-08-16|561519|up50pct,0.21737356967653368,True,late_rescue_winner,smooth_trend_winner,late_rescue_winner,5,0.7427555194031269,late_rescue_winner,0.5476923076923077
up100pct,up100pct::SH600085::000000,344,124526,504520,375523,SH600085|2018-01-10|124526|up100pct,SH600085|2021-03-02|504520|up100pct,SH600085|2020-02-10|375523|up100pct,0.045376106623597326,True,late_rescue_winner,unclassified_mixed_path,stair_step_winner,4,0.7756185615722543,stair_step_winner,0.502906976744186
up150pct,up150pct::SH600085::000000,92,254024,501520,476021,SH600085|2019-02-01|254024|up150pct,SH600085|2021-02-22|501520|up150pct,SH600085|2020-12-03|476021|up150pct,0.008950624134555388,True,late_rescue_winner,slow_grind_winner,slow_grind_winner,2,0.08650421412134598,slow_grind_winner,0.9891304347826086
up50pct,up50pct::SH600085::000000,470,124526,525020,383522,SH600085|2018-01-10|124526|up50pct,SH600085|2021-04-29|525020|up50pct,SH600085|2020-03-03|383522|up50pct,0.1873047105729081,True,late_rescue_winner,smooth_trend_winner,unclassified_mixed_path,6,0.5944694657474222,unclassified_mixed_path,0.6893617021276596
up100pct,up100pct::SH600089::000000,777,124527,550523,430022,SH600089|2018-01-10|124527|up100pct,SH600089|2021-07-15|550523|up100pct,SH600089|2020-07-20|430022|up100pct,0.19883503888380868,True,late_rescue_winner,smooth_trend_winner,stair_step_winner,5,0.9500510937304089,stair_step_winner,0.34234234234234234
up150pct,up150pct::SH600089::000000,509,124527,542521,430523,SH600089|2018-01-10|124527|up150pct,SH600089|2021-06-23|542521|up150pct,SH600089|2020-07-21|430523|up150pct,0.0896705568818747,True,late_rescue_winner,smooth_trend_winner,stair_step_winner,6,0.6614310409685346,stair_step_winner,0.49901768172888017
up50pct,up50pct::SH600089::000000,846,124527,564519,386523,SH600089|2018-01-10|124527|up50pct,SH600089|2021-08-24|564519|up50pct,SH600089|2020-03-11|386523|up50pct,0.36048135108315355,True,late_rescue_winner,unclassified_short_path,stair_step_winner,6,0.8140073919844739,unclassified_mixed_path,0.34397163120567376
up100pct,up100pct::SH600095::000000,1,417524,417524,417524,SH600095|2020-06-11|417524|up100pct,SH600095|2020-06-11|417524|up100pct,SH600095|2020-06-11|417524|up100pct,0.0,False,jump_repricing_winner,jump_repricing_winner,jump_repricing_winner,1,-0.0,jump_repricing_winner,1.0
up50pct,up50pct::SH600095::000000,26,417024,423523,417524,SH600095|2020-06-10|417024|up50pct,SH600095|2020-07-01|423523|up50pct,SH600095|2020-06-11|417524|up50pct,0.2947054970039482,True,smooth_trend_winner,unclassified_short_path,jump_repricing_winner,3,0.8767872539657828,smooth_trend_winner,0.5
up50pct,up50pct::SH600095::000001,16,498022,530022,501522,SH600095|2021-02-04|498022|up50pct,SH600095|2021-05-18|530022|up50pct,SH600095|2021-02-22|501522|up50pct,0.04987807911896263,True,jump_repricing_winner,unclassified_short_path,jump_repricing_winner,2,0.5435644431995964,jump_repricing_winner,0.875
up50pct,up50pct::SH600095::000002,54,556522,801025,582025,SH600095|2021-08-02|556522|up50pct,SH600095|2023-08-08|801025|up50pct,SH600095|2021-10-21|582025|up50pct,0.06196817938458624,False,late_rescue_winner,late_rescue_winner,late_rescue_winner,1,-0.0,late_rescue_winner,1.0
up100pct,up100pct::SH600096::000000,385,538524,564521,895525,SH600096|2021-06-10|538524|up100pct,SH600096|2021-08-24|564521|up100pct,SH600096|2024-05-23|895525|up100pct,0.09132119564822723,True,stair_step_winner,smooth_trend_winner,slow_grind_winner,5,0.6208043976314501,slow_grind_winner,0.6051948051948052
up150pct,up150pct::SH600096::000000,137,538524,558023,797526,SH600096|2021-06-10|538524|up150pct,SH600096|2021-08-05|558023|up150pct,SH600096|2023-07-28|797526|up150pct,0.1975827071716233,True,stair_step_winner,smooth_trend_winner,slow_grind_winner,4,0.7707427648721343,slow_grind_winner,0.48175182481751827
up50pct,up50pct::SH600096::000000,491,538524,569024,836524,SH600096|2021-06-10|538524|up50pct,SH600096|2021-09-06|569024|up50pct,SH600096|2023-11-23|836524|up50pct,0.30365212580597073,True,unclassified_mixed_path,unclassified_short_path,slow_grind_winner,7,0.8138953208260299,slow_grind_winner,0.35234215885947046
up100pct,up100pct::SH600111::000000,682,124531,546026,375029,SH600111|2018-01-10|124531|up100pct,SH600111|2021-07-02|546026|up100pct,SH600111|2020-02-07|375029|up100pct,0.18543858899222454,True,late_rescue_winner,smooth_trend_winner,stair_step_winner,6,0.8906910323486564,stair_step_winner,0.27126099706744866
up150pct,up150pct::SH600111::000000,576,124531,545526,382026,SH600111|2018-01-10|124531|up150pct,SH600111|2021-07-01|545526|up150pct,SH600111|2020-02-27|382026|up150pct,0.2837874549675597,True,late_rescue_winner,smooth_trend_winner,stair_step_winner,6,0.7843039618773473,stair_step_winner,0.4444444444444444
