instrument,threshold_id,episode_cluster_id,cluster_split_bucket,cluster_member_split_bucket_set,cluster_calendar_span_split_bucket_set,cluster_start_date,cluster_end_date,cluster_start_pos,cluster_end_pos,touches_multiple_split_buckets,touches_multiple_calendar_split_buckets,train_validation_boundary_overlap,validation_robustness_boundary_overlap,split_overlap_status,blocking_reason
SH601058,up100pct,up100pct::SH601058::000000,cross_split,train;validation,robustness;train;validation,2021-01-13,2025-12-11,977,2167,True,True,True,True,pass,
SH601061,up100pct,up100pct::SH601061::000000,cross_split,robustness;validation,robustness;validation,2023-07-26,2025-11-12,72,628,True,True,False,True,pass,
SH601066,up100pct,up100pct::SH601066::000000,train,train,train,2019-02-11,2020-08-10,155,521,False,False,False,False,pass,
SH601077,up100pct,up100pct::SH601077::000000,cross_split,train;validation,robustness;train;validation,2020-05-07,2026-04-14,126,1565,True,True,True,True,pass,
SH601088,up100pct,up100pct::SH601088::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2026-03-23,187,2161,True,True,True,True,pass,
SH601098,up100pct,up100pct::SH601098::000000,train,train,train,2020-03-13,2025-04-11,776,2007,False,False,False,False,pass,
SH601099,up100pct,up100pct::SH601099::000000,cross_split,train,robustness;train;validation,2019-02-11,2024-11-08,500,1895,False,True,True,True,pass,
SH601100,up100pct,up100pct::SH601100::000000,train,train,train,2018-01-11,2021-01-08,251,978,False,False,False,False,pass,
SH601100,up100pct,up100pct::SH601100::000001,cross_split,robustness;validation,robustness;validation,2022-06-29,2026-01-23,1332,2200,True,True,False,True,pass,
SH601106,up100pct,up100pct::SH601106::000000,train,train,train,2019-07-02,2026-01-14,604,2191,False,False,False,False,pass,
SH601117,up100pct,up100pct::SH601117::000000,train,train,train,2018-01-11,2021-09-09,251,1142,False,False,False,False,pass,
SH601118,up100pct,up100pct::SH601118::000000,train,train,train,2020-02-03,2026-03-12,629,2110,False,False,False,False,pass,
SH601127,up100pct,up100pct::SH601127::000000,cross_split,robustness;validation,robustness;validation,2022-01-05,2025-09-30,1203,2110,True,True,False,True,pass,
SH601136,up100pct,up100pct::SH601136::000000,validation,validation,validation,2023-03-27,2023-08-22,61,161,False,False,False,False,pass,
SH601138,up100pct,up100pct::SH601138::000000,robustness,robustness,robustness,2024-03-04,2025-10-29,1391,1792,False,False,False,False,pass,
SH601139,up100pct,up100pct::SH601139::000000,train,train,train,2019-02-21,2021-09-09,518,1142,False,False,False,False,pass,
SH601155,up100pct,up100pct::SH601155::000000,train,train,train,2019-02-11,2021-02-26,508,1006,False,False,False,False,pass,
SH601162,up100pct,up100pct::SH601162::000000,cross_split,robustness;validation,robustness;validation,2022-06-29,2024-11-01,890,1458,True,True,False,True,pass,
SH601168,up100pct,up100pct::SH601168::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-01-29,182,2135,True,True,True,True,pass,
SH601169,up100pct,up100pct::SH601169::000000,cross_split,train;validation,robustness;train;validation,2020-02-03,2025-07-10,739,2059,True,True,True,True,pass,
SH601179,up100pct,up100pct::SH601179::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2026-03-09,510,2225,True,True,True,True,pass,
SH601212,up100pct,up100pct::SH601212::000000,cross_split,robustness;train,robustness;train,2018-01-11,2026-01-29,187,2135,True,True,False,False,pass,
SH601216,up100pct,up100pct::SH601216::000000,train,train,train,2018-05-11,2020-08-10,247,795,False,False,False,False,pass,
SH601216,up100pct,up100pct::SH601216::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-01-13,2024-12-18,900,1852,True,True,True,True,pass,
SH601225,up100pct,up100pct::SH601225::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2024-03-05,251,1740,True,True,True,True,pass,
SH601229,up100pct,up100pct::SH601229::000000,cross_split,validation,robustness;validation,2022-11-18,2025-05-14,1428,2027,False,True,False,True,pass,
SH601231,up100pct,up100pct::SH601231::000000,robustness,robustness,robustness,2024-03-04,2026-02-26,1731,2210,False,False,False,False,pass,
SH601233,up100pct,up100pct::SH601233::000000,train,train,train,2019-02-11,2021-02-18,510,1002,False,False,False,False,pass,
SH601233,up100pct,up100pct::SH601233::000001,robustness,robustness,robustness,2024-09-27,2026-03-02,1880,2220,False,False,False,False,pass,
SH601236,up100pct,up100pct::SH601236::000000,train,train,train,2019-11-01,2020-03-05,79,161,False,False,False,False,pass,
SH601288,up100pct,up100pct::SH601288::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-10-23,251,2136,True,True,True,True,pass,
SH601298,up100pct,up100pct::SH601298::000000,cross_split,train;validation,robustness;train;validation,2020-02-03,2025-04-03,247,1496,True,True,True,True,pass,
SH601318,up100pct,up100pct::SH601318::000000,cross_split,robustness;validation,robustness;validation,2022-07-21,2026-01-06,1348,2187,True,True,False,True,pass,
SH601319,up100pct,up100pct::SH601319::000000,train,train,train,2019-02-20,2019-03-07,61,72,False,False,False,False,pass,
SH601319,up100pct,up100pct::SH601319::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-02-09,2026-01-07,544,1732,True,True,True,True,pass,
SH601328,up100pct,up100pct::SH601328::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2025-06-26,251,2057,True,True,True,True,pass,
SH601336,up100pct,up100pct::SH601336::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-03-13,2026-01-16,289,2195,True,True,True,True,pass,
SH601360,up100pct,up100pct::SH601360::000000,validation,validation,validation,2022-06-29,2023-04-04,1210,1397,False,False,False,False,pass,
SH601377,up100pct,up100pct::SH601377::000000,train,train,train,2019-02-11,2021-08-23,505,1124,False,False,False,False,pass,
SH601390,up100pct,up100pct::SH601390::000000,cross_split,train,train;validation,2020-02-03,2023-05-05,673,1464,False,True,True,False,pass,
SH601398,up100pct,up100pct::SH601398::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2025-11-20,251,2156,True,True,True,True,pass,
SH601399,up100pct,up100pct::SH601399::000000,cross_split,train,train;validation,2021-07-01,2026-01-12,258,1357,False,True,True,False,pass,
SH601519,up100pct,up100pct::SH601519::000000,cross_split,train,robustness;train,2019-03-05,2025-08-19,522,2082,False,True,False,False,pass,
SH601567,up100pct,up100pct::SH601567::000000,cross_split,train,robustness;train,2021-05-31,2024-10-08,1070,1882,False,True,False,False,pass,
SH601598,up100pct,up100pct::SH601598::000000,cross_split,train;validation,robustness;train;validation,2019-04-30,2025-09-25,66,1623,True,True,True,True,pass,
SH601600,up100pct,up100pct::SH601600::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-03-13,2026-01-29,181,2095,True,True,True,True,pass,
SH601601,up100pct,up100pct::SH601601::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2026-01-07,510,2188,True,True,True,True,pass,
SH601608,up100pct,up100pct::SH601608::000000,cross_split,train,robustness;train,2018-01-17,2026-01-23,184,2129,False,True,False,False,pass,
SH601611,up100pct,up100pct::SH601611::000000,robustness,robustness,robustness,2025-05-30,2026-01-09,2039,2190,False,False,False,False,pass,
SH601615,up100pct,up100pct::SH601615::000000,cross_split,train,train;validation,2021-05-20,2022-07-15,561,842,False,True,True,False,pass,
SH601615,up100pct,up100pct::SH601615::000001,cross_split,robustness;validation,robustness,2023-11-24,2026-02-04,1173,1698,True,False,False,False,pass,
SH601618,up100pct,up100pct::SH601618::000000,train,train,train,2019-02-11,2021-09-10,510,1143,False,False,False,False,pass,
SH601628,up100pct,up100pct::SH601628::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-03-13,2026-01-13,289,2192,True,True,True,True,pass,
SH601669,up100pct,up100pct::SH601669::000000,train,train,train,2019-02-11,2021-09-24,510,1151,False,False,False,False,pass,
SH601688,up100pct,up100pct::SH601688::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-08-03,2026-01-06,1115,2187,True,True,True,True,pass,
SH601689,up100pct,up100pct::SH601689::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-09-18,251,2117,True,True,True,True,pass,
SH601698,up100pct,up100pct::SH601698::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-09-24,2026-01-12,61,1587,True,True,True,True,pass,
SH601699,up100pct,up100pct::SH601699::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2024-03-07,251,1742,True,True,True,True,pass,
SH601717,up100pct,up100pct::SH601717::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-11-09,2025-09-24,818,2004,True,True,True,True,pass,
SH601727,up100pct,up100pct::SH601727::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-09-05,2024-11-08,522,1774,True,True,True,True,pass,
SH601728,up100pct,up100pct::SH601728::000000,cross_split,train;validation,robustness;train;validation,2021-11-24,2025-02-17,61,841,True,True,True,True,pass,
SH601777,up100pct,up100pct::SH601777::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-12-25,2025-09-25,966,2117,True,True,True,True,pass,
SH601788,up100pct,up100pct::SH601788::000000,train,train,train,2018-01-11,2020-07-10,251,855,False,False,False,False,pass,
SH601799,up100pct,up100pct::SH601799::000000,train,train,train,2019-02-11,2021-06-21,510,1084,False,False,False,False,pass,
SH601800,up100pct,up100pct::SH601800::000000,cross_split,train,train;validation,2021-02-01,2023-05-05,994,1538,False,True,True,False,pass,
SH601808,up100pct,up100pct::SH601808::000000,cross_split,train,robustness;train;validation,2018-01-11,2026-03-04,251,2222,False,True,True,True,pass,
SH601811,up100pct,up100pct::SH601811::000000,train,train,train,2019-02-11,2023-05-05,510,1538,False,False,False,False,pass,
SH601825,up100pct,up100pct::SH601825::000000,cross_split,validation,robustness;validation,2022-08-08,2025-06-04,233,914,False,True,False,True,pass,
SH601857,up100pct,up100pct::SH601857::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2026-03-04,251,2222,True,True,True,True,pass,
SH601866,up100pct,up100pct::SH601866::000000,train,train,train,2019-09-19,2021-09-14,662,1135,False,False,False,False,pass,
SH601869,up100pct,up100pct::SH601869::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2026-02-10,133,1835,True,True,True,True,pass,
SH601872,up100pct,up100pct::SH601872::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-03,151,2121,True,True,True,True,pass,
SH601877,up100pct,up100pct::SH601877::000000,train,train,train,2018-01-11,2021-09-03,251,1138,False,False,False,False,pass,
SH601877,up100pct,up100pct::SH601877::000001,robustness,robustness,robustness,2024-03-04,2026-03-11,1739,2227,False,False,False,False,pass,
SH601881,up100pct,up100pct::SH601881::000000,cross_split,validation,robustness;validation,2022-11-16,2025-08-25,1412,2085,False,True,False,True,pass,
SH601888,up100pct,up100pct::SH601888::000000,train,train,train,2018-01-11,2021-02-18,251,1002,False,False,False,False,pass,
SH601898,up100pct,up100pct::SH601898::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-13,251,2229,True,True,True,True,pass,
SH601899,up100pct,up100pct::SH601899::000000,cross_split,robustness;validation,robustness;validation,2022-06-29,2026-01-29,1328,2200,True,True,False,True,pass,
SH601928,up100pct,up100pct::SH601928::000000,cross_split,train,train;validation,2018-01-26,2023-05-05,262,1538,False,True,True,False,pass,
SH601933,up100pct,up100pct::SH601933::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-08-30,2024-12-16,1128,1925,True,True,True,True,pass,
SH601939,up100pct,up100pct::SH601939::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2026-05-27,251,2278,True,True,True,True,pass,
SH601949,up100pct,up100pct::SH601949::000000,train,train,train,2018-01-19,2023-05-09,103,1386,False,False,False,False,pass,
SH601958,up100pct,up100pct::SH601958::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-03,251,2221,True,True,True,True,pass,
SH601966,up100pct,up100pct::SH601966::000000,train,train,train,2020-01-20,2021-02-09,738,991,False,False,False,False,pass,
SH601969,up100pct,up100pct::SH601969::000000,train,train,train,2018-03-13,2021-09-01,289,1126,False,False,False,False,pass,
SH601975,up100pct,up100pct::SH601975::000000,train,train,train,2019-09-05,2022-10-19,161,914,False,False,False,False,pass,
SH601985,up100pct,up100pct::SH601985::000000,cross_split,train;validation,robustness;train;validation,2020-07-15,2024-07-25,858,1836,True,True,True,True,pass,
SH601988,up100pct,up100pct::SH601988::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2025-11-20,251,2156,True,True,True,True,pass,
SH601990,up100pct,up100pct::SH601990::000000,train,train,train,2019-02-11,2020-07-15,159,507,False,False,False,False,pass,
SH601991,up100pct,up100pct::SH601991::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-05-14,251,2269,True,True,True,True,pass,
SH603000,up100pct,up100pct::SH603000::000000,cross_split,train,train;validation,2019-02-22,2023-09-01,519,1621,False,True,True,False,pass,
SH603005,up100pct,up100pct::SH603005::000000,train,train,train,2020-02-03,2020-07-14,744,854,False,False,False,False,pass,
SH603019,up100pct,up100pct::SH603019::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-04-03,2025-09-25,547,2109,True,True,True,True,pass,
SH603025,up100pct,up100pct::SH603025::000000,train,train,train,2018-05-11,2021-01-04,323,959,False,False,False,False,pass,
SH603025,up100pct,up100pct::SH603025::000001,train,train,train,2021-02-02,2021-06-08,980,1061,False,False,False,False,pass,
SH603026,up100pct,up100pct::SH603026::000000,train,train,train,2021-06-17,2021-09-13,1082,1144,False,False,False,False,pass,
SH603027,up100pct,up100pct::SH603027::000000,train,train,train,2020-05-11,2021-01-26,812,989,False,False,False,False,pass,
SH603077,up100pct,up100pct::SH603077::000000,train,train,train,2018-01-11,2021-09-14,239,1133,False,False,False,False,pass,
SH603083,up100pct,up100pct::SH603083::000000,robustness,robustness,robustness,2025-10-31,2026-05-26,1934,2069,False,False,False,False,pass,
SH603129,up100pct,up100pct::SH603129::000000,cross_split,train,robustness;train;validation,2020-10-16,2025-09-18,766,1964,False,True,True,True,pass,
SH603156,up100pct,up100pct::SH603156::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-05-22,2026-05-20,62,2000,True,True,True,True,pass,
SH603198,up100pct,up100pct::SH603198::000000,cross_split,train,train;validation,2018-01-15,2023-09-04,253,1622,False,True,True,False,pass,
SH603218,up100pct,up100pct::SH603218::000000,train,train,train,2020-10-22,2021-01-25,923,989,False,False,False,False,pass,
SH603228,up100pct,up100pct::SH603228::000000,robustness,robustness,robustness,2025-02-11,2026-05-25,1962,2273,False,False,False,False,pass,
SH603236,up100pct,up100pct::SH603236::000000,cross_split,train,train;validation,2019-10-25,2022-08-25,67,757,False,True,True,False,pass,
SH603256,up100pct,up100pct::SH603256::000000,train,train,train,2019-10-22,2025-08-18,61,1475,False,False,False,False,pass,
