threshold_id,split_bucket,record_n,path_winner_n,is_censored_n,duplicate_source_row_key_n,path_winner_and_censored_conflict_n,path_winner_missing_hit_pos_n,rebuild_status,blocking_reason
up50pct,validation,61307,27875,33432,0,0,0,pass,
up50pct,robustness,130614,53089,77525,0,0,0,pass,
up50pct,train,216794,130087,86707,0,0,0,pass,
up100pct,validation,61307,15151,46156,0,0,0,pass,
up100pct,robustness,130614,28670,101944,0,0,0,pass,
up100pct,train,216794,81823,134971,0,0,0,pass,
up150pct,validation,61307,9742,51565,0,0,0,pass,
up150pct,robustness,130614,17203,113411,0,0,0,pass,
up150pct,train,216794,53491,163303,0,0,0,pass,
