feature_pair,spearman_corr_train,spearman_corr_validation,spearman_corr_robustness,redundancy_flag_abs_corr_ge_0p80,entropy_scaling_variant_corr,entropy_incrementality_status
directional_entropy_5state::time_to_threshold_sessions,0.10680742373559358,0.20344064838693277,0.31343825694338584,False,,incremental_shape_descriptor
directional_entropy_5state::path_efficiency,-0.09841173366377232,-0.21487910175625274,-0.24678681059595703,False,,incremental_shape_descriptor
directional_entropy_5state::max_drawdown_before_hit_abs,0.06393853858639698,0.18522675001801142,0.11794117134914411,False,,incremental_shape_descriptor
directional_entropy_5state::underwater_days_share,0.0619189899698287,0.16287617957710887,0.21400526711606052,False,,incremental_shape_descriptor
directional_entropy_5state::top1_positive_gain_share,-0.10711643070917917,-0.20432440520724227,-0.27208519166490736,False,,incremental_shape_descriptor
directional_entropy_5state::top3_positive_gain_share,-0.11507337598348295,-0.21129898415548573,-0.2815086768112543,False,,incremental_shape_descriptor
directional_entropy_5state::trend_line_r2,-0.04850673191307474,-0.13925327392333228,-0.08111808098599711,False,,incremental_shape_descriptor
directional_entropy_5state::realized_volatility_to_hit,-0.15288558315251444,-0.13958579258594223,-0.24032656141794417,False,,incremental_shape_descriptor
directional_entropy_5state::directional_entropy_5state_realized,0.2905594712834981,,,False,0.2905594712834981,incremental_shape_descriptor
