decision_state,next_allowed_requirement,label_deployment_authorized,signal_search_authorized,model_training_authorized,entry_policy_authorized,eligible_train_episode_cluster_n,material_path_type_n,largest_path_type_share_train,unclassified_share_train,validation_material_path_type_n,robustness_material_path_type_n,representative_taxonomy_disagreement_share,representative_disagreement_support_gate,validation_material_path_type_support_gate,robustness_material_path_type_support_gate,stability_extreme_failure,entropy_incrementality_status,input_artifact_gate,upstream_lineage_gate,price_path_completeness_gate,path_defined_label_adapter_gate,path_defined_label_rebuild_gate,episode_cluster_gate,train_rule_fit_gate,search_accounting_gate
15B_no_stable_path_shape_taxonomy,none,False,False,False,False,919,4,0.3482045701849837,0.35799782372143635,1,2,0.7320082248115147,False,False,True,True,incremental_shape_descriptor,pass,pass,pass,pass,pass,pass,pass,pass
