run_id,stage,accessed_at_utc,artifact_path_or_resource,artifact_sha256_or_root_hash,dataset_role,columns_or_metadata_read,derived_fields,feature_date_constraint,outcome_columns_detected,outcome_formula_executed,selection_or_tuning_allowed,purpose,access_gate
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265219Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/entry_universe_preflight_decision.csv,10a86f073207bd42ae16048fdd1604e6cbcea12c6a79c35b0c05f121a1e3456b,input_audit:ep19_decision,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265270Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/entry_execution_convention_audit.csv,09d915c66d4be59d47ba508131e579affb0adb1c78914ccdf9689d733a79654d,input_audit:ep19_execution,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265341Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/output_hashes_19a_entry_universe_pit_lineage_tradability_and_data_contract.json,e0989e06452a44d1f15c2d965b7ce04ffa77ccf848fa4be7a823510e5de8f18b,input_audit:ep19_hashes,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265411Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/manifest_19a_entry_universe_pit_lineage_tradability_and_data_contract.json,e3f54ca404ae0cac81f438ab61eb255a71c2c8f53a7b48e43039c3124035875c,input_audit:ep19_manifest,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265475Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/turnover_cost_capacity_formula_freeze.csv,b95a5bbe2f0edcb7726b7da35cc2d3886a62104fcfb2869d119ae50b2469e284,input_audit:ep20_cost_capacity,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265528Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/20A_preoutcome_contract_decision.csv,40aff56b1aa3e7505ff63a373955e247d54d007f70eb1548c62853e5dbef948a,input_audit:ep20_decision,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265585Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/execution_and_cost_inheritance_audit.csv,c83822e2438fc211e683a14e5038adce996f3441ebb6693cc1dabb05e234467b,input_audit:ep20_execution_audit,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265639Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/execution_fill_and_exit_rule_freeze.csv,7bce5a79d366b4a70dac915cb9582c99f1aaa13b12759fd7db8dcd717b32bf98,input_audit:ep20_fill_rule,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265692Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/output_hashes_20a_paper_lineage_data_and_replication_contract.json,cbd05bc7bf39c084ce488fafb40d3362b805e4065fc252e67e21964f64d27f6b,input_audit:ep20_hashes,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265746Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/label_completion_and_censoring_rule_freeze.csv,eac7026d16266d32417ebbe46517c490e1f8ab55e66e28ebf18de59c1f975215,input_audit:ep20_label_rule,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265796Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/manifest_20a_paper_lineage_data_and_replication_contract.json,5af3b27b0189dfc935b3622cf004a250de793b5e1aef07917866cb3b8245eda4,input_audit:ep20_manifest,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265849Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/stateful_portfolio_accounting_and_nav_freeze.csv,09ca469fe5f0eebc46024322e658a363db32af30d2ba438537a3144bceea482a,input_audit:ep20_nav,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265905Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/references/market_rules/a_share_price_limit_rules_v1.csv,236f0fc2e3f6d8f48a2981707862d4cdb015e123f2e6fecd874bbb2e93baa897,input_audit:ep20_price_limit,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.265958Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/qfq_schema_unit_and_coverage_audit.csv,9d602ea1fe76fba9d997d921dce04b2620285009864776eee24c96b3b4be75ae,input_audit:ep20_qfq_audit,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.463237Z,topics/02_AFML_BIG_WINNER/data/processed/universe/pit_topn_400_100_executable_daily.csv,e73968ddf54b646ab2d831467a0e2882970e5f96880df12c41bd01a39c243965,input_audit:executable_universe,usable_trade_date|instrument|source_membership_date|membership_date|membership_available_time|available_time|ts_code|board_bucket|is_listed|is_st|is_suspended|raw_unadjusted_close|total_share_asof|total_market_cap_cny|market_cap_source|price_source|share_source|status_source|source_trade_date|source_asof_date|candidate_universe_source|membership_rule_version|board_rank_by_market_cap|board_quota|quota_fill_rate|quota_shortfall_count|quota_shortfall_reason|rank_cutoff_market_cap_cny|rank_rule_version|minimum_history_sessions|history_observed_sessions_before_usable_date|history_ready_240d_flag|history_ready_missing_reason,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.654337Z,topics/02_AFML_BIG_WINNER/data/processed/universe/pit_topn_400_100_membership_daily.csv,982cc6930b27c4b255f019af5180ef835667280b841154af8c2ca9b0138a863b,input_audit:membership,membership_date|available_time|membership_available_time|usable_trade_date|instrument|ts_code|board_bucket|is_listed|is_st|is_suspended|raw_unadjusted_close|total_share_asof|total_market_cap_cny|market_cap_source|price_source|share_source|status_source|source_trade_date|source_asof_date|candidate_universe_source|membership_rule_version|board_rank_by_market_cap|board_quota|quota_fill_rate|quota_shortfall_count|quota_shortfall_reason|rank_cutoff_market_cap_cny|rank_rule_version|minimum_history_sessions|history_observed_sessions_before_usable_date|history_ready_240d_flag|history_ready_missing_reason,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.655480Z,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/paper/Residual-Enhanced_Adaptive_Koopman_Autoencoder_A_Deep_Latent_Dynamics_Model_for_Stock_Prediction.pdf,1041d8693c5ef80fcafc613d77f09bf3ec2a2df673f468785255da27d7d9a472,input_audit:paper,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:33.655574Z,topics/02_AFML_BIG_WINNER/pyproject.toml,cd2d0cff7728be686b59ca14b63c35d6050af6b5ff3a2305fa2e50e606d8dd66,input_audit:pyproject,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.178662Z,topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq,3be5179aa1250bfe8f7a91c7bae0552a35466aefa52b692538c953aa5a475714,input_audit:qfq_root,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.715674Z,topics/02_AFML_BIG_WINNER/data/raw/akshare/day/raw,10b627e887b75e4f4dbcae0b0ef9a24209f9068a11c3eaa75148e8477803d000,input_audit:raw_ohlcv_root,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.715796Z,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/references/21a/formula_review_authorization.json,c06357ac5caab625724e76c7c3abb3ec34f00a694dfa65fc42a3bf378b2afd65,input_audit:reference_formula_review_authorization,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.715862Z,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/references/21a/formula_review_packet.md,81569b398d9aca90888202c59b1c95eae2e846ac08c378f6da9ad7aac4ae2563,input_audit:reference_formula_review_packet,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.715925Z,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/references/21a/paper_formula_registry_draft.csv,a9463725b0df03c8a0aedc5fe66a31ebf61b63f9d35b80fe5b1241a1b3680d7c,input_audit:reference_paper_formula_registry_draft,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.715978Z,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/references/21a/source_availability_manifest.csv,f8f2a2d160c52b10a9b8c3c9f5ad8961ed23fc7b69951e420ab78061a4e9b2a0,input_audit:reference_source_availability_manifest,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.716084Z,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/requirement_21a_paper_lineage_pit_data_and_architecture_contract.md,fda0aa7d5c79dfabef61b5339d8b53ab5ab8d96fab93cb811cca4f76022ab5de,input_audit:requirement,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.716126Z,topics/02_AFML_BIG_WINNER/requirements.txt,f5be199c2d2bfef623f8781b2dc71047f8a05ef3d6348d43dfc40478e07b7af1,input_audit:requirements,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.716206Z,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/research_plan.md,cb3e45f874df5c632950a2586e45a4465e36b3e6c5d5cc65c0f7ff3118784c95,input_audit:research_plan,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.716393Z,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/src/run_21a_paper_lineage_pit_data_and_architecture_contract.py,1171e6dc63bdf54e7a21c84452048c307fac52abeb2cd7fcd28d50e11ba5c747,input_audit:runner,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.716713Z,topics/02_AFML_BIG_WINNER/data/raw/akshare/status/instrument_metadata_target_universe.csv,3175ae478bbfe9729d2b45cc0c8ca373fe903ee8d9acc9a96fed111441452601,input_audit:security_master,code|instrument|exchange|name|listing_date|delist_date|board_bucket|metadata_source|is_delisted,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.716788Z,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/tests/test_21a_paper_lineage_pit_data_and_architecture_contract.py,d83f0cebb6fdff9186a76872c374eba68afc6ed9d9b4ee5566c13d78e8ad294e,input_audit:test,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.716902Z,topics/02_AFML_BIG_WINNER/data/raw/akshare/status/trading_calendar.csv,1d5ff82a6718fc4e19b95c98456813043b30aeaa1b452d591376b1d427c2b60d,input_audit:trading_calendar,trade_date,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.717172Z,topics/02_AFML_BIG_WINNER/data/processed/universe/pit_topn_400_100_intervals.csv,a2a95edb70f19eeb2d520dd226813733f2aef74e5d3afce822a9e48ac00dcda5,input_audit:universe_intervals,instrument|start_datetime|end_datetime|session_count,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.717542Z,topics/02_AFML_BIG_WINNER/uv.lock,95b1c429f48b9ef1e950d1639334cdcc8633cb1536213e4f236b15e7b00b4e60,input_audit:uv_lock,content_hash,existence|size|sha256_or_root_hash|schema_status,not_applicable,,false,false,input_artifact_audit,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.718388Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/manifest_19a_entry_universe_pit_lineage_tradability_and_data_contract.json,e3f54ca404ae0cac81f438ab61eb255a71c2c8f53a7b48e43039c3124035875c,upstream:EP19,manifest_or_hash_metadata,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.718492Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/output_hashes_19a_entry_universe_pit_lineage_tradability_and_data_contract.json,e0989e06452a44d1f15c2d965b7ce04ffa77ccf848fa4be7a823510e5de8f18b,upstream:EP19,manifest_or_hash_metadata,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.718589Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/entry_execution_convention_audit.csv,09d915c66d4be59d47ba508131e579affb0adb1c78914ccdf9689d733a79654d,upstream:EP19,content_hash,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.718687Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/replay_cost_assumption_freeze.csv,2b164c5aff823b1ebddb679a93936dc3a637b4252ca10c8d4252d92e3bfee7ac,upstream:EP19,content_hash,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.718781Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/censoring_treatment_freeze.csv,ab6ede0b7e40c43b79865bf60bf2d875e371f323a695ddc0e820258f0c8529ae,upstream:EP19,content_hash,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.718875Z,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/entry_universe_preflight_decision.csv,10a86f073207bd42ae16048fdd1604e6cbcea12c6a79c35b0c05f121a1e3456b,upstream:EP19,content_hash,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.718973Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/manifest_20a_paper_lineage_data_and_replication_contract.json,5af3b27b0189dfc935b3622cf004a250de793b5e1aef07917866cb3b8245eda4,upstream:EP20A,manifest_or_hash_metadata,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.719067Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/output_hashes_20a_paper_lineage_data_and_replication_contract.json,cbd05bc7bf39c084ce488fafb40d3362b805e4065fc252e67e21964f64d27f6b,upstream:EP20A,manifest_or_hash_metadata,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.719169Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/freeze_manifest_20a.json,0ce8158cfb98c173bf4b914ea80783b413d15cb91942f19be310ac99805032f0,upstream:EP20A,manifest_or_hash_metadata,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.719269Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/freeze_output_hashes_20a.json,da5902ac7a987ec061cdffc33e8735ad34c22f1ae771a43540fe005fd77acb05,upstream:EP20A,manifest_or_hash_metadata,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.719402Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/input_artifact_audit.csv,09af1385263ab6e6ea05677d129d28414b467d5337a071543dacf86b22eaff27,upstream:EP20A,content_hash,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.719530Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/20A_preoutcome_contract_decision.csv,40aff56b1aa3e7505ff63a373955e247d54d007f70eb1548c62853e5dbef948a,upstream:EP20A,content_hash,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.719635Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/qfq_schema_unit_and_coverage_audit.csv,9d602ea1fe76fba9d997d921dce04b2620285009864776eee24c96b3b4be75ae,upstream:EP20A,content_hash,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.719733Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/execution_and_cost_inheritance_audit.csv,c83822e2438fc211e683a14e5038adce996f3441ebb6693cc1dabb05e234467b,upstream:EP20A,content_hash,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
21A_paper_lineage_pit_data_and_architecture_contract,freeze,2026-07-13T15:36:34.719829Z,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/execution_fill_and_exit_rule_freeze.csv,7bce5a79d366b4a70dac915cb9582c99f1aaa13b12759fd7db8dcd717b32bf98,upstream:EP20A,content_hash,manifest_verified|sha256,not_applicable,,false,false,upstream_hash_chain_verification,pass
