,,risk
excess_return_without_cost,mean,0.0021555016014134284
excess_return_without_cost,std,0.010178272696409345
excess_return_without_cost,annualized_return,0.5130093811363959
excess_return_without_cost,information_ratio,3.267102395351558
excess_return_without_cost,max_drawdown,-0.11187355667121973
excess_return_with_cost,mean,0.001856763577288029
excess_return_with_cost,std,0.010177023496968885
excess_return_with_cost,annualized_return,0.4419097313945509
excess_return_with_cost,information_ratio,2.8146494252391174
excess_return_with_cost,max_drawdown,-0.12115491359325788
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002832874756570823
strategy_return_without_cost,std,0.016186921163407437
strategy_return_without_cost,annualized_return,0.6742241920638559
strategy_return_without_cost,information_ratio,2.6999243858227504
strategy_return_without_cost,max_drawdown,-0.19192062765129175
strategy_return_with_cost,mean,0.002534136732445423
strategy_return_with_cost,std,0.01618289964982655
strategy_return_with_cost,annualized_return,0.6031245423220107
strategy_return_with_cost,information_ratio,2.4158067006428756
strategy_return_with_cost,max_drawdown,-0.20075647464971857
