check_id,failed_stage,failed_gate_id,attempt_id,worker_mode,worker_process_start_attempted,artifact_path,error_class,expected_value,observed_value,first_observed_at_utc,status,reason
teacher_t_plus_1_feature_cache_availability,materialize-r2-teacher,teacher_materialization_gate,21C_FULL_v2_materialization_attempt_1,none,false,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/.cache/21a_alpha158_feature_only/keys.csv,MissingApprovedTeacherFeatureKey,missing_train_teacher_t_plus_1_key_n=0,missing_train_teacher_t_plus_1_key_n=396,2026-07-16T14:03:03.367253Z,fail,row_drop_fill_or_raw_source_fallback_forbidden
