signal_date,split,eligible_count,selected_count_target,selected_count,nonselected_count,selection_status,top1_instrument_selected_week_share,active_factor_count_min,active_factor_count_p10,active_factor_count_median,selected_active_factor_count_p10,selected_active_factor_count_median,nonselected_active_factor_count_p10,nonselected_active_factor_count_median,selected_minus_nonselected_active_factor_count_p10,selected_minus_nonselected_active_factor_count_median,score_raw_mean,score_raw_std,score_tie_share
2017-08-04,train,139,28,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,110,110.0,111.0,,,,,,,8.829230983727235e-05,0.0912349710327517,0.0
2017-08-11,train,138,28,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,116,117.0,117.0,,,,,,,-0.00010068470324822358,0.07086476052593259,0.0
2017-08-18,train,139,28,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,113,119.0,119.0,,,,,,,-0.00016639661272266587,0.06667499897238373,0.0
2017-08-25,train,138,28,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,109,120.0,120.0,,,,,,,-0.00019923208581668314,0.07660441216056477,0.0
2017-09-01,train,145,29,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,111,122.0,122.0,,,,,,,-0.0003353276941503347,0.07447795021945289,0.0
2017-09-08,train,143,29,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,119,122.0,122.0,,,,,,,-0.00027960628425993905,0.0694674193925704,0.0
2017-09-15,train,144,29,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,96,122.0,122.0,,,,,,,-0.00021990547389580704,0.06409004141375833,0.0
2017-09-22,train,146,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,110,122.0,122.0,,,,,,,-0.00011332034478993908,0.06547117452788948,0.0
2017-09-29,train,147,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,107,123.0,123.0,,,,,,,-0.00021147205826328665,0.06092226629504484,0.0
2017-10-13,train,148,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,112,122.0,123.0,,,,,,,-0.0002626036687279898,0.053273058298515884,0.0
2017-10-20,train,148,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,119,122.0,123.0,,,,,,,-0.00023317313763114765,0.06060684317581033,0.0
2017-10-27,train,155,31,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,108,123.0,123.0,,,,,,,-0.0002721912790873877,0.06815819574300579,0.0
2017-11-03,train,149,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,117,123.0,123.0,,,,,,,-0.00019477998831851566,0.06907019967644615,0.0
2017-11-10,train,157,32,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,101,123.0,123.0,,,,,,,-0.00018745170126858657,0.06339378751509163,0.0
2017-11-17,train,151,31,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,117,123.0,123.0,,,,,,,-0.00019262061034216996,0.07853713960494968,0.0
2017-11-24,train,149,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,120,123.0,123.0,,,,,,,-0.00020144592584000454,0.0842184348918278,0.0
2017-12-01,train,152,31,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,97,123.0,123.0,,,,,,,-0.0002548441729067938,0.07946118285466278,0.0
2017-12-08,train,146,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,114,123.0,123.0,,,,,,,-0.00027598775639540784,0.06522252379379588,0.0
2017-12-15,train,147,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,118,123.0,123.0,,,,,,,-0.0002253889807821224,0.06867217500829094,0.0
2017-12-22,train,149,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,121,123.0,123.0,,,,,,,-0.00021348038353615143,0.0690307118302029,0.0
2017-12-29,train,146,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,121,123.0,123.0,,,,,,,-0.000214955210738854,0.0720079624048786,0.0
2018-01-05,train,157,32,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,111,123.0,123.0,,,,,,,-0.0001756635715813965,0.06163913647293402,0.0
2018-01-12,train,154,31,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,119,123.0,123.0,,,,,,,-0.00015635725458642066,0.06604700188993201,0.0
2018-01-19,train,157,32,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,111,123.0,123.0,,,,,,,-0.00020541988775908814,0.08175364852910273,0.0
2018-01-26,train,160,32,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,101,123.0,123.0,,,,,,,-0.00018668538610997488,0.07897623073869345,0.0
2018-02-02,train,151,31,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,117,123.0,123.0,,,,,,,-0.00021116602154665697,0.08628975210865532,0.0
2018-02-09,train,136,28,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,120,123.0,123.0,,,,,,,-0.00022682098625638388,0.07333538152578914,0.0
2018-02-14,train,141,29,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,121,123.0,123.0,,,,,,,-0.00021806846644094807,0.05979495287786993,0.0
2018-02-23,train,145,29,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,121,123.0,123.0,,,,,,,-0.00020365552948115766,0.0616129878237542,0.0
2018-03-02,train,147,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,111,123.0,123.0,,,,,,,-0.0001871333766577552,0.06631118722415767,0.0
2018-03-09,train,152,31,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,100,123.0,123.0,,,,,,,-0.00010482940732050992,0.05047057883130269,0.0
2018-03-16,train,148,30,0,0,blocked_insufficient_eligible_cross_section,0.6539792387543253,117,123.0,123.0,,,,,,,-0.00023371806728077692,0.05460855086294969,0.0
